COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,LOG_SEQ_NO,LOG_BY,LOG_DT,CONT_NAME,CONT_REF_NO,CONT_STATUS,AGMT_BASE,DDA_DT,DDA_TIME,DDA_NOTE,SIGNING_DT,SIGNING_TIME,START_DT,END_DT,NO_OF_CARGO,LTCORA_TARIFF,LTCORA_TARIFF_UNIT,SUG,TARIFF_DISCOUNT,VOL_DISCOUNT,VOL_DISCOUNT_UNIT,ADV_ADJUST,ADV_ADJUST_TYPE,ADV_ADJUST_AMOUNT,ADV_ADJUST_UNIT,EXTEND_STORAGE,DISCOUNT_DAYS,STORAGE_TARIFF_MODE,STORAGE_TARIFF_UNIT,STORAGE_TARIFF,BUYER_NOM,BUYER_NOM_CLAUSE,BUYER_MONTH_NOM,BUYER_FORNGT_NOM,BUYER_WEEK_NOM,BUYER_DAILY_NOM,BUYER_NOM_CUTOFF,SELLER_NOM,SELLER_NOM_CLAUSE,SELLER_MONTH_NOM,SELLER_FORNGT_NOM,SELLER_WEEK_NOM,SELLER_DAILY_NOM,DAY_DEF,DAY_DEF_CLAUSE,DAY_START_TIME,DAY_END_TIME,MDCQ,MDCQ_CLAUSE,MDCQ_PERCENTAGE,MEASUREMENT,MEAS_CLAUSE,MEAS_STANDARD,MEAS_TEMPERATURE,PRESSURE_MIN_BAR,PRESSURE_MAX_BAR,OFF_SPEC_GAS,SPEC_CLAUSE,SPEC_GAS_ENERGY_BASE,SPEC_GAS_MIN_ENERGY,SPEC_GAS_MAX_ENERGY,LIABILITY,LIAB_CLAUSE,BILLING_FLAG,BILLING_CLAUSE,TERMINATE_FLAG,TERMINATE_CLAUSE,TERMINATE_PLANED,TERMINATE_FORCE,ENT_BY,ENT_DT,MODIFY_DT,MODIFY_BY,REV_DT,FCC_FLAG,FCC_BY,FCC_DATE,CLOSURE_REQUEST_FLAG,CLOSURE_ALLOC_QTY,CLOSE_EFF_DT,CLOSURE_REMARK,TLU_FLAG
RIL,C-1-1-8-0,C,A,1,0,O,8,0,2,6,15/02/2021 00:00:00,null,C-1-1-8-0,Y,X,null,null,null,04/01/2021 00:00:00,null,01/02/2021 00:00:00,31/05/2021 00:00:00,5,.78,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,15/02/2021 00:00:00,null,null,null,Y,6,15/02/2021 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,9,36,28/12/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,07/01/2021 00:00:00,40,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,36,28/12/2020 00:00:00,null,null,null,Y,36,26/08/2020 00:00:00,null,null,null,null,null
RIL,C-1-1-8-0,C,A,1,0,O,8,0,4,36,03/06/2021 00:00:00,null,C-1-1-8-0,Y,X,null,null,null,04/01/2021 00:00:00,null,01/02/2021 00:00:00,30/09/2021 00:00:00,7,.78,2,.66,N,N,null,N,AMT,null,2,Y,Y,null,1,2,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,36,03/06/2021 00:00:00,null,null,null,Y,36,03/06/2021 00:00:00,null,null,null,null,Fixed
RIL,C-1-1-8-0,C,A,1,0,O,8,0,5,18,03/06/2021 00:00:00,null,C-1-1-8-0,Y,X,null,null,null,04/01/2021 00:00:00,null,01/02/2021 00:00:00,30/09/2021 00:00:00,10,.78,2,.66,N,N,null,N,AMT,null,2,Y,Y,null,1,2,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,03/06/2021 00:00:00,null,null,null,Y,36,04/06/2021 00:00:00,null,null,null,null,Fixed
RIL,C-1-1-7-0,C,A,1,0,O,7,0,10,18,06/01/2021 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,15/01/2021 00:00:00,40,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,06/01/2021 00:00:00,null,null,null,Y,36,06/01/2021 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,6,18,22/06/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,15/10/2020 00:00:00,32,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,22/06/2020 00:00:00,null,null,null,Y,36,22/06/2020 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,7,18,26/08/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,31/12/2020 00:00:00,40,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,26/08/2020 00:00:00,null,null,null,Y,36,26/08/2020 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,8,18,28/12/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,07/01/2021 00:00:00,40,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,28/12/2020 00:00:00,null,null,null,Y,36,26/08/2020 00:00:00,null,null,null,null,null
RIL,C-1-1-8-0,C,A,1,0,O,8,0,1,18,11/02/2021 00:00:00,null,C-1-1-8-0,Y,X,null,null,null,04/01/2021 00:00:00,null,01/02/2021 00:00:00,31/05/2021 00:00:00,5,.78,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,11/02/2021 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-8-0,C,A,1,0,O,8,0,3,18,30/03/2021 00:00:00,null,C-1-1-8-0,Y,X,null,null,null,04/01/2021 00:00:00,null,01/02/2021 00:00:00,31/05/2021 00:00:00,7,.78,2,.66,N,N,null,N,AMT,null,2,Y,Y,null,1,2,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,30/03/2021 00:00:00,null,null,null,Y,36,03/06/2021 00:00:00,null,null,null,null,Fixed
RIL,C-1-1-1-0,C,A,1,0,O,1,0,2,5,30/10/2015 00:00:00,null,C-1-1-1-0,Y,X,null,null,null,28/04/2014 00:00:00,null,01/01/2015 00:00:00,31/12/2015 00:00:00,37,.8,2,1.17,Y,null,null,Y,null,null,null,null,null,null,null,null,Y,null,N,N,N,Y,null,Y,null,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,5,30/10/2015 00:00:00,null,null,null,Y,14,30/10/2015 00:00:00,null,null,null,null,null
RIL,C-1-1-3-0,C,A,1,0,O,3,0,2,5,08/12/2015 00:00:00,null,C-1-1-3-0,Y,X,null,null,null,26/11/2015 00:00:00,null,01/01/2016 00:00:00,31/12/2016 00:00:00,38,.8,2,1.17,N,null,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,5,08/12/2015 00:00:00,null,null,null,Y,14,21/12/2015 00:00:00,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,2,18,11/04/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,31/12/2017 00:00:00,34,.8,2,.66,Y,null,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,11/04/2017 00:00:00,null,null,null,Y,15,11/04/2017 00:00:00,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,3,18,16/11/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,31/12/2017 00:00:00,34,.8,2,.66,Y,Y,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,16/11/2017 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,4,18,16/11/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,31/12/2017 00:00:00,34,.8,2,.66,Y,Y,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,16/11/2017 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,5,18,16/11/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,31/12/2017 00:00:00,38,.8,2,.66,Y,Y,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,16/11/2017 00:00:00,null,null,null,Y,15,16/11/2017 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,1,18,22/12/2017 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,31/03/2018 00:00:00,10,.8,2,.66,N,N,null,N,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,22/12/2017 00:00:00,null,null,null,Y,15,22/12/2017 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,2,18,07/03/2018 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,31/03/2018 00:00:00,31,.8,2,.66,Y,N,null,N,CAR,0,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,07/03/2018 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-1-0,C,A,1,0,O,1,0,1,5,01/04/2015 00:00:00,null,C-1-1-1-0,Y,X,null,null,null,28/04/2014 00:00:00,null,01/01/2015 00:00:00,31/12/2015 00:00:00,35,.8,2,1.17,Y,null,null,Y,null,null,null,null,null,null,null,null,Y,null,N,N,N,Y,null,Y,null,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,5,01/04/2015 00:00:00,null,null,null,Y,14,01/04/2015 00:00:00,null,null,null,null,null
RIL,C-1-1-3-0,C,A,1,0,O,3,0,4,15,02/12/2016 00:00:00,null,C-1-1-3-0,Y,X,null,null,null,26/11/2015 00:00:00,null,01/01/2016 00:00:00,31/12/2016 00:00:00,40,.8,2,1.17,N,null,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,15,02/12/2016 00:00:00,null,null,null,Y,31,02/12/2016 00:00:00,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,7,6,29/12/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,03/01/2017 00:00:00,38,.8,2,.66,Y,Y,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,29/12/2017 00:00:00,null,null,null,Y,15,16/11/2017 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,4,18,22/08/2018 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,30/09/2018 00:00:00,35,.8,2,.66,Y,N,null,N,CAR,0,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,22/08/2018 00:00:00,null,null,null,Y,15,22/08/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,5,18,25/09/2018 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,31/12/2018 00:00:00,43,.8,2,.66,Y,N,null,N,CAR,0,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,25/09/2018 00:00:00,null,null,null,Y,15,25/09/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-2-0,C,A,1,0,O,2,0,1,5,08/12/2015 00:00:00,null,C-1-1-2-0,Y,X,null,null,null,28/04/2014 00:00:00,null,01/01/2016 00:00:00,31/12/2016 00:00:00,16,.8,2,1.17,N,null,null,N,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,5,08/12/2015 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-3-0,C,A,1,0,O,3,0,1,5,08/12/2015 00:00:00,null,C-1-1-3-0,Y,X,null,null,null,26/11/2015 00:00:00,null,01/01/2016 00:00:00,31/12/2016 00:00:00,38,.8,2,1.17,N,null,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,5,08/12/2015 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-3-0,C,A,1,0,O,3,0,3,5,03/04/2016 00:00:00,null,C-1-1-3-0,Y,X,null,null,null,26/11/2015 00:00:00,null,01/01/2016 00:00:00,31/12/2016 00:00:00,38,.8,2,1.17,N,null,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,5,03/04/2016 00:00:00,null,null,null,Y,14,21/12/2015 00:00:00,null,null,null,null,null
RIL,C-1-1-3-0,C,A,1,0,O,3,0,5,6,20/12/2016 00:00:00,null,C-1-1-3-0,Y,X,null,null,null,26/11/2015 00:00:00,null,01/01/2016 00:00:00,31/12/2016 00:00:00,41,.8,2,1.17,N,null,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,20/12/2016 00:00:00,null,null,null,Y,31,20/12/2016 00:00:00,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,1,15,02/01/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,31/12/2017 00:00:00,27,.8,2,.66,N,null,null,N,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,15,02/01/2017 00:00:00,null,null,null,Y,31,02/01/2017 00:00:00,null,null,null,null,null
RIL,C-1-1-4-0,C,A,1,0,O,4,0,6,6,13/12/2017 00:00:00,null,C-1-1-4-0,Y,X,null,null,null,01/12/2016 00:00:00,null,01/01/2017 00:00:00,31/12/2017 00:00:00,38,.8,2,.66,Y,Y,null,Y,null,null,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,13/12/2017 00:00:00,null,null,null,Y,15,16/11/2017 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,3,18,07/03/2018 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,30/09/2018 00:00:00,31,.8,2,.66,Y,N,null,N,CAR,0,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,07/03/2018 00:00:00,null,null,null,Y,15,07/03/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,6,18,20/11/2018 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,31/12/2018 00:00:00,45,.8,2,.66,Y,N,null,N,CAR,0,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,20/11/2018 00:00:00,null,null,null,Y,15,20/11/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-5-0,C,A,1,0,O,5,0,7,18,26/12/2018 00:00:00,null,C-1-1-5-0,Y,X,null,null,null,22/12/2017 00:00:00,null,01/01/2018 00:00:00,06/01/2019 00:00:00,45,.8,2,.66,Y,N,null,N,CAR,0,null,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,26/12/2018 00:00:00,null,null,null,Y,6,26/12/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,1,18,26/12/2018 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,20,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,26/12/2018 00:00:00,null,null,null,Y,6,26/12/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,6,15,08/05/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,31,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,15,08/05/2019 00:00:00,null,null,null,Y,15,08/05/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,7,18,09/05/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,35,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,09/05/2019 00:00:00,null,null,null,Y,15,10/05/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,3,18,08/04/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,30,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,08/04/2019 00:00:00,null,null,null,Y,15,08/04/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,2,6,26/12/2018 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,20,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,26/12/2018 00:00:00,null,null,null,Y,6,26/12/2018 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,8,15,10/05/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,35,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,15,10/05/2019 00:00:00,null,null,null,Y,15,10/05/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,4,15,08/04/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,30,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,15,08/04/2019 00:00:00,null,null,null,Y,15,08/04/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,5,18,08/05/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,31,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,08/05/2019 00:00:00,null,null,null,Y,15,08/05/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,9,18,30/08/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,44,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,30/08/2019 00:00:00,null,null,null,Y,15,30/08/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,10,18,15/11/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/01/2020 00:00:00,45,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,15/11/2019 00:00:00,null,null,null,Y,6,15/11/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,11,6,15/11/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/01/2020 00:00:00,45,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,15/11/2019 00:00:00,null,null,null,Y,6,15/11/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,1,18,13/12/2019 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,31/05/2020 00:00:00,12,53.5,1,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,13/12/2019 00:00:00,null,null,null,Y,36,30/12/2019 00:00:00,null,null,null,null,null
