COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,ADDR_FLAG,INVOICE_SEQ,INVOICE_NO,INVOICE_REF,INVOICE_DT,INVOICE_CATEGORY,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,INVOICE_TYPE,LINKED_INVOICE,NUM_LINE,NOTE,GROSS_AMT_USD,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT_INR,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,MODIFY_BY,MODIFY_DT,OTHER_INV_STR,AMT_WORD,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,TCS_TDS,TDS_AMT,TDS_STRUCT_CD,TDS_EFF_DT,TCS_AMT,TCS_STRUCT_CD,TCS_EFF_DT,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SAP_EXCHNG_RATE,TCS_CERT_FLAG,ALLOC_QTY,SUB_INV_TYPE
Gail,1-1-1601-332S1-0-30-1-2,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109007901,UPG2A23109007901,15/09/2023 00:00:00,S,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/2023 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/09/2023 to 15/09/2023,null,null,null,null,1,6000000.0,IGST 12%,null,null,6720000,null,null,null,null,Y,6,11/10/2023 00:00:00,Y,6,11/10/2023 00:00:00,A,6,11/10/2023 00:00:00,130,07/10/2023 00:00:00,2023-2024,null,null,null,null,O,130,07/10/2023 00:00:00,TDS,120000,62,01/04/2023 00:00:00,null,null,null,Y,128,16/10/2023 00:00:00,null,null,150000.0,null
Gail,1-1-1601-332S1-0-30-1-2,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109007901,UPG2A23109007901,15/09/2023 00:00:00,S,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/2023 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/09/2023 to 15/09/2023,null,null,null,null,1,6000000.0,IGST 12%,null,null,6720000,null,null,null,null,Y,6,06/10/2023 00:00:00,Y,6,06/10/2023 00:00:00,null,null,null,113,27/09/2023 00:00:00,2023-2024,null,null,null,null,O,113,27/09/2023 00:00:00,TDS,null,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,150000.0,null
Gail,1-1-1601-332S1-0-30-1-2,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109007901,UPG2A23109007901,15/09/2023 00:00:00,S,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/2023 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/09/2023 to 15/09/2023,null,null,null,null,1,6000000.0,IGST 12%,null,null,6720000,null,null,null,null,Y,6,06/10/2023 00:00:00,Y,6,06/10/2023 00:00:00,null,null,null,113,27/09/2023 00:00:00,2023-2024,null,null,null,null,O,113,27/09/2023 00:00:00,TDS,null,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,150000.0,null
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021627,UPG2A24109021627,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,8408.0,IGST 12%,null,null,9417,null,null,null,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,TDS,168.16,62,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,200.0,null
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021628,UPG2A24109021628,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,42040.0,IGST 12%,null,null,47085,null,null,null,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,TDS,840.8,62,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,1000.0,null
Gail,1-1-1601-372S1-0-17-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021637,UPG2A24109021637,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,3783.6,IGST 12%,null,null,4238,null,null,null,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,TDS,75.67,62,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,90.0,null
Gail,1-1-1601-372S1-0-17-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021638,UPG2A24109021638,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,18918.0,IGST 12%,null,null,21188,null,null,null,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,TDS,378.36,62,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,450.0,null
Gail,1-1-1601-381S1-0-7-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109002564,UPG2A24109002564,31/05/2024 00:00:00,S,2,16/05/2024 00:00:00,31/05/2024 00:00:00,06/06/2024 00:00:00,IC,null,1,FMS not calculating imbalance due to system issue.,null,null,null,null,1,93427.85,IGST 12%,null,null,104639,null,null,null,null,Y,6,03/06/2024 00:00:00,Y,6,03/06/2024 00:00:00,A,46,04/06/2024 00:00:00,113,02/06/2024 00:00:00,2024-2025,null,null,null,null,O,113,02/06/2024 00:00:00,TDS,1868.56,62,01/04/2023 00:00:00,null,null,null,Y,201,05/06/2024 00:00:00,null,null,2365.262,null
Gail,1-1-1601-381S1-0-9-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109007189,UPG2A24109007189,15/08/2024 00:00:00,S,1,01/08/2024 00:00:00,15/08/2024 00:00:00,21/08/2024 00:00:00,IC,null,1,Party Generated invoice submitted due to system issue.,null,null,null,null,1,36359.08,IGST 12%,null,null,40722,null,null,null,null,Y,6,20/08/2024 00:00:00,Y,6,20/08/2024 00:00:00,A,46,21/08/2024 00:00:00,219,20/08/2024 00:00:00,2024-2025,null,null,null,null,O,219,20/08/2024 00:00:00,TDS,727.18,62,01/04/2023 00:00:00,null,null,null,Y,201,22/08/2024 00:00:00,null,null,908.069,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109003987,UPG2A24109003987,30/06/2024 00:00:00,S,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/06/2024 to 30/06/2024,null,null,null,null,1,2405492.6,IGST 12%,null,null,2694152,null,null,null,null,Y,6,02/07/2024 00:00:00,Y,6,02/07/2024 00:00:00,A,46,03/07/2024 00:00:00,219,02/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,02/07/2024 00:00:00,TDS,48109.85,62,01/04/2023 00:00:00,null,null,null,Y,201,03/07/2024 00:00:00,null,null,21005.0,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109012607,UPG2A24109012607,31/10/2024 00:00:00,S,2,16/10/2024 00:00:00,31/10/2024 00:00:00,06/11/2024 00:00:00,IC,null,1,Party generated invoice submitted due to technical issue in imbalance calculation ,null,null,null,null,1,1399.99,IGST 12%,null,null,1568,null,null,null,null,Y,153,05/11/2024 00:00:00,Y,153,05/11/2024 00:00:00,A,46,06/11/2024 00:00:00,219,05/11/2024 00:00:00,2024-2025,null,null,null,null,O,219,05/11/2024 00:00:00,TDS,28,62,01/04/2023 00:00:00,null,null,null,Y,201,06/11/2024 00:00:00,null,null,26.222,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109013579,UPG2A24109013579,15/11/2024 00:00:00,S,1,01/11/2024 00:00:00,15/11/2024 00:00:00,21/11/2024 00:00:00,IC,null,1,Party generated invoice submitted due to technical issue in imbalance calculation. ,null,null,null,null,1,42.07,IGST 12%,null,null,47,null,null,null,null,Y,6,19/11/2024 00:00:00,Y,6,19/11/2024 00:00:00,A,46,20/11/2024 00:00:00,219,18/11/2024 00:00:00,2024-2025,null,null,null,null,O,219,18/11/2024 00:00:00,TDS,.84,62,01/04/2023 00:00:00,null,null,null,Y,201,20/11/2024 00:00:00,null,null,0.788,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020465,UPG2A24109020465,31/01/2025 00:00:00,S,2,16/01/2025 00:00:00,31/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/01/2025 to 31/01/2025,null,null,null,null,1,256248.0,IGST 12%,null,null,286998,null,null,null,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,TDS,5124.96,62,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,2400.0,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021429,UPG2A24109021429,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,19/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,240232.5,IGST 12%,null,null,269060,null,null,null,null,Y,88,17/02/2025 00:00:00,Y,88,17/02/2025 00:00:00,null,null,null,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,TDS,null,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,2250.0,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109023989,UPG2A24109023989,15/03/2025 00:00:00,S,1,01/03/2025 00:00:00,15/03/2025 00:00:00,20/03/2025 00:00:00,TC,null,1,Party generated invoice submitted-  due to 14th nomination is not there system gives error for entire fortnight ,null,null,null,null,1,224217.0,IGST 12%,null,null,251123.04,null,null,null,null,Y,219,18/03/2025 00:00:00,Y,219,18/03/2025 00:00:00,null,null,null,219,18/03/2025 00:00:00,2024-2025,null,null,null,null,O,219,18/03/2025 00:00:00,TDS,null,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,2100.0,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109000073,UPG2A24109000073,15/04/2024 00:00:00,S,1,01/04/2024 00:00:00,15/04/2024 00:00:00,20/04/2024 00:00:00,IC,null,1,FMS Imbalance calculation module not working. Already Escalated to BIPL. PG invoice generated. ,null,null,null,null,1,5301.84,IGST 12%,null,null,5938,null,null,null,null,Y,6,18/04/2024 00:00:00,Y,6,18/04/2024 00:00:00,A,46,22/04/2024 00:00:00,113,18/04/2024 00:00:00,2024-2025,null,null,null,null,O,113,18/04/2024 00:00:00,TDS,106.04,62,01/04/2023 00:00:00,null,null,null,Y,201,24/04/2024 00:00:00,null,null,265.092,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109000303,UPG2A24109000303,15/04/2024 00:00:00,S,1,01/04/2024 00:00:00,15/04/2024 00:00:00,20/04/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/04/2024 to 15/04/2024,null,null,null,null,1,1828522.72,IGST 12%,null,null,2047945,null,null,null,null,Y,6,18/04/2024 00:00:00,Y,6,18/04/2024 00:00:00,A,46,22/04/2024 00:00:00,113,18/04/2024 00:00:00,2024-2025,null,null,null,null,O,113,18/04/2024 00:00:00,TDS,36570.45,62,01/04/2023 00:00:00,null,null,null,Y,201,24/04/2024 00:00:00,null,null,45713.07,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109004236,UPG2A24109004236,30/06/2024 00:00:00,S,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/2024 00:00:00,IC,null,1,Party generated remittance due to system issue,null,null,null,null,1,4654.98,IGST 12%,null,null,5214,null,null,null,null,Y,6,03/07/2024 00:00:00,Y,6,03/07/2024 00:00:00,A,46,03/07/2024 00:00:00,219,03/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,03/07/2024 00:00:00,TDS,93.1,62,01/04/2023 00:00:00,null,null,null,Y,201,03/07/2024 00:00:00,null,null,232.749,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109004237,UPG2A24109004237,30/06/2024 00:00:00,S,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/2024 00:00:00,IC,null,1,Party Generated remittance due to system issue,null,null,null,null,1,4331.08,IGST 12%,null,null,4851,null,null,null,null,Y,6,03/07/2024 00:00:00,Y,6,03/07/2024 00:00:00,A,46,03/07/2024 00:00:00,219,03/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,03/07/2024 00:00:00,TDS,86.62,62,01/04/2023 00:00:00,null,null,null,Y,201,03/07/2024 00:00:00,null,null,216.554,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109004636,UPG2A24109004636,15/06/2024 00:00:00,S,1,01/06/2024 00:00:00,15/06/2024 00:00:00,08/07/2024 00:00:00,IC,null,1,Invoice Of Gail for the Period of 01/06/2024 to 15/06/2024,null,null,null,null,1,71.32,IGST 12%,null,null,80,null,null,null,null,Y,6,04/07/2024 00:00:00,Y,6,04/07/2024 00:00:00,A,46,19/07/2024 00:00:00,219,04/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,04/07/2024 00:00:00,TDS,1.43,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,3.566,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109004636,UPG2A24109004636,15/06/2024 00:00:00,S,1,01/06/2024 00:00:00,15/06/2024 00:00:00,05/07/2024 00:00:00,IC,null,1,Invoice Of Gail for the Period of 01/06/2024 to 15/06/2024,null,null,null,null,1,71.32,IGST 12%,null,null,80,null,null,null,null,Y,6,04/07/2024 00:00:00,Y,6,04/07/2024 00:00:00,null,null,null,219,04/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,04/07/2024 00:00:00,TDS,null,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,3.566,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109004846,UPG2A24109004846,15/07/2024 00:00:00,S,1,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/2024 00:00:00,IC,null,1,Due to system issue- partly invoice garneted and submitted ,null,null,null,null,1,8583.2,IGST 12%,null,null,9613,null,null,null,null,Y,6,17/07/2024 00:00:00,Y,6,17/07/2024 00:00:00,A,46,19/07/2024 00:00:00,219,17/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,17/07/2024 00:00:00,TDS,171.66,62,01/04/2023 00:00:00,null,null,null,Y,201,24/07/2024 00:00:00,null,null,408.335,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109004847,UPG2A24109004847,15/07/2024 00:00:00,S,1,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/2024 00:00:00,IC,null,2,Due to system issue- partly invoice generated & submitted,null,null,null,null,1,23786.08,IGST 12%,null,null,26640,null,null,null,null,Y,6,17/07/2024 00:00:00,Y,6,17/07/2024 00:00:00,A,46,19/07/2024 00:00:00,219,17/07/2024 00:00:00,2024-2025,null,null,null,null,O,219,17/07/2024 00:00:00,TDS,475.72,62,01/04/2023 00:00:00,null,null,null,Y,201,24/07/2024 00:00:00,null,null,1330.272,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109005726,UPG2A24109005726,31/07/2024 00:00:00,S,2,16/07/2024 00:00:00,31/07/2024 00:00:00,06/08/2024 00:00:00,IC,null,2,Due to system issue- Party generated invoice for Imbalance ,null,null,null,null,1,4827.12,IGST 12%,null,null,5406,null,null,null,null,Y,6,02/08/2024 00:00:00,Y,6,02/08/2024 00:00:00,A,46,05/08/2024 00:00:00,219,02/08/2024 00:00:00,2024-2025,null,null,null,null,O,219,02/08/2024 00:00:00,TDS,96.54,62,01/04/2023 00:00:00,null,null,null,Y,201,05/08/2024 00:00:00,null,null,229.644,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109005742,UPG2A24109005742,31/07/2024 00:00:00,S,2,16/07/2024 00:00:00,31/07/2024 00:00:00,06/08/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/07/2024 to 31/07/2024,null,null,null,null,1,442959.85,IGST 12%,null,null,496115,null,null,null,null,Y,6,02/08/2024 00:00:00,Y,6,02/08/2024 00:00:00,A,46,05/08/2024 00:00:00,219,02/08/2024 00:00:00,2024-2025,null,null,null,null,O,219,02/08/2024 00:00:00,TDS,8859.2,62,01/04/2023 00:00:00,null,null,null,Y,201,05/08/2024 00:00:00,null,null,10536.63,null
Gail,1-1-1601-701S1-0-8-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109005742,UPG2A24109005742,31/07/2024 00:00:00,S,2,16/07/2024 00:00:00,31/07/2024 00:00:00,05/08/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/07/2024 to 31/07/2024,null,null,null,null,1,442959.85,IGST 12%,null,null,496115,null,null,null,null,Y,219,02/08/2024 00:00:00,Y,219,02/08/2024 00:00:00,null,null,null,219,02/08/2024 00:00:00,2024-2025,null,null,null,null,O,219,02/08/2024 00:00:00,TDS,null,62,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,10536.63,null
