COMPANY_CD,SUPPLIER_CD,VENDOR_CD,INVOICE_TYPE,EFF_DT,SEQ_NO,INVOICE_NO,INVOICE_SEQ,ITEM_DESCRIPTION,SALE_PRICE,SALE_PRICE_UNIT,TAX_STRUCT_CD,FINANCIAL_YEAR,HSN_CODE,SAC_CODE,PURCHASE_NO,REFERENCE_NO,VESSEL_CD,VESSEL_AGENT,VESSEL_FLAG,GRT,IMPORTER,QUANTITY,CARGO_DT,CARGO_AMOUNT,TAX_CD,GATE_PASS_NO,HRS_BERTHING,TIME_SLOTS_BERTHING,FLAG_SAC,SALE_NO,PACER_NO,VENDOR_SUPP_INV_REF,UAM_NO,CARGO_TYPE,CESS_RATE,CESS_AMOUNT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,TAX_EFF_DT,DISCHARGE_PORT,SIGN,AMT_DESCRIPTION,ITEM_AMT,ITEM_FLAG,INV_FLAG,REF_NO,CRITERIA,ITEM_TAX_AMT,TOTAL_CESS_AMOUNT
2,SEIPL,5,COSTR,28/08/2023,1,RCL0059/23-24,59,RAVI SAXENA  AHD GH RENT JULY&AUG-23,null,1,CGST 9%@SGST 9%,2023-2024,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENTJULY-AUG23 ,null,null,null,null,164,28/08/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,84,COSTR,31/08/2023,1,RCL0061/23-24,61,VERHOEF MAR-23 GANGWAY TOWER INSPECTION & MAINTENANCE,null,4,IGST 18%,2023-2024,null,998719,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006302,V230181,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/08/2023,1,RCL0065/23-24,65,DTWIN-ZZIT/012893/111 SITI JUN-JUL-23 DT-E000220639/ DMND002,null,2,IGST 18%,2023-2024,null,998316,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000436,6586246397,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/08/2023,1,RCL0066/23-24,66,CIT-CBCM SITI JUL-SEP'23 CENTRAL IT-ET SOM-ITSO CHRG ,null,2,IGST 18%,2023-2024,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000362,6586246399,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,80,COSTR,31/08/2023,1,RCL0069/23-24,69,CCOE APPROVAL FOR NEW DIESEL TANK FROM PESO AUG-23,null,1,IGST 18%,2023-2024,null,999119,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN012655,CCOE-LICENSE,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,249,COSTR,30/06/2021,1,RCP0008/21-22,8,LA TRAVELS-NSPC AUDITORS-CAB 12.06.21-15.06.21,null,1,CGST 2.5%@SGST 2.5%,2021-2022,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,null,G00000117,null,null,null,null,112,01/07/2021 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,45,COSTR,31/12/2022,1,RCL0163/22-23,163,ECONOMIC PROF FEES ABHISHEK DELHI HC DEC-22,null,1,IGST 18%,2022-2023,null,998212,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,ELP2223003125,null,null,null,null,164,03/01/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,45,COSTR,31/12/2022,1,RCL0167/22-23,167,ECONOMIC PROF FEES ABHISHEK DELHI OOPJAN23,null,1,IGST 18%,2022-2023,null,998212,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,ELP2223003380,null,null,null,null,164,03/01/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/12/2022,1,RCL0168/22-23,168,SIBV COURSE FEES DEC-22,null,2,IGST 18%,2022-2023,null,999293,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036201371,null,null,null,null,164,03/01/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,30/03/2023,1,RCL0229/22-23,229,SGSI FEB-MAR'23 FAIR+ER LIFE EXTENTION WORK AT HAZIRA,null,2,IGST 18%,2022-2023,null,998399,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000401,6506318962,null,null,null,null,129,04/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,30/03/2023,1,RCL0230/22-23,230,SIEP BV-MANPOWER COST-DEC'22-PROJECT ARAKU,null,2,IGST 18%,2022-2023,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV 13 - NBS,6566129207,null,null,null,null,129,04/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,30/03/2023,1,RCL0231/22-23,231,SIEP BV-MANPOWER COST-DEC'22-PROJECT ARAKU,null,2,IGST 18%,2022-2023,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV 9-NBS ,6566127354-6566127355,null,null,null,null,129,04/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,5,COSTR,30/03/2023,1,RCL0232/22-23,232,RAVI SAXENA  AHD GH RENT MAR-23,null,1,CGST 9%@SGST 9%,2022-2023,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENT MAR23,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,19/03/2024,1,RCP0047/23-24,47,VARNI TOURS - CAR HIRE CHGS FOR CUSTOM 01/02/2024-29/02/2024,null,1,CGST 2.5%@SGST 2.5%,2023-2024,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR007051,GT-19 (23-24),null,null,null,null,129,01/04/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,240,COSTR,31/01/2025,1,RCL0099/24-25,99,CUSTOM DUTY-NEWWAY FLOW-VBA DN15 CL150 FL RB 316 316/PTFE,null,2,IGST 5%,2024-2025,null,996521,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,PO015263,PO015263,null,null,null,null,131,03/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,31/03/2025,1,RCL0144/24-25,144,SIEP BV-NBS EES FUNCTIONAL SUPPORT COST -YEAR 2024,null,2,IGST 18%,2024-2025,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566149182,null,null,null,null,248,09/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,402,COSTR,31/08/2025,1,RCL0041/25-26,41,S&S-PROF SERV-DRAFT&APPEARANCE-AP HIGH COURT-ARAKU,null,1,IGST 18%,2025-2026,null,998212,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,S&S-2025-26-0119,null,null,null,null,248,09/09/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/03/2024,1,RCL0279/23-24,279,SIBV - RE - ALLOCATION GLOBAL FEES TRUE UP 2023,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN013248,6036262501,null,null,null,null,129,03/06/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,96,COSTR,31/05/2024,1,RCL0006/24-25,6,KELTON OCT'23-SEP'24 FLOCALC SINGLE USER ANNUAL LICENCE FEES,null,3,IGST 18%,2024-2025,null,998434,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006841,SI-022987 R1,null,null,null,null,129,04/06/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,398,COSTR,30/05/2025,1,RCL0004/25-26,4,OCEAN FREIGHT-PO015112-CUSTOM DUTY-NEWAY FLOW,null,2,IGST 5%,2025-2026,null,996521,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,PO015112,OCEAN FREIGHT-PO015112,null,null,null,null,248,11/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,225,COSTR,30/05/2025,1,RCL0005/25-26,5,ENVIRONMENTAL APR-25 CHRG FOR T3D LICENSE RENEWAL,null,2,IGST 18%,2025-2026,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,CO003577,125-09-06-1,null,null,null,null,248,11/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,47,COSTR,31/03/2025,1,RCP0049/24-25,49,LKS PROF.FEES FOR DRAFTING REPLY TO SCN F.Y19-20,null,1,CGST 9%@SGST 9%,2024-2025,null,999799,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,null,LKS11-2425-00267 ,null,null,null,null,201,12/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,47,COSTR,31/03/2025,1,RCP0050/24-25,50,LKS PROF.FEES FOR DRAFTING REPLY TO SCN F.Y19-20,null,1,CGST 9%@SGST 9%,2024-2025,null,999799,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,null,LKS11-2425-00178,null,null,null,null,201,12/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,47,COSTR,31/03/2025,1,RCP0051/24-25,51,LKS PROF.FEES FOR CESTAT AHD DT-07-08-24,null,1,CGST 9%@SGST 9%,2024-2025,null,999799,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,null,LKS11-2425-00290,null,null,null,null,201,12/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/09/2025,1,RCL0046/25-26,46,SIBV MAR-APR'25 TRAVEL & EXPENSE FOR RAGHUVEER & M,null,4,IGST 18%,2025-2026,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036341632,null,null,null,null,248,06/10/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/09/2025,1,RCL0047/25-26,47,SIBV AUG-25 CHR RECRIUTMENT FOR KEYUR DHOKAI & PAR,null,2,IGST 18%,2025-2026,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036349939,null,null,null,null,248,06/10/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,30/09/2025,1,RCL0048/25-26,48,CIT-CBCM SITI 2H-2024 CBITS & CBCM CHARGES,null,2,IGST 18%,2025-2026,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000628,6586297030,null,null,null,null,248,06/10/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,238,COSTR,31/10/2025,1,RCL0057/25-26,57,SIL INTERNAL AUDIT CHARGES Q2 2025,null,2,IGST 18%,2025-2026,null,999799,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,null,6026134005,null,null,null,null,201,03/11/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/10/2025,1,RCL0058/25-26,58,SIBV RELOCATION TRF SERV VIRANG GADOYA SEP-25,null,4,IGST 18%,2025-2026,null,999799,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,null,6036350726,null,null,null,null,201,03/11/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,340,COSTR,31/12/2024,1,RCL0096/24-25,96,SMC RADIO TRUNKING WIRELESS  RENT JAN'24-DEC'24 DISASTER MGT,null,1,CGST 9%@SGST 9%,2024-2025,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN013680,3631/14,null,null,null,null,129,02/01/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,31/12/2024,1,RCP0034/24-25,34,VARNI -CAR HIRE CHGS OF CUSTOM 01/11/2024-30/11/2024,null,1,CGST 2.5%@SGST 2.5%,2024-2025,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR007271,GT-25 (24-25),null,null,null,null,129,02/01/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,340,COSTR,31/12/2024,1,RCL0285/23-24,285,SMC RADIO TRUNKING WIRELESS  RENT JAN'24-DEC'24 DISASTER MGT,null,1,CGST 9%@SGST 9%,2023-2024,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN013680,3631/14,null,null,null,null,129,02/01/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,33,COSTR,31/03/2025,1,RCL0140/24-25,140,J. MEHTA - MAR'25 SEIPL COUNSULTANCY SERVICES FOR L,null,1,CGST 9%@SGST 9%,2024-2025,null,998212,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006552,JM/SI/2425/0299,null,null,null,null,248,09/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,33,COSTR,31/03/2025,1,RCP0047/24-25,47,J.MEHTA - MAR'25 HPPL CONSULTANCY SERVICES FOR LAB,null,1,CGST 9%@SGST 9%,2024-2025,null,998212,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006556,JM/SI/2425/0300,null,null,null,null,248,09/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,340,COSTR,30/05/2025,1,RCP0004/25-26,4,MMD KANDLA OVETIME 3RD ANNUAL ISPS-NSPC AUDIT APR-,null,1,CGST 9%@SGST 9%,2025-2026,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,VEN01653,ISPS-SOC APR-2025,null,null,null,null,248,09/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,31/03/2025,1,RCL0141/24-25,141,SIEP BV-NBS MANPOWER TIME WRITING-YEAR 2024,null,2,IGST 18%,2024-2025,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566149171,null,null,null,null,248,09/06/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/09/2024,1,RCL0050/24-25,50,SIBV LEARNING COST Q3 2024,null,2,IGST 18%,2024-2025,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036280616,null,null,null,null,164,01/10/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,224,COSTR,31/10/2023,1,RCL0130/23-24,130,CUMULUS Q3-2023 SMART TORQUE SYSTEM SUPPORT SERVICE,null,2,IGST 18%,2023-2024,null,997331,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006423,1432,null,null,null,null,129,01/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,224,COSTR,31/10/2023,1,RCL0131/23-24,131,CUMULUS Q2-2023 SMART TORQUE SYSTEM SUPPORT SERVICE,null,2,IGST 18%,2023-2024,null,997331,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006423,1405,null,null,null,null,129,01/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,224,COSTR,31/10/2023,1,RCL0132/23-24,132,CUMULUS Q1-2023 SMART TORQUE SYSTEM SUPPORT SERVICE,null,2,IGST 18%,2023-2024,null,997331,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006423,1379,null,null,null,null,129,01/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,37,COSTR,31/10/2023,1,RCL0133/23-24,133,HNS-I T-SYSTEMS OCT-23 BIM BASE CHARGE(H&S),null,2,IGST 18%,2023-2024,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006372,5805007433 CRN-07424,null,null,null,null,129,01/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,12,COSTR,31/12/2023,1,RCP0036/23-24,36,SIBV CHR RECRUITMENT PRASHANT SHETTY AUG-23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV - 41135,6036248587,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0167/23-24,167,SGSI-FEASIBILITY STUDY-3RD TANK-MANPOWER-SEP-NOV'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000478,6506331727,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0168/23-24,168,SGSI-OPP. FRAMING WORKSHOP-3RD TANK-MANPOWER-OCT-NOV'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000494,6506331657,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/12/2023,1,RCL0169/23-24,169,AZURE-ZZIT/013974/111 SITI MAY-NOV'23 AZURE TRANSFR FMS APPL,null,2,IGST 18%,2023-2024,null,998316,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000473,6586256321,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,31/12/2023,1,RCL0173/23-24,173,EXCHANGE GAIN TRSF FROM NBS-6566134979  5458  5477,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV - 199493,6566135458,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/12/2023,1,RCL0175/23-24,175,CIT-CBCM SITI JUL-NOV'2023 CENTRAL IT  ET SOM  ITSO CHARGES ,null,2,IGST 18%,2023-2024,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000362,6586256323,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/12/2023,1,RCL0176/23-24,176,SIBV -RE - ALLOCATION GLOBAL FEES Q4 2023,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN012892,6036248560,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,37,COSTR,31/12/2023,1,RCL0177/23-24,177,HNS-I T-SYSTEMS DEC-23 BIM BASE CHARGE(H&S),null,2,IGST 18%,2023-2024,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006372,5805007576,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0178/23-24,178,SGSI OSA FEES Q4 2023 OCT-DEC' 2023,null,2,IGST 18%,2023-2024,null,998311,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000427,6506332071,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,5,COSTR,13/10/2023,1,RCL0112/23-24,112,RAVI SAXENA AHD GH RENT OCT-23,null,1,CGST 9%@SGST 9%,2023-2024,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENT OCT-23,null,null,null,null,164,13/10/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,30/11/2023,1,RCL0152/23-24,152,SIEP BV - RES LOB FUNCTIONAL COST 1H 2023,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV - 49 NBS,6566134698,null,null,null,null,129,01/12/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,30/11/2023,1,RCL0153/23-24,153,SIEP BV - IT COST ALLOCATION 1H 2023,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV - 50 NBS,6566134763,null,null,null,null,129,01/12/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,22/11/2023,1,RCP0031/23-24,31,VARNI TOURS - CAR HIRE CHGS FOR CUSTOM 01/10/2023-31/10/2023,null,1,CGST 2.5%@SGST 2.5%,2023-2024,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006917,GT-10,null,null,null,null,129,24/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,192,COSTR,21/11/2023,1,RCL0143/23-24,143,HAZIRA VIKAS - BUS HIRE CHARGES OCT-23,null,1,CGST 2.5%@SGST 2.5%,2023-2024,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,CO001998,GST/368/22-23,null,null,null,null,129,24/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,26/12/2023,1,RCP0034/23-24,34,VARNI TOURS - CAR HIRE CHGS FOR CUSTOM 01/11/2023-30/11/2023,null,1,CGST 2.5%@SGST 2.5%,2023-2024,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006917,GT-11,null,null,null,null,129,27/12/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,21,COSTR,19/12/2023,1,RCP0035/23-24,35,BOB A/C CUSTOM STAFF RECOVERY & D.A DIFF. CHRG OCT-DEC 2023,null,1,CGST 9%@SGST 9%,2023-2024,null,999799,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN012891,OCT-DEC'2023,null,null,null,null,129,27/12/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,5,COSTR,14/02/2024,1,RCL0216/23-24,216,RAVI SAXENA AHD GH RENT FEB-24,null,1,CGST 9%@SGST 9%,2023-2024,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENT FEB-24,null,null,null,null,164,14/02/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,245,COSTR,14/02/2024,1,RCL0217/23-24,217,STASCO SERVICE FEES CH Q4 2023,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,1800007806,null,null,null,null,164,14/02/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,37,COSTR,31/10/2023,1,RCL0118/23-24,118,HNS-I T-SYSTEMS SEP-23 BIM BASE CHARGE(H&S),null,2,IGST 18%,2023-2024,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006372,5805007358,null,null,null,null,129,01/11/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/03/2023,1,RCL0242/22-23,242,SIBV-SPS  EXPAT LOCALHRSER REM T&DFEE JAN-MAR23,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036225927,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,12,COSTR,30/03/2023,1,RCP0051/22-23,51,SIBV COURSE FEES JAN-MAR-23,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036225162,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,12,COSTR,30/03/2023,1,RCP0052/22-23,52,SIBV SPS  LOCAL SERV  HR SERV  REM  T&D JAN-MAR 23,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036225786,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,33,COSTR,31/03/2023,1,RCL0249/22-23,249,J. MEHTA - SEIPL LABOUR LEGISLATION CONSULTANCY MAR-23,null,1,CGST 9%@SGST 9%,2022-2023,null,998212,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006552,JM/SI/2223/0351,null,null,null,null,129,28/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,192,COSTR,31/03/2023,1,RCL0250/22-23,250,HAZIRA VIKAS - BUS HIRE CHARGES MAR-23,null,1,CGST 2.5%@SGST 2.5%,2022-2023,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,CO001998,GST/583/22-23,null,null,null,null,129,28/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,31/03/2023,1,RCP0053/22-23,53,VARNI TOURS - CAR HIRE CHGS FOR CUSTOM 01/03/2023-31/03/2023,null,1,CGST 2.5%@SGST 2.5%,2022-2023,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006513,GT-27,null,null,null,null,129,28/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,33,COSTR,31/03/2023,1,RCP0054/22-23,54,J. MEHTA - HPPL LABOUR LEGISLATION CONSULTANCY MAR-23,null,1,CGST 9%@SGST 9%,2022-2023,null,998212,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006556,JM/SI/2223/0352,null,null,null,null,129,28/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,28/02/2022,1,RCL0215/21-22,215,COST C-CBCM CHARGES SITI JAN-22,null,2,IGST 18%,2021-2022,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000250,6586202906,null,null,null,null,129,02/03/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,9,COSTR,31/01/2022,1,RCP0036/21-22,36,MMD KANDLA ISPS INSP-SOC ENDORSEMENT FEES 2022,null,1,CGST 9%@SGST 9%,2021-2022,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN010965,ISPS-SOC 2022,null,null,null,null,35,02/02/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,28/02/2022,1,RCL0214/21-22,214,COST C-CENTRAL IT-ET SOM ITSO SITI Q4-2011,null,2,IGST 18%,2021-2022,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000104,6586202930,null,null,null,null,129,02/03/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,282,COSTR,28/02/2022,1,RCL0218/21-22,218,FMC LOADING-ULA PMI OEM SERVICE ENGG SUPPORT-02/12-09/12/20,null,4,IGST 18%,2021-2022,null,998739,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,CO003064,910003875,null,null,null,null,129,02/03/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
