COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,SEC_INT_REF,INV_COMPONENT,AMOUNT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,TAX_AMT,TAX_STRUCT_CD,TDS_STRUCT_CD,TDS_TAX_AMT,BU_UNIT,PLANT_SEQ,GROSS_AMT
2019-2020,00189/19-20,189,2019-2020,A002/2019-20,GROSS,13259167,null,06/06/2019 13:02:33,18,null,2386650,CGST 9%@ SGST 9%,TDS 2.0%,265183.34,1,1,13259167
2019-2020,00189/19-20,189,2019-2020,A002/2019-20,CGST,1193325,null,06/06/2019 13:02:33,18,null,2386650,CGST 9%@ SGST 9%,TDS 2.0%,265183.34,1,1,13259167
2019-2020,00189/19-20,189,2019-2020,A002/2019-20,SGST,1193325,null,06/06/2019 13:02:33,18,null,2386650,CGST 9%@ SGST 9%,TDS 2.0%,265183.34,1,1,13259167
2019-2020,00213/19-20,213,2019-2020,A003/2019-20,GROSS,7636773,null,17/06/2019 16:01:54,18,null,1374620,CGST 9%@ SGST 9%,TDS 2.0%,152735.46,1,1,7636773
2019-2020,00213/19-20,213,2019-2020,A003/2019-20,CGST,687310,null,17/06/2019 16:01:54,18,null,1374620,CGST 9%@ SGST 9%,TDS 2.0%,152735.46,1,1,7636773
2019-2020,00213/19-20,213,2019-2020,A003/2019-20,SGST,687310,null,17/06/2019 16:01:54,18,null,1374620,CGST 9%@ SGST 9%,TDS 2.0%,152735.46,1,1,7636773
2019-2020,00239/19-20,239,2019-2020,A003/2019-20,GROSS,132860285,null,01/07/2019 15:09:26,18,null,23914852,CGST 9%@ SGST 9%,TDS 2.0%,2657205.7,1,1,132860285
2019-2020,00239/19-20,239,2019-2020,A003/2019-20,CGST,11957426,null,01/07/2019 15:09:26,18,null,23914852,CGST 9%@ SGST 9%,TDS 2.0%,2657205.7,1,1,132860285
2019-2020,00239/19-20,239,2019-2020,A003/2019-20,SGST,11957426,null,01/07/2019 15:09:26,18,null,23914852,CGST 9%@ SGST 9%,TDS 2.0%,2657205.7,1,1,132860285
2019-2020,00257/19-20,257,2019-2020,A003/2019-20,GROSS,31957639,null,09/07/2019 10:58:35,18,null,5752376,CGST 9%@ SGST 9%,TDS 2.0%,639152.78,1,1,31957639
2019-2020,00257/19-20,257,2019-2020,A003/2019-20,CGST,2876188,null,09/07/2019 10:58:35,18,null,5752376,CGST 9%@ SGST 9%,TDS 2.0%,639152.78,1,1,31957639
2019-2020,00257/19-20,257,2019-2020,A003/2019-20,SGST,2876188,null,09/07/2019 10:58:35,18,null,5752376,CGST 9%@ SGST 9%,TDS 2.0%,639152.78,1,1,31957639
2019-2020,00313/19-20,313,2019-2020,A004/2019-20,GROSS,141511328,null,02/08/2019 16:51:21,18,null,25472040,CGST 9%@ SGST 9%,TDS 2.0%,2830226.56,1,1,141511328
2019-2020,00313/19-20,313,2019-2020,A004/2019-20,CGST,12736020,null,02/08/2019 16:51:21,18,null,25472040,CGST 9%@ SGST 9%,TDS 2.0%,2830226.56,1,1,141511328
2019-2020,00313/19-20,313,2019-2020,A004/2019-20,SGST,12736020,null,02/08/2019 16:51:21,18,null,25472040,CGST 9%@ SGST 9%,TDS 2.0%,2830226.56,1,1,141511328
2019-2020,00315/19-20,315,2019-2020,A004/2019-20,GROSS,29806820,null,07/08/2019 16:01:13,18,null,5365228,CGST 9%@ SGST 9%,TDS 2.0%,596136.4,1,1,29806820
2019-2020,00315/19-20,315,2019-2020,A004/2019-20,CGST,2682614,null,07/08/2019 16:01:13,18,null,5365228,CGST 9%@ SGST 9%,TDS 2.0%,596136.4,1,1,29806820
2019-2020,00315/19-20,315,2019-2020,A004/2019-20,SGST,2682614,null,07/08/2019 16:01:13,18,null,5365228,CGST 9%@ SGST 9%,TDS 2.0%,596136.4,1,1,29806820
2019-2020,00347/19-20,347,2019-2020,A006/2019-20,GROSS,14597030,null,03/09/2019 12:43:59,18,null,2627466,CGST 9%@ SGST 9%,TDS 2.0%,291940.6,1,1,14597030
2019-2020,00347/19-20,347,2019-2020,A006/2019-20,CGST,1313733,null,03/09/2019 12:43:59,18,null,2627466,CGST 9%@ SGST 9%,TDS 2.0%,291940.6,1,1,14597030
2019-2020,00347/19-20,347,2019-2020,A006/2019-20,SGST,1313733,null,03/09/2019 12:43:59,18,null,2627466,CGST 9%@ SGST 9%,TDS 2.0%,291940.6,1,1,14597030
2019-2020,00406/19-20,406,2019-2020,A006/2019-20,GROSS,143090494,null,16/09/2019 12:43:28,18,null,25756288,CGST 9%@ SGST 9%,TDS 2.0%,2861809.88,1,1,143090494
2019-2020,00406/19-20,406,2019-2020,A006/2019-20,CGST,12878144,null,16/09/2019 12:43:28,18,null,25756288,CGST 9%@ SGST 9%,TDS 2.0%,2861809.88,1,1,143090494
2019-2020,00406/19-20,406,2019-2020,A006/2019-20,SGST,12878144,null,16/09/2019 12:43:28,18,null,25756288,CGST 9%@ SGST 9%,TDS 2.0%,2861809.88,1,1,143090494
2019-2020,00408/19-20,408,2019-2020,A006/2019-20,GROSS,11958155,null,17/09/2019 15:45:30,18,null,2152468,CGST 9%@ SGST 9%,TDS 2.0%,239163.1,1,1,11958155
2019-2020,00408/19-20,408,2019-2020,A006/2019-20,CGST,1076234,null,17/09/2019 15:45:30,18,null,2152468,CGST 9%@ SGST 9%,TDS 2.0%,239163.1,1,1,11958155
2019-2020,00408/19-20,408,2019-2020,A006/2019-20,SGST,1076234,null,17/09/2019 15:45:30,18,null,2152468,CGST 9%@ SGST 9%,TDS 2.0%,239163.1,1,1,11958155
2019-2020,00429/19-20,429,2019-2020,A007/2019-20,GROSS,86743025,null,01/10/2019 14:38:04,18,null,15613744,CGST 9%@ SGST 9%,TDS 2.0%,1734860.5,1,1,86743025
2019-2020,00429/19-20,429,2019-2020,A007/2019-20,CGST,7806872,null,01/10/2019 14:38:04,18,null,15613744,CGST 9%@ SGST 9%,TDS 2.0%,1734860.5,1,1,86743025
2019-2020,00429/19-20,429,2019-2020,A007/2019-20,SGST,7806872,null,01/10/2019 14:38:04,18,null,15613744,CGST 9%@ SGST 9%,TDS 2.0%,1734860.5,1,1,86743025
2019-2020,00459/19-20,459,2019-2020,A007/2019-20,GROSS,92051868,null,16/10/2019 14:50:20,18,null,16569336,CGST 9%@ SGST 9%,TDS 2.0%,1841037.36,1,1,92051868
2019-2020,00459/19-20,459,2019-2020,A007/2019-20,CGST,8284668,null,16/10/2019 14:50:20,18,null,16569336,CGST 9%@ SGST 9%,TDS 2.0%,1841037.36,1,1,92051868
2019-2020,00459/19-20,459,2019-2020,A007/2019-20,SGST,8284668,null,16/10/2019 14:50:20,18,null,16569336,CGST 9%@ SGST 9%,TDS 2.0%,1841037.36,1,1,92051868
2019-2020,00523/19-20,523,2019-2020,A009/2019-20,GROSS,19174627,null,16/11/2019 12:51:26,18,null,3451432,CGST 9%@ SGST 9%,TDS 2.0%,383492.54,1,1,19174627
2019-2020,00523/19-20,523,2019-2020,A009/2019-20,CGST,1725716,null,16/11/2019 12:51:26,18,null,3451432,CGST 9%@ SGST 9%,TDS 2.0%,383492.54,1,1,19174627
2019-2020,00523/19-20,523,2019-2020,A009/2019-20,SGST,1725716,null,16/11/2019 12:51:26,18,null,3451432,CGST 9%@ SGST 9%,TDS 2.0%,383492.54,1,1,19174627
2019-2020,00545/19-20,545,2019-2020,A009/2019-20,GROSS,64814670,null,02/12/2019 12:41:37,18,null,11666640,CGST 9%@ SGST 9%,TDS 2.0%,1296293.4,1,1,64814670
2019-2020,00545/19-20,545,2019-2020,A009/2019-20,CGST,5833320,null,02/12/2019 12:41:37,18,null,11666640,CGST 9%@ SGST 9%,TDS 2.0%,1296293.4,1,1,64814670
2019-2020,00545/19-20,545,2019-2020,A009/2019-20,SGST,5833320,null,02/12/2019 12:41:37,18,null,11666640,CGST 9%@ SGST 9%,TDS 2.0%,1296293.4,1,1,64814670
2019-2020,00580/19-20,580,2019-2020,A009/2019-20,GROSS,86703618,null,17/12/2019 16:46:03,18,null,15606652,CGST 9%@ SGST 9%,TDS 2.0%,1734072.36,1,1,86703618
2019-2020,00580/19-20,580,2019-2020,A009/2019-20,CGST,7803326,null,17/12/2019 16:46:03,18,null,15606652,CGST 9%@ SGST 9%,TDS 2.0%,1734072.36,1,1,86703618
2019-2020,00580/19-20,580,2019-2020,A009/2019-20,SGST,7803326,null,17/12/2019 16:46:03,18,null,15606652,CGST 9%@ SGST 9%,TDS 2.0%,1734072.36,1,1,86703618
2019-2020,00602/19-20,602,2019-2020,A009/2019-20,GROSS,17770997,null,19/12/2019 19:03:56,18,null,3198780,CGST 9%@ SGST 9%,TDS 2.0%,null,1,1,17770997
2019-2020,00602/19-20,602,2019-2020,A009/2019-20,CGST,1599390,null,19/12/2019 19:03:56,18,null,3198780,CGST 9%@ SGST 9%,TDS 2.0%,null,1,1,17770997
2019-2020,00602/19-20,602,2019-2020,A009/2019-20,SGST,1599390,null,19/12/2019 19:03:56,18,null,3198780,CGST 9%@ SGST 9%,TDS 2.0%,null,1,1,17770997
2019-2020,00665/19-20,665,2019-2020,A011/2019-20,GROSS,139303867,null,16/01/2020 12:39:15,18,null,25074696,CGST 9%@ SGST 9%,TDS 2.0%,2786077.34,1,1,139303867
2019-2020,00665/19-20,665,2019-2020,A011/2019-20,CGST,12537348,null,16/01/2020 12:39:15,18,null,25074696,CGST 9%@ SGST 9%,TDS 2.0%,2786077.34,1,1,139303867
2019-2020,00665/19-20,665,2019-2020,A011/2019-20,SGST,12537348,null,16/01/2020 12:39:15,18,null,25074696,CGST 9%@ SGST 9%,TDS 2.0%,2786077.34,1,1,139303867
2019-2020,00668/19-20,668,2019-2020,A011/2019-20,GROSS,27325092,null,24/01/2020 17:00:56,18,null,4918516,CGST 9%@ SGST 9%,TDS 2.0%,546501.84,1,1,27325092
2019-2020,00668/19-20,668,2019-2020,A011/2019-20,CGST,2459258,null,24/01/2020 17:00:56,18,null,4918516,CGST 9%@ SGST 9%,TDS 2.0%,546501.84,1,1,27325092
2019-2020,00668/19-20,668,2019-2020,A011/2019-20,SGST,2459258,null,24/01/2020 17:00:56,18,null,4918516,CGST 9%@ SGST 9%,TDS 2.0%,546501.84,1,1,27325092
2019-2020,00727/19-20,727,2019-2020,A013/2019-20,GROSS,29811250,null,20/02/2020 14:46:19,18,null,5366026,CGST 9%@ SGST 9%,TDS 2.0%,596225,1,1,29811250
2019-2020,00727/19-20,727,2019-2020,A013/2019-20,CGST,2683013,null,20/02/2020 14:46:19,18,null,5366026,CGST 9%@ SGST 9%,TDS 2.0%,596225,1,1,29811250
2019-2020,00727/19-20,727,2019-2020,A013/2019-20,SGST,2683013,null,20/02/2020 14:46:19,18,null,5366026,CGST 9%@ SGST 9%,TDS 2.0%,596225,1,1,29811250
2019-2020,00728/19-20,728,2019-2020,A013/2019-20,GROSS,26632946,null,20/02/2020 15:11:44,18,null,4793930,CGST 9%@ SGST 9%,TDS 2.0%,532658.92,1,1,26632946
2019-2020,00728/19-20,728,2019-2020,A013/2019-20,CGST,2396965,null,20/02/2020 15:11:44,18,null,4793930,CGST 9%@ SGST 9%,TDS 2.0%,532658.92,1,1,26632946
2019-2020,00728/19-20,728,2019-2020,A013/2019-20,SGST,2396965,null,20/02/2020 15:11:44,18,null,4793930,CGST 9%@ SGST 9%,TDS 2.0%,532658.92,1,1,26632946
2018-2019,00600/18-19,600,2018-2019,A002/2018-19,GROSS,4346632,null,16/03/2019 14:30:51,18,null,782394,CGST 9%@ SGST 9%,TDS 0.0%,null,1,1,4346632
2018-2019,00600/18-19,600,2018-2019,A002/2018-19,CGST,391197,null,16/03/2019 14:30:51,18,null,782394,CGST 9%@ SGST 9%,TDS 0.0%,null,1,1,4346632
2018-2019,00600/18-19,600,2018-2019,A002/2018-19,SGST,391197,null,16/03/2019 14:30:51,18,null,782394,CGST 9%@ SGST 9%,TDS 0.0%,null,1,1,4346632
2018-2019,00622/18-19,622,2018-2019,A002/2018-19,GROSS,81407551,null,01/04/2019 17:50:45,18,null,14653360,CGST 9%@ SGST 9%,TDS 0.0%,null,1,1,81407551
2018-2019,00622/18-19,622,2018-2019,A002/2018-19,CGST,7326680,null,01/04/2019 17:50:45,18,null,14653360,CGST 9%@ SGST 9%,TDS 0.0%,null,1,1,81407551
2018-2019,00622/18-19,622,2018-2019,A002/2018-19,SGST,7326680,null,01/04/2019 17:50:45,18,null,14653360,CGST 9%@ SGST 9%,TDS 0.0%,null,1,1,81407551
2019-2020,00002/19-20,2,2019-2020,A002/2018-19,GROSS,74521620,null,15/04/2019 17:29:34,18,null,13413892,CGST 9%@ SGST 9%,TDS 0.0%,0,1,1,74521620
2019-2020,00002/19-20,2,2019-2020,A002/2018-19,CGST,6706946,null,15/04/2019 17:29:34,18,null,13413892,CGST 9%@ SGST 9%,TDS 0.0%,0,1,1,74521620
2019-2020,00002/19-20,2,2019-2020,A002/2018-19,SGST,6706946,null,15/04/2019 17:29:34,18,null,13413892,CGST 9%@ SGST 9%,TDS 0.0%,0,1,1,74521620
2019-2020,00010/19-20,10,2019-2020,A001/2019-20,GROSS,9799671,null,16/04/2019 12:44:12,18,null,1763940,CGST 9%@ SGST 9%,TDS 2.0%,195993.42,1,1,9799671
2019-2020,00010/19-20,10,2019-2020,A001/2019-20,CGST,881970,null,16/04/2019 12:44:12,18,null,1763940,CGST 9%@ SGST 9%,TDS 2.0%,195993.42,1,1,9799671
2019-2020,00010/19-20,10,2019-2020,A001/2019-20,SGST,881970,null,16/04/2019 12:44:12,18,null,1763940,CGST 9%@ SGST 9%,TDS 2.0%,195993.42,1,1,9799671
2019-2020,00072/19-20,72,2019-2020,A001/2019-20,GROSS,79473239,null,01/05/2019 13:23:42,18,null,14305184,CGST 9%@ SGST 9%,TDS 2.0%,1589464.78,1,1,79473239
2019-2020,00072/19-20,72,2019-2020,A001/2019-20,CGST,7152592,null,01/05/2019 13:23:42,18,null,14305184,CGST 9%@ SGST 9%,TDS 2.0%,1589464.78,1,1,79473239
2019-2020,00072/19-20,72,2019-2020,A001/2019-20,SGST,7152592,null,01/05/2019 13:23:42,18,null,14305184,CGST 9%@ SGST 9%,TDS 2.0%,1589464.78,1,1,79473239
2019-2020,00692/19-20,692,2019-2020,A012/2019-20,GROSS,69052472,null,01/02/2020 14:45:59,18,null,12429444,CGST 9%@ SGST 9%,TDS 2.0%,1381049.44,1,1,69052472
2019-2020,00692/19-20,692,2019-2020,A012/2019-20,CGST,6214722,null,01/02/2020 14:45:59,18,null,12429444,CGST 9%@ SGST 9%,TDS 2.0%,1381049.44,1,1,69052472
2019-2020,00692/19-20,692,2019-2020,A012/2019-20,SGST,6214722,null,01/02/2020 14:45:59,18,null,12429444,CGST 9%@ SGST 9%,TDS 2.0%,1381049.44,1,1,69052472
2019-2020,00709/19-20,709,2019-2020,A012/2019-20,GROSS,85644547,null,11/02/2020 16:46:31,18,null,15416018,CGST 9%@ SGST 9%,TDS 2.0%,1712890.94,1,1,85644547
2019-2020,00709/19-20,709,2019-2020,A012/2019-20,CGST,7708009,null,11/02/2020 16:46:31,18,null,15416018,CGST 9%@ SGST 9%,TDS 2.0%,1712890.94,1,1,85644547
2019-2020,00709/19-20,709,2019-2020,A012/2019-20,SGST,7708009,null,11/02/2020 16:46:31,18,null,15416018,CGST 9%@ SGST 9%,TDS 2.0%,1712890.94,1,1,85644547
2019-2020,00752/19-20,752,2019-2020,A014/2019-20,GROSS,50770852,null,02/03/2020 12:04:22,18,null,9138754,CGST 9%@ SGST 9%,TDS 2.0%,1015417.04,1,1,50770852
2019-2020,00752/19-20,752,2019-2020,A014/2019-20,CGST,4569377,null,02/03/2020 12:04:22,18,null,9138754,CGST 9%@ SGST 9%,TDS 2.0%,1015417.04,1,1,50770852
2019-2020,00752/19-20,752,2019-2020,A014/2019-20,SGST,4569377,null,02/03/2020 12:04:22,18,null,9138754,CGST 9%@ SGST 9%,TDS 2.0%,1015417.04,1,1,50770852
2019-2020,00793/19-20,793,2019-2020,A015/2019-20,GROSS,20870719,null,18/03/2020 11:44:36,18,null,3756730,CGST 9%@ SGST 9%,TDS 2.0%,417414.38,1,1,20870719
2019-2020,00793/19-20,793,2019-2020,A015/2019-20,CGST,1878365,null,18/03/2020 11:44:36,18,null,3756730,CGST 9%@ SGST 9%,TDS 2.0%,417414.38,1,1,20870719
2019-2020,00793/19-20,793,2019-2020,A015/2019-20,SGST,1878365,null,18/03/2020 11:44:36,18,null,3756730,CGST 9%@ SGST 9%,TDS 2.0%,417414.38,1,1,20870719
2019-2020,00843/19-20,843,2019-2020,A015/2019-20,GROSS,68547225,null,01/04/2020 12:28:37,18,null,12338500,CGST 9%@ SGST 9%,TDS 2.0%,1370944.5,1,1,68547225
2019-2020,00843/19-20,843,2019-2020,A015/2019-20,CGST,6169250,null,01/04/2020 12:28:37,18,null,12338500,CGST 9%@ SGST 9%,TDS 2.0%,1370944.5,1,1,68547225
2019-2020,00843/19-20,843,2019-2020,A015/2019-20,SGST,6169250,null,01/04/2020 12:28:37,18,null,12338500,CGST 9%@ SGST 9%,TDS 2.0%,1370944.5,1,1,68547225
2020-2021,L00013/20-21,13,2020-2021,A015/2019-20,GROSS,29442880,null,16/04/2020 10:53:27,18,null,5299718,CGST 9%@ SGST 9%,TDS 2.0%,588857.6,1,1,29442880
2020-2021,L00013/20-21,13,2020-2021,A015/2019-20,CGST,2649859,null,16/04/2020 10:53:27,18,null,5299718,CGST 9%@ SGST 9%,TDS 2.0%,588857.6,1,1,29442880
2020-2021,L00013/20-21,13,2020-2021,A015/2019-20,SGST,2649859,null,16/04/2020 10:53:27,18,null,5299718,CGST 9%@ SGST 9%,TDS 2.0%,588857.6,1,1,29442880
2020-2021,L00069/20-21,69,2020-2021,A002/20-21,GROSS,67683211,null,18/05/2020 14:13:38,18,null,12182978,CGST 9%@ SGST 9%,TDS 2.0%,1353664.22,1,1,67683211
2020-2021,L00069/20-21,69,2020-2021,A002/20-21,CGST,6091489,null,18/05/2020 14:13:38,18,null,12182978,CGST 9%@ SGST 9%,TDS 2.0%,1353664.22,1,1,67683211
2020-2021,L00069/20-21,69,2020-2021,A002/20-21,SGST,6091489,null,18/05/2020 14:13:38,18,null,12182978,CGST 9%@ SGST 9%,TDS 2.0%,1353664.22,1,1,67683211
2020-2021,L00094/20-21,94,2020-2021,A003/20-21,GROSS,29257432,null,01/06/2020 12:26:00,18,null,5266338,CGST 9%@ SGST 9%,TDS 2.0%,585148.64,1,1,29257432
2020-2021,L00094/20-21,94,2020-2021,A003/20-21,CGST,2633169,null,01/06/2020 12:26:00,18,null,5266338,CGST 9%@ SGST 9%,TDS 2.0%,585148.64,1,1,29257432
2020-2021,L00094/20-21,94,2020-2021,A003/20-21,SGST,2633169,null,01/06/2020 12:26:00,18,null,5266338,CGST 9%@ SGST 9%,TDS 2.0%,585148.64,1,1,29257432
2020-2021,L00136/20-21,136,2020-2021,A003/20-21,GROSS,142135567,null,16/06/2020 17:34:08,18,null,25584402,CGST 9%@ SGST 9%,TDS 2.0%,2842711.34,1,1,142135567
2020-2021,L00136/20-21,136,2020-2021,A003/20-21,CGST,12792201,null,16/06/2020 17:34:08,18,null,25584402,CGST 9%@ SGST 9%,TDS 2.0%,2842711.34,1,1,142135567
2020-2021,L00136/20-21,136,2020-2021,A003/20-21,SGST,12792201,null,16/06/2020 17:34:08,18,null,25584402,CGST 9%@ SGST 9%,TDS 2.0%,2842711.34,1,1,142135567
2020-2021,L00140/20-21,140,2020-2021,A003/20-21,GROSS,3648022,null,17/06/2020 18:34:26,18,null,656644,CGST 9%@ SGST 9%,TDS 2.0%,72960.44,1,1,3648022
2020-2021,L00140/20-21,140,2020-2021,A003/20-21,CGST,328322,null,17/06/2020 18:34:26,18,null,656644,CGST 9%@ SGST 9%,TDS 2.0%,72960.44,1,1,3648022
2020-2021,L00140/20-21,140,2020-2021,A003/20-21,SGST,328322,null,17/06/2020 18:34:26,18,null,656644,CGST 9%@ SGST 9%,TDS 2.0%,72960.44,1,1,3648022
2020-2021,L00162/20-21,162,2020-2021,A004/20-21,GROSS,96370068,null,01/07/2020 15:58:57,18,null,17346612,CGST 9%@ SGST 9%,TDS 1.5%,1445551.02,1,1,96370068
2020-2021,L00162/20-21,162,2020-2021,A004/20-21,CGST,8673306,null,01/07/2020 15:58:57,18,null,17346612,CGST 9%@ SGST 9%,TDS 1.5%,1445551.02,1,1,96370068
2020-2021,L00162/20-21,162,2020-2021,A004/20-21,SGST,8673306,null,01/07/2020 15:58:57,18,null,17346612,CGST 9%@ SGST 9%,TDS 1.5%,1445551.02,1,1,96370068
2020-2021,L00181/20-21,181,2020-2021,A004/20-21,GROSS,91948855,null,13/07/2020 18:06:43,18,null,16550794,CGST 9%@ SGST 9%,TDS 1.5%,1379232.825,1,1,91948855
2020-2021,L00181/20-21,181,2020-2021,A004/20-21,CGST,8275397,null,13/07/2020 18:06:43,18,null,16550794,CGST 9%@ SGST 9%,TDS 1.5%,1379232.825,1,1,91948855
2020-2021,L00181/20-21,181,2020-2021,A004/20-21,SGST,8275397,null,13/07/2020 18:06:43,18,null,16550794,CGST 9%@ SGST 9%,TDS 1.5%,1379232.825,1,1,91948855
2020-2021,L00195/20-21,195,2020-2021,A005/20-21,GROSS,64955812,null,16/07/2020 12:13:51,18,null,11692046,CGST 9%@ SGST 9%,TDS 1.5%,974337.18,1,1,64955812
2020-2021,L00195/20-21,195,2020-2021,A005/20-21,CGST,5846023,null,16/07/2020 12:13:51,18,null,11692046,CGST 9%@ SGST 9%,TDS 1.5%,974337.18,1,1,64955812
2020-2021,L00195/20-21,195,2020-2021,A005/20-21,SGST,5846023,null,16/07/2020 12:13:51,18,null,11692046,CGST 9%@ SGST 9%,TDS 1.5%,974337.18,1,1,64955812
2020-2021,A013/20-21,13,2020-2021,A015/2019-20,GROSS,29442880,null,16/04/2020 10:53:27,18,null,25322034,CGST 9%@ SGST 9%,TDS 2.0%,2813559.32,1,1,140677966
2020-2021,A013/20-21,13,2020-2021,A015/2019-20,CGST,2649859,null,16/04/2020 10:53:27,18,null,25322034,CGST 9%@ SGST 9%,TDS 2.0%,2813559.32,1,1,140677966
2020-2021,A013/20-21,13,2020-2021,A015/2019-20,SGST,2649859,null,16/04/2020 10:53:27,18,null,25322034,CGST 9%@ SGST 9%,TDS 2.0%,2813559.32,1,1,140677966
