COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,ADDR_FLAG,INVOICE_SEQ,INVOICE_NO,INVOICE_REF,INVOICE_DT,INVOICE_CATEGORY,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,INVOICE_TYPE,LINKED_INVOICE,NUM_LINE,NOTE,GROSS_AMT_USD,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT_INR,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,MODIFY_BY,MODIFY_DT,OTHER_INV_STR,AMT_WORD,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,TDS_AMT,TCS_TDS,TDS_STRUCT_CD,TDS_EFF_DT,TCS_AMT,TCS_STRUCT_CD,TCS_EFF_DT,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SAP_EXCHNG_RATE,TCS_CERT_FLAG,ALLOC_QTY,SUB_INV_TYPE
Gail,1-1-1601-1211L3-0-1-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020368,UPG2A24109020368,31/01/2025 00:00:00,S,8,16/01/2025 00:00:00,22/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/01/2025 to 22/01/2025,null,null,null,null,1,1928326.4,IGST 12%,null,null,2159726,null,null,2159726,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,38566.53,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,24080.0,null
Gail,1-1-1601-1211L3-0-1-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020370,UPG2A24109020370,31/01/2025 00:00:00,S,8,23/01/2025 00:00:00,27/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 23/01/2025 to 27/01/2025,null,null,null,null,1,976976.0,IGST 12%,null,null,1094213,null,null,1094213,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,19539.52,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,12200.0,null
Gail,1-1-1601-1211L3-0-1-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020371,UPG2A24109020371,31/01/2025 00:00:00,S,8,28/01/2025 00:00:00,31/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 28/01/2025 to 31/01/2025,null,null,null,null,1,640640.0,IGST 12%,null,null,717517,null,null,717517,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,12812.8,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,8000.0,null
Gail,1-1-1601-1281L1-0-1-0-1,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109003597,UPG2A23109003597,22/06/2023 00:00:00,S,8,21/06/2023 00:00:00,22/06/2023 00:00:00,22/07/2023 00:00:00,TC,null,1,Invoice Of Gail for the Period of 21/06/2023 to 22/06/2023,null,null,null,null,1,8996400.0,IGST 12%,null,null,10075968,null,null,10075968,null,Y,6,18/07/2023 00:00:00,Y,6,18/07/2023 00:00:00,A,6,02/08/2023 00:00:00,113,18/07/2023 00:00:00,2023-2024,null,null,null,null,O,113,18/07/2023 00:00:00,null,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,null,null,null,null,null,120000.0,null
Gail,1-1-1601-292L5-0-1-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020631,UPG2A24109020631,22/01/2025 00:00:00,S,8,16/01/2025 00:00:00,22/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/01/2025 to 22/01/2025,null,null,null,null,1,956998.56,IGST 12%,null,null,1071838,null,null,1071838,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,19139.97,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,22764.0,null
Gail,1-1-1601-292L5-0-1-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020632,UPG2A24109020632,27/01/2025 00:00:00,S,8,23/01/2025 00:00:00,27/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 23/01/2025 to 27/01/2025,null,null,null,null,1,710728.24,IGST 12%,null,null,796016,null,null,796016,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,14214.56,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,16906.0,null
Gail,1-1-1601-292L5-0-1-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020633,UPG2A24109020633,31/01/2025 00:00:00,S,8,28/01/2025 00:00:00,31/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 28/01/2025 to 31/01/2025,null,null,null,null,1,546856.32,IGST 12%,null,null,612479,null,null,612479,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,10937.13,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,13008.0,null
Gail,1-1-1601-348S1-0-15-0-8,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109004747,UPG2A23109004747,07/07/2023 00:00:00,S,8,06/07/2023 00:00:00,07/07/2023 00:00:00,22/07/2023 00:00:00,TC,null,1,Invoice Of Gail for the Period of 06/07/2023 to 07/07/2023,null,null,null,null,1,2462675.22,IGST 12%,null,null,2758196,null,null,2758196,null,Y,6,18/07/2023 00:00:00,Y,6,18/07/2023 00:00:00,A,6,19/07/2023 00:00:00,113,18/07/2023 00:00:00,2023-2024,null,null,null,null,O,113,18/07/2023 00:00:00,49253.5,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,128,21/07/2023 00:00:00,null,null,31173.1,null
Gail,1-1-1601-371S1-0-14-0-1,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109016534,UPG2A23109016534,15/03/2024 00:00:00,S,8,03/03/2024 00:00:00,15/03/2024 00:00:00,21/03/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 03/03/2024 to 15/03/2024,null,null,null,null,1,67600.0,IGST 12%,null,null,75712,null,null,75712,null,Y,6,18/03/2024 00:00:00,Y,6,18/03/2024 00:00:00,A,46,26/03/2024 00:00:00,113,18/03/2024 00:00:00,2023-2024,null,null,null,null,O,113,18/03/2024 00:00:00,1352,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,201,28/03/2024 00:00:00,null,null,1690.0,null
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109013367,UPG2A24109013367,15/11/2024 00:00:00,S,8,01/11/2024 00:00:00,08/11/2024 00:00:00,21/11/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/11/2024 to 08/11/2024,null,null,null,null,1,343046.4,IGST 12%,null,null,384212,null,null,384212,null,Y,6,19/11/2024 00:00:00,Y,6,19/11/2024 00:00:00,A,46,20/11/2024 00:00:00,219,18/11/2024 00:00:00,2024-2025,null,null,null,null,O,219,18/11/2024 00:00:00,6860.93,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,201,20/11/2024 00:00:00,null,null,8160.0,null
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109013368,UPG2A24109013368,15/11/2024 00:00:00,S,8,09/11/2024 00:00:00,15/11/2024 00:00:00,21/11/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 09/11/2024 to 15/11/2024,null,null,null,null,1,300165.6,IGST 12%,null,null,336186,null,null,336186,null,Y,6,19/11/2024 00:00:00,Y,6,19/11/2024 00:00:00,A,46,20/11/2024 00:00:00,219,18/11/2024 00:00:00,2024-2025,null,null,null,null,O,219,18/11/2024 00:00:00,6003.31,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,201,20/11/2024 00:00:00,null,null,7140.0,null
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109014671,UPG2A24109014671,30/11/2024 00:00:00,S,8,16/11/2024 00:00:00,23/11/2024 00:00:00,05/12/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/11/2024 to 23/11/2024,null,null,null,null,1,343046.4,IGST 12%,null,null,384212,null,null,384212,null,Y,6,03/12/2024 00:00:00,Y,6,03/12/2024 00:00:00,A,46,04/12/2024 00:00:00,219,02/12/2024 00:00:00,2024-2025,null,null,null,null,O,219,02/12/2024 00:00:00,6860.93,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,04/12/2024 00:00:00,null,null,8160.0,null
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109014673,UPG2A24109014673,30/11/2024 00:00:00,S,8,24/11/2024 00:00:00,30/11/2024 00:00:00,05/12/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 24/11/2024 to 30/11/2024,null,null,null,null,1,300165.6,IGST 12%,null,null,336186,null,null,336186,null,Y,6,03/12/2024 00:00:00,Y,6,03/12/2024 00:00:00,A,46,04/12/2024 00:00:00,219,02/12/2024 00:00:00,2024-2025,null,null,null,null,O,219,02/12/2024 00:00:00,6003.31,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,04/12/2024 00:00:00,null,null,7140.0,null
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021627,UPG2A24109021627,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,8408.0,IGST 12%,null,null,9417,null,null,9417,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,168.16,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,200.0,null
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021628,UPG2A24109021628,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,42040.0,IGST 12%,null,null,47085,null,null,47085,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,840.8,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,1000.0,null
Gail,1-1-1601-372S1-0-14-0-2,C,null,null,null,C,1,null,null,2023-2024,UPG2A23109016665,UPG2A23109016665,15/03/2024 00:00:00,S,8,03/03/2024 00:00:00,15/03/2024 00:00:00,21/03/2024 00:00:00,TC,null,1,Invoice Of Gail for the Period of 03/03/2024 to 15/03/2024,null,null,null,null,1,144560.0,IGST 12%,null,null,161907,null,null,161907,null,Y,6,18/03/2024 00:00:00,Y,6,18/03/2024 00:00:00,A,46,26/03/2024 00:00:00,113,18/03/2024 00:00:00,2023-2024,null,null,null,null,O,113,18/03/2024 00:00:00,2891.2,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,201,28/03/2024 00:00:00,null,null,3614.0,null
Gail,1-1-1601-372S1-0-17-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021637,UPG2A24109021637,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,3783.6,IGST 12%,null,null,4238,null,null,4238,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,75.67,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,90.0,null
Gail,1-1-1601-372S1-0-17-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021638,UPG2A24109021638,15/02/2025 00:00:00,S,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/02/2025 to 15/02/2025,null,null,null,null,1,18918.0,IGST 12%,null,null,21188,null,null,21188,null,Y,6,17/02/2025 00:00:00,Y,6,17/02/2025 00:00:00,A,46,18/02/2025 00:00:00,88,17/02/2025 00:00:00,2024-2025,null,null,null,null,O,88,17/02/2025 00:00:00,378.36,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,25/02/2025 00:00:00,null,null,450.0,null
Gail,1-1-1601-391S1-0-10-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109024007,UPG2A24109024007,15/03/2025 00:00:00,S,8,01/03/2025 00:00:00,06/03/2025 00:00:00,20/03/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 01/03/2025 to 06/03/2025,null,null,null,null,1,42880.8,IGST 12%,null,null,48027,null,null,48027,null,Y,6,18/03/2025 00:00:00,Y,6,18/03/2025 00:00:00,A,46,19/03/2025 00:00:00,219,18/03/2025 00:00:00,2024-2025,null,null,null,null,O,219,18/03/2025 00:00:00,857.62,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,201,25/03/2025 00:00:00,null,null,1020.0,null
Gail,1-1-1601-391S1-0-10-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109024017,UPG2A24109024017,15/03/2025 00:00:00,S,8,07/03/2025 00:00:00,15/03/2025 00:00:00,20/03/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 07/03/2025 to 15/03/2025,null,null,null,null,1,64321.2,IGST 12%,null,null,72040,null,null,72040,null,Y,6,18/03/2025 00:00:00,Y,6,18/03/2025 00:00:00,A,46,19/03/2025 00:00:00,219,18/03/2025 00:00:00,2024-2025,null,null,null,null,O,219,18/03/2025 00:00:00,1286.42,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,201,25/03/2025 00:00:00,null,null,1530.0,null
Gail,1-1-1601-412L24-0-1-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021004,UPG2A24109021004,23/01/2025 00:00:00,S,8,16/01/2025 00:00:00,23/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 16/01/2025 to 23/01/2025,null,null,null,null,1,8541600.0,IGST 12%,null,null,9566592,null,null,9566592,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,170832,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,80000.0,null
Gail,1-1-1601-412L24-0-1-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021005,UPG2A24109021005,27/01/2025 00:00:00,S,8,24/01/2025 00:00:00,27/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 24/01/2025 to 27/01/2025,null,null,null,null,1,4270800.0,IGST 12%,null,null,4783296,null,null,4783296,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,85416,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,40000.0,null
Gail,1-1-1601-412L24-0-1-0-2,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109021006,UPG2A24109021006,31/01/2025 00:00:00,S,8,28/01/2025 00:00:00,31/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Invoice Of Gail for the Period of 28/01/2025 to 31/01/2025,null,null,null,null,1,4270800.0,IGST 12%,null,null,4783296,null,null,4783296,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,85416,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,40000.0,null
Gail,1-1-1601-581S1-0-6-0-1,C,null,null,null,C,1,null,null,2024-2025,UPG2A24109020468,UPG2A24109020468,31/01/2025 00:00:00,S,8,29/01/2025 00:00:00,31/01/2025 00:00:00,06/02/2025 00:00:00,TC,null,1,Part generated invoice submitted- due to technical error in NHV/GHV calculation ,null,null,null,null,1,240232.5,IGST 12%,null,null,269060,null,null,269060,null,Y,6,04/02/2025 00:00:00,Y,6,04/02/2025 00:00:00,A,46,05/02/2025 00:00:00,219,04/02/2025 00:00:00,2024-2025,null,null,null,null,O,219,04/02/2025 00:00:00,4804.65,TDS,TDS 2%,01/04/2023 00:00:00,null,null,null,Y,164,05/02/2025 00:00:00,null,null,2250.0,null
