COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,PLANT_SEQ,INVOICE_NO,INVOICE_SEQ,DR_CR_REF_NO,DR_CR_NO,DR_CR_FIN_YR,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,INV_DUE_DT,INT_RATE_TYPE,INT_RATE,INT_AMT,REMARK,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,INVOICE_ID_SEQ,PAY_RECV_AMT,PAY_RECV_DT,PAY_REMARK,PAY_UPDATE_CNT,PAY_UPDATE_DT,PAY_INSERT_DT,PAY_INSERT_BY,PAY_UPDATE_BY,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,PRINT_BY_TRI,PRINT_DT_TRI,PRINT_BY_DUP,PRINT_DT_DUP,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,CRITERIA,TOTAL_AMT,DR_CR_FLAG,TOTAL_GROSS,TOTAL_TAX,DR_CR_SEQ,DR_CR_DUE_DT,DR_CR_DT,CARGO_NO,INV_FLAG,BU_CONTACT_PERSON_CD,CONTACT_PERSON_CD,FIN_SYS
MGL,2020-2021,25,6,0,6,0,S,1,0,1,S0363/20-21,363,D002/21-22,D002/21-22,2021-2022,31/03/2021 00:00:00,null,16/03/2021 00:00:00,31/03/2021 00:00:00,06/04/2021 00:00:00,null,null,null,TCS Differential Debit Note  TCS Diff(%)--0.02500000000000001,Y,6,01/04/2021 00:00:00,null,null,null,Y,36,07/04/2021 00:00:00,48,07/04/2021 00:00:00,363,24509,12/04/2021 00:00:00,RTGS,null,null,13/04/2021 00:00:00,28,null,T,48,01/04/2021 00:00:00,48,01/04/2021 00:00:00,48,07/04/2021 00:00:00,Y,85,23/04/2021 00:00:00,10,191500,DR,24509.16,1922286.77,null,12/04/2021 00:00:00,07/04/2021 00:00:00,null,Y,0,rwagle@mahanagargas.com,S
MGL,2024-2025,33Tranche1,6,0,16,2,S,2,27,2,SMH0039/24-25,39,DMH014/24-25,DMH014/24-25,2024-2025,15/07/2024 00:00:00,null,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/2024 00:00:00,null,null,null,Change in Exchange rate - 83.66 Rs/$,Y,113,16/07/2024 00:00:00,null,null,null,Y,6,22/07/2024 00:00:00,219,22/07/2024 00:00:00,39,38586.97,26/07/2024 00:00:00,null,null,null,29/07/2024 00:00:00,201,null,T,46,16/07/2024 00:00:00,46,16/07/2024 00:00:00,46,22/07/2024 00:00:00,Y,201,24/07/2024 00:00:00,1,39208.88,DR,37499.49,1090353.64,null,25/07/2024 00:00:00,22/07/2024 00:00:00,null,Y,0,commercial@mahanagargas.com,S
MGL,2024-2025,33Tranche1,6,0,16,2,S,2,27,2,SMH0043/24-25,43,DMH015/24-25,DMH015/24-25,2024-2025,31/07/2024 00:00:00,null,16/07/2024 00:00:00,31/07/2024 00:00:00,05/08/2024 00:00:00,null,null,null,Change in Exchange rate - 83.81 Rs/$,Y,23,01/08/2024 00:00:00,null,null,null,Y,6,06/08/2024 00:00:00,201,06/08/2024 00:00:00,43,18706.77,09/08/2024 00:00:00,Customer has deducted TDS on net invoice value,null,null,12/08/2024 00:00:00,201,null,T,201,01/08/2024 00:00:00,201,01/08/2024 00:00:00,46,06/08/2024 00:00:00,Y,201,23/08/2024 00:00:00,1,27782.13,DR,18180.1,774099.28,null,09/08/2024 00:00:00,06/08/2024 00:00:00,null,Y,0,commercial@mahanagargas.com,S
GSPCL,2018-2019,C-3-12018-12-0,12018,0,12,0,O,1,0,1,00472/18-19,472,C006/18-19,C006/18-19,2018-2019,25/12/2018 00:00:00,null,16/12/2018 00:00:00,25/12/2018 00:00:00,02/01/2019 00:00:00,null,null,null,Change in Exchange rate - 69.915 Rs/$,Y,27,26/12/2018 00:00:00,null,null,null,Y,12,03/01/2019 00:00:00,23,03/01/2019 00:00:00,472,null,null,null,null,null,null,null,null,D,23,26/12/2018 00:00:00,null,null,23,26/12/2018 00:00:00,null,null,null,1,1199549.8,CR,280695,11825386,null,null,31/12/2018 00:00:00,null,X,0,devendra@gspc.in,null
GSPCL,2019-2020,117,1,0,105,3,S,1,0,1,0095/19-20,95,D006/19-20,D006/19-20,2019-2020,31/01/2020 00:00:00,null,16/01/2020 00:00:00,31/01/2020 00:00:00,10/02/2020 00:00:00,null,null,null,Change in Exchange rate date - 71.485 Rs/$,Y,6,01/02/2020 00:00:00,null,null,null,Y,36,04/02/2020 00:00:00,6,04/02/2020 00:00:00,95,332866,12/02/2020 00:00:00,RTGS,null,null,14/04/2021 00:00:00,28,null,T,23,01/02/2020 00:00:00,23,01/02/2020 00:00:00,36,04/02/2020 00:00:00,Y,9,05/02/2020 00:00:00,1,784414.95,DR,289449,51684757.87,null,null,31/01/2020 00:00:00,null,Y,0,devendra@gspc.in,S
Gail,2023-2024,C-4-10722-21-0,10722,0,21,0,O,1,0,1,L00025/23-24,25,C0003/23-24,C0003/23-24,2023-2024,30/06/2023 00:00:00,null,24/06/2023 00:00:00,30/06/2023 00:00:00,10/07/2023 00:00:00,null,null,null,Change in Price/Tariff - 0.7500 $/MMBTU,Y,6,01/07/2023 00:00:00,null,null,null,Y,6,06/07/2023 00:00:00,113,05/07/2023 00:00:00,25,null,null,null,null,null,null,null,null,T,113,01/07/2023 00:00:00,113,01/07/2023 00:00:00,113,01/07/2023 00:00:00,Y,128,13/07/2023 00:00:00,2,2011155.72,CR,1650254,15050314,null,null,30/06/2023 00:00:00,null,Y,0,igs@gail.co.in,S
Gail,2019-2020,22,2,0,1,1,S,1,0,1,0024/19-20,24,C002/19-20,C002/19-20,2019-2020,22/06/2019 00:00:00,null,16/06/2019 00:00:00,22/06/2019 00:00:00,01/07/2019 00:00:00,null,null,null, [change in Payment dt : 01/07/2019->08/07/2019]  [change in Inv dt : 22/06/2019->30/06/2019] ,Y,36,24/06/2019 00:00:00,null,null,null,Y,15,01/07/2019 00:00:00,23,01/07/2019 00:00:00,24,null,null,null,null,null,null,null,null,T,23,24/06/2019 00:00:00,23,24/06/2019 00:00:00,23,24/06/2019 00:00:00,Y,9,03/07/2019 00:00:00,10,352854,CR,null,21936765.57,null,null,22/06/2019 00:00:00,null,X,0,igs@gail.co.in,S
Gail,2019-2020,24,2,1,3,1,S,1,0,1,0096/19-20,96,D007/19-20,D007/19-20,2019-2020,31/01/2020 00:00:00,null,24/01/2020 00:00:00,31/01/2020 00:00:00,10/02/2020 00:00:00,null,null,null,Change in Exchange rate - 71.485 Rs/$,Y,6,01/02/2020 00:00:00,null,null,null,Y,36,04/02/2020 00:00:00,6,04/02/2020 00:00:00,96,289883,12/02/2020 00:00:00,RTGS,null,null,14/04/2021 00:00:00,28,null,T,23,01/02/2020 00:00:00,23,01/02/2020 00:00:00,36,04/02/2020 00:00:00,null,null,null,1,778000,DR,252072,45010606.5,null,null,31/01/2020 00:00:00,null,Y,0,igs@gail.co.in,null
Gail,2020-2021,C-4-10519-1-0,10519,0,1,0,O,1,0,1,L00113/20-21,113,D0001/20-21,D0001/20-21,2020-2021,07/06/2020 00:00:00,null,01/06/2020 00:00:00,07/06/2020 00:00:00,16/06/2020 00:00:00,null,null,null,Change in Exchange rate - 75.995 Rs/$,Y,6,08/06/2020 00:00:00,null,null,null,Y,null,null,23,16/06/2020 00:00:00,113,null,null,null,null,null,null,null,null,D,23,08/06/2020 00:00:00,null,null,23,08/06/2020 00:00:00,null,null,null,1,1187579.68,DR,514460,12253614,null,null,15/06/2020 00:00:00,null,Y,0,igs@gail.co.in,null
Gail,2025-2026,X-4-13-0,0,0,13,0,X,2,27,3,2SMH0015/25-26,15,2CRMH0003/25-26,2CRMH0003/25-26,2025-2026,15/05/2025 00:00:00,null,14/05/2025 00:00:00,14/05/2025 00:00:00,17/05/2025 00:00:00,null,null,null,OTHERS,Y,44,15/05/2025 00:00:00,null,null,null,Y,6,05/06/2025 00:00:00,219,05/06/2025 00:00:00,15,null,null,null,null,null,null,null,null,T,201,15/05/2025 00:00:00,201,15/05/2025 00:00:00,201,15/05/2025 00:00:00,Y,201,20/06/2025 00:00:00,6,6990,CR,21.79,382035.65,null,null,05/06/2025 00:00:00,null,Y,0,tapaspatra@gail.co.in,S
KRIBHCO,2019-2020,L-19-1-0,19,0,1,0,L,1,0,1,0121/19-20,121,C003/19-20,C003/19-20,2019-2020,15/02/2020 00:00:00,null,01/02/2020 00:00:00,15/02/2020 00:00:00,25/02/2020 00:00:00,null,null,null,Change in Price/Tariff - 5.966 $/MMBTU,Y,36,18/02/2020 00:00:00,null,null,null,Y,36,26/02/2020 00:00:00,23,26/02/2020 00:00:00,121,null,null,null,null,null,null,null,null,T,23,18/02/2020 00:00:00,23,18/02/2020 00:00:00,23,18/02/2020 00:00:00,null,null,null,2,179445,CR,51501,12420667,null,null,25/02/2020 00:00:00,null,X,0,nkgupta@kribhco.net,null
KRIBHCO,2020-2021,L-25-1-0,25,0,1,0,L,1,0,1,S0368/20-21,368,D009/21-22,D009/21-22,2021-2022,31/03/2021 00:00:00,null,16/03/2021 00:00:00,31/03/2021 00:00:00,06/04/2021 00:00:00,null,null,null,TCS Differential Debit Note TCS Diff(%)--0.02500000000000001,Y,6,01/04/2021 00:00:00,null,null,null,Y,36,07/04/2021 00:00:00,48,07/04/2021 00:00:00,368,3188,12/04/2021 00:00:00,RTGS,null,null,12/04/2021 00:00:00,28,null,T,48,01/04/2021 00:00:00,48,01/04/2021 00:00:00,48,07/04/2021 00:00:00,Y,85,23/04/2021 00:00:00,10,23520,DR,3187.49,1663036.75,null,12/04/2021 00:00:00,07/04/2021 00:00:00,null,Y,0,nkgupta@kribhco.net,S
KRIBHCO,2023-2024,L-33-1-0,33,0,1,0,L,1,0,1,S0008/23-24,8,C007/23-24,C007/23-24,2023-2024,15/04/2023 00:00:00,null,01/04/2023 00:00:00,15/04/2023 00:00:00,24/04/2023 00:00:00,null,null,null,Change in Exchange rate - 82.25 Rs/$,Y,6,18/04/2023 00:00:00,null,null,null,Y,6,21/04/2023 00:00:00,130,20/04/2023 00:00:00,8,null,null,null,null,null,null,null,null,T,130,18/04/2023 00:00:00,130,18/04/2023 00:00:00,130,18/04/2023 00:00:00,Y,128,24/04/2023 00:00:00,1,142320,CR,376578.72,24229926.63,null,null,15/04/2023 00:00:00,null,X,0,nkgupta@kribhco.net,S
DFPCL,2022-2023,05,2,0,5,0,S,2,27,1,SMH0128/22-23,128,DMH008/22-23,DMH008/22-23,2022-2023,15/12/2022 00:00:00,null,01/12/2022 00:00:00,15/12/2022 00:00:00,22/12/2022 00:00:00,null,null,null,.,Y,6,19/12/2022 00:00:00,null,null,null,Y,6,20/12/2022 00:00:00,153,20/12/2022 00:00:00,128,35827.43,31/03/2023 00:00:00,Adjusted against Credit note CMH005/22-23,null,null,14/04/2023 00:00:00,128,null,T,130,19/12/2022 00:00:00,130,19/12/2022 00:00:00,130,20/12/2022 00:00:00,Y,128,03/01/2023 00:00:00,10,32392,DR,34783.91,1644771.43,null,23/12/2022 00:00:00,15/12/2022 00:00:00,null,Y,0,ankit.sonar@dfpcl.com,S
DFPCL,2022-2023,05,2,0,5,0,S,2,27,1,SMH0139/22-23,139,DMH011/22-23,DMH011/22-23,2022-2023,31/12/2022 00:00:00,null,16/12/2022 00:00:00,31/12/2022 00:00:00,05/01/2023 00:00:00,null,null,null,.,Y,49,02/01/2023 00:00:00,null,null,null,Y,6,03/01/2023 00:00:00,153,03/01/2023 00:00:00,139,211622.64,08/02/2023 00:00:00,RTGS recd,null,null,09/02/2023 00:00:00,128,null,T,130,02/01/2023 00:00:00,130,02/01/2023 00:00:00,153,03/01/2023 00:00:00,Y,128,04/01/2023 00:00:00,10,54580,DR,205658.54,2776108.22,null,06/01/2023 00:00:00,31/12/2022 00:00:00,null,Y,0,ankit.sonar@dfpcl.com,S
DFPCL,2022-2023,06,2,0,6,0,S,2,27,1,SMH0152/22-23,152,DMH016/22-23,DMH016/22-23,2022-2023,31/01/2023 00:00:00,null,16/01/2023 00:00:00,31/01/2023 00:00:00,04/02/2023 00:00:00,null,null,null,.,Y,153,01/02/2023 00:00:00,null,null,null,Y,6,02/02/2023 00:00:00,23,02/02/2023 00:00:00,152,414717.72,08/02/2023 00:00:00,RTGS recd,null,null,09/02/2023 00:00:00,128,null,T,23,01/02/2023 00:00:00,23,01/02/2023 00:00:00,23,02/02/2023 00:00:00,Y,128,03/02/2023 00:00:00,10,13150,DR,403029.85,554678.24,null,06/02/2023 00:00:00,31/01/2023 00:00:00,null,Y,0,ankit.sonar@dfpcl.com,S
DFPCL,2022-2023,05,2,0,5,0,S,2,27,1,SMH0049/22-23,49,DMH001/22-23,DMH001/22-23,2022-2023,31/08/2022 00:00:00,null,16/08/2022 00:00:00,31/08/2022 00:00:00,06/09/2022 00:00:00,null,null,null,.,Y,6,02/09/2022 00:00:00,null,null,null,Y,6,07/09/2022 00:00:00,23,07/09/2022 00:00:00,49,87659.58,15/09/2022 00:00:00,Adjusted against CMH001/22-23,null,null,23/09/2022 00:00:00,128,null,T,23,02/09/2022 00:00:00,23,02/09/2022 00:00:00,6,07/09/2022 00:00:00,Y,128,12/09/2022 00:00:00,10,54800,DR,85189.1,2679220.22,null,12/09/2022 00:00:00,31/08/2022 00:00:00,null,Y,0,ankit.sonar@dfpcl.com,S
DFPCL,2023-2024,06,2,0,6,0,S,2,27,1,SMH0003/23-24,3,CMH001/23-24,CMH001/23-24,2023-2024,15/04/2023 00:00:00,null,01/04/2023 00:00:00,15/04/2023 00:00:00,21/04/2023 00:00:00,null,null,null,Change in Exchange rate - 81.825 Rs/$,Y,6,18/04/2023 00:00:00,null,null,null,Y,6,21/04/2023 00:00:00,130,21/04/2023 00:00:00,3,null,null,null,null,null,null,null,null,T,153,18/04/2023 00:00:00,153,18/04/2023 00:00:00,153,18/04/2023 00:00:00,Y,128,01/05/2023 00:00:00,1,97150,CR,326812.6,4149794.8,null,null,15/04/2023 00:00:00,null,X,0,ankit.sonar@dfpcl.com,S
DFPCL,2022-2023,06,2,0,6,0,S,2,27,1,SMH0193/22-23,193,DMH031/22-23,DMH031/22-23,2022-2023,31/03/2023 00:00:00,null,16/03/2023 00:00:00,31/03/2023 00:00:00,07/04/2023 00:00:00,null,null,null,.,Y,153,03/04/2023 00:00:00,null,null,null,Y,6,03/04/2023 00:00:00,49,03/04/2023 00:00:00,193,191073.38,06/04/2023 00:00:00,RTGS recd,null,null,10/04/2023 00:00:00,128,null,T,49,03/04/2023 00:00:00,49,03/04/2023 00:00:00,49,04/04/2023 00:00:00,Y,128,04/04/2023 00:00:00,10,18912,DR,185688.42,802686.69,null,07/04/2023 00:00:00,31/03/2023 00:00:00,null,Y,0,ankit.sonar@dfpcl.com,S
IGL,2024-2025,X-23-52-0,0,0,52,0,X,1,0,2,S0154/24-25,154,D018/24-25,D018/24-25,2024-2025,15/08/2024 00:00:00,null,01/08/2024 00:00:00,15/08/2024 00:00:00,19/08/2024 00:00:00,null,null,null,OTHERS,Y,23,16/08/2024 00:00:00,null,null,null,Y,6,20/08/2024 00:00:00,23,20/08/2024 00:00:00,154,3158536.08,23/08/2024 00:00:00,null,null,null,26/03/2025 00:00:00,201,null,T,46,16/08/2024 00:00:00,46,16/08/2024 00:00:00,46,16/08/2024 00:00:00,Y,201,23/08/2024 00:00:00,6,51800,DR,3096604,761460,null,23/08/2024 00:00:00,20/08/2024 00:00:00,null,Y,0,rajjat.kumar@igl.co.in,S
IGL,2024-2025,X-23-52-0,0,0,52,0,X,1,0,2,S0172/24-25,172,D021/24-25,D021/24-25,2024-2025,31/08/2024 00:00:00,null,16/08/2024 00:00:00,31/08/2024 00:00:00,04/09/2024 00:00:00,null,null,null,OTHERS,Y,23,02/09/2024 00:00:00,null,null,null,Y,6,03/09/2024 00:00:00,23,03/09/2024 00:00:00,172,3460792.13,06/09/2024 00:00:00,null,null,null,26/03/2025 00:00:00,201,null,T,201,02/09/2024 00:00:00,201,02/09/2024 00:00:00,201,02/09/2024 00:00:00,Y,201,03/09/2024 00:00:00,6,56757,DR,3392933.46,834327.9,null,06/09/2024 00:00:00,31/08/2024 00:00:00,null,Y,0,rajjat.kumar@igl.co.in,S
IGL,2022-2023,X-23-3-0,0,0,3,0,X,1,0,1,S0084/22-23,84,C002/22-23,C002/22-23,2022-2023,12/09/2022 00:00:00,null,09/09/2022 00:00:00,09/09/2022 00:00:00,14/09/2022 00:00:00,null,null,null, [change in Address : IGL Bhawan_ Plot No 4_ Community Centre_ Sector - 9_ R.K. Puram New Delhi 110022->.]  [change in Address : IGL Bhawan_ Plot No 4_ Community Centre_ Sector - 9_ R.K. Puram New Delhi 110022->.] ,Y,6,12/09/2022 00:00:00,null,null,null,Y,36,25/11/2022 00:00:00,23,25/11/2022 00:00:00,84,null,null,null,null,null,null,null,null,T,23,12/09/2022 00:00:00,23,12/09/2022 00:00:00,23,12/09/2022 00:00:00,null,null,null,10,3000,CR,null,168000,null,null,25/11/2022 00:00:00,null,X,0,rajjat.kumar@igl.co.in,null
IGL,2022-2023,X-23-4-0,0,0,4,0,X,1,0,1,S0085/22-23,85,C003/22-23,C003/22-23,2022-2023,12/09/2022 00:00:00,null,09/09/2022 00:00:00,09/09/2022 00:00:00,14/09/2022 00:00:00,null,null,null, [change in Address : IGL Bhawan_ Plot No 4_ Community Centre_ Sector - 9_ R.K. Puram New Delhi 110022->.] ,Y,6,12/09/2022 00:00:00,null,null,null,Y,36,25/11/2022 00:00:00,23,25/11/2022 00:00:00,85,null,null,null,null,null,null,null,null,T,23,12/09/2022 00:00:00,23,12/09/2022 00:00:00,23,12/09/2022 00:00:00,null,null,null,10,3000,CR,null,168000,null,null,25/11/2022 00:00:00,null,X,0,rajjat.kumar@igl.co.in,null
IGL,2024-2025,X-23-51-0,0,0,51,0,X,1,0,2,S0128/24-25,128,D011/24-25,D011/24-25,2024-2025,15/07/2024 00:00:00,null,01/07/2024 00:00:00,15/07/2024 00:00:00,18/07/2024 00:00:00,null,null,null,OTHERS,Y,113,16/07/2024 00:00:00,null,null,null,Y,6,17/07/2024 00:00:00,113,17/07/2024 00:00:00,128,3371950.68,20/07/2024 00:00:00,null,null,null,26/03/2025 00:00:00,201,null,T,46,16/07/2024 00:00:00,46,16/07/2024 00:00:00,46,16/07/2024 00:00:00,Y,201,24/07/2024 00:00:00,6,55300,DR,3305834,812910,null,20/07/2024 00:00:00,17/07/2024 00:00:00,null,Y,0,rajjat.kumar@igl.co.in,S
IGL,2024-2025,X-23-51-0,0,0,51,0,X,1,0,2,S0134/24-25,134,D014/24-25,D014/24-25,2024-2025,31/07/2024 00:00:00,null,16/07/2024 00:00:00,31/07/2024 00:00:00,03/08/2024 00:00:00,null,null,null,OTHERS,Y,23,01/08/2024 00:00:00,null,null,null,Y,6,02/08/2024 00:00:00,23,02/08/2024 00:00:00,134,3536584.8,06/08/2024 00:00:00,null,null,null,26/03/2025 00:00:00,201,null,T,46,01/08/2024 00:00:00,46,01/08/2024 00:00:00,46,01/08/2024 00:00:00,Y,201,05/08/2024 00:00:00,6,58000,DR,3467240,852600,null,06/08/2024 00:00:00,31/07/2024 00:00:00,null,Y,0,rajjat.kumar@igl.co.in,S
