COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,TRANS_BU_UNIT,INVOICE_TYPE,ALLOC_QTY,DEFICIENCY_QTY,NEG_IMB_QTY,POS_IMB_QTY,UNAUTH_OVERRUN_QTY,PARKING_QTY,SIP_PAY_RATE,TRANSPORT_RATE,NEGETIVE_IMB_RATE,POSITIVE_IMB_RATE,UNAUTH_OVERRUN_RATE,PARKING_RATE,TRANSMISSION_AMT,NEG_IMB_AMT,POS_IMB_AMT,UNAUTH_OVERRUN_AMT,PARKING_AMT,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,RATE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,DEFICIENCY_AMT,SIP_PAY_FREQ,TDS_AMT,TDS_FACTOR,TDS_STRUCT_CD,TDS_EFF_DT,TCS_TDS,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SYS_INV_NO,INV_COMPONENT,FIN_SYS
Gail,1-1-1603-1361S1-0-1-0-1,C,null,null,null,C,null,null,1,IC,null,null,45.211,3873.657,null,null,null,null,13.14,13.14,null,null,0.0,594.07,50899.85,0.0,0.0,2023-2024,UPG2A23109014653,31/01/202400:00:00,2,16/01/2024 00:00:00,31/01/2024 00:00:00,07/02/202400:00:00,1,51493.92,null,null,null,1,51493.92,IGST 12%,null,null,57673,null,null,57673,null,Y,6,05/02/202412:32:50,Y,6,05/02/202412:32:50,A,6,05/02/202414:29:22,113,03/02/202418:33:41,2023-2024,O,113,03/02/202418:33:41,null,null,1029.88,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/02/202416:03:46,null,NI-PI,S
Gail,1-1-1603-1361S1-0-3-0-1,C,null,null,null,C,null,null,1,TC,7980,null,null,null,null,null,null,25.63,null,null,null,null,204527.4,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109004801,15/07/202400:00:00,1,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/202400:00:00,1,204527.4,null,null,null,1,204527.4,IGST 12%,null,null,229071,null,null,229071,null,Y,6,17/07/202414:30:46,Y,6,17/07/202414:30:46,A,46,19/07/202415:31:22,219,17/07/202411:29:51,2024-2025,O,219,17/07/202411:29:51,null,null,4090.55,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,24/07/202415:05:05,null,TP,S
Gail,1-1-1603-1361S1-0-3-0-1,C,null,null,null,C,null,null,1,TC,8800,null,null,null,null,null,null,25.63,null,null,null,null,225544.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109005825,31/07/202400:00:00,2,16/07/2024 00:00:00,31/07/2024 00:00:00,06/08/202400:00:00,1,225544.0,null,null,null,1,225544.0,IGST 12%,null,null,252609,null,null,252609,null,Y,6,02/08/202417:59:12,Y,6,02/08/202417:59:12,A,46,05/08/202411:06:38,219,02/08/202415:39:54,2024-2025,O,219,02/08/202415:39:54,null,null,4510.88,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/08/202411:52:11,null,TP,S
Gail,1-1-1603-332S1-0-30-2-2,C,null,null,null,C,null,null,1,TC,8000,null,null,null,null,null,null,26.28,null,null,null,null,210240.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109008179,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,210240.0,null,null,null,1,210240.0,IGST 12%,null,null,235469,null,null,235469,null,Y,6,11/10/202311:53:21,Y,6,11/10/202311:53:21,A,6,11/10/202311:55:15,130,03/10/202319:56:03,2023-2024,O,130,03/10/202319:56:03,null,null,4204.8,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,16/10/202311:14:45,null,TP,S
Gail,1-1-1603-332S1-0-32-0-2,C,null,null,null,C,null,null,1,TC,0,616,null,null,null,null,26.28,0,null,null,null,null,16188.48,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109011717,30/11/202300:00:00,2,16/11/2023 00:00:00,30/11/2023 00:00:00,06/11/202300:00:00,1,16188.48,null,null,null,1,16188.48,IGST 12%,null,null,18131,null,null,18131,null,Y,6,04/12/202310:29:11,Y,6,04/12/202310:29:11,A,113,05/12/202311:13:38,113,03/12/202317:58:12,2023-2024,O,113,03/12/202317:58:12,null,null,null,2,TDS 2%,01/04/202300:00:00,TDS,null,null,null,null,TP-SP,null
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,4000,null,null,null,null,null,null,26.28,null,null,null,null,105120.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109004529,15/07/202300:00:00,1,01/07/2023 00:00:00,15/07/2023 00:00:00,20/07/202300:00:00,1,105120.0,null,null,null,1,105120.0,IGST 12%,null,null,117734,null,null,117734,null,Y,6,18/07/202320:36:51,Y,6,18/07/202320:36:51,A,6,19/07/202315:16:58,113,17/07/202320:33:24,2023-2024,O,113,17/07/202320:33:24,null,null,2102.4,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,21/07/202314:13:37,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,17195,null,null,null,null,null,null,26.28,null,null,null,null,451884.6,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109005474,31/07/202300:00:00,2,16/07/2023 00:00:00,31/07/2023 00:00:00,05/08/202300:00:00,1,451884.6,null,null,null,1,451884.6,IGST 12%,null,null,506111,null,null,506111,null,Y,6,01/08/202323:19:02,Y,6,01/08/202323:19:02,A,6,03/08/202312:19:40,113,01/08/202321:39:11,2023-2024,O,113,01/08/202321:39:11,null,null,9037.69,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,03/08/202315:37:29,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,17700,null,null,null,null,null,null,26.28,null,null,null,null,465156.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109008991,15/10/202300:00:00,1,01/10/2023 00:00:00,15/10/2023 00:00:00,20/10/202300:00:00,1,465156.0,null,null,null,1,465156.0,IGST 12%,null,null,520975,null,null,520975,null,Y,6,17/10/202322:13:08,Y,6,17/10/202322:13:08,A,153,18/10/202313:16:19,130,17/10/202321:42:38,2023-2024,O,130,17/10/202321:42:38,null,null,9303.12,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,19/10/202316:39:20,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,18450,null,null,null,null,null,null,26.28,null,null,null,null,484866.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109009791,31/10/202300:00:00,2,16/10/2023 00:00:00,31/10/2023 00:00:00,06/11/202300:00:00,1,484866.0,null,null,null,1,484866.0,IGST 12%,null,null,543050,null,null,543050,null,Y,6,02/11/202321:20:02,Y,6,02/11/202321:20:02,A,49,03/11/202312:33:51,130,02/11/202316:06:43,2023-2024,O,130,02/11/202316:06:43,null,null,9697.32,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,03/11/202316:01:35,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,15750,null,null,null,null,null,null,26.28,null,null,null,null,413910.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109010677,15/11/202300:00:00,1,01/11/2023 00:00:00,15/11/2023 00:00:00,21/11/202300:00:00,1,413910.0,null,null,null,1,413910.0,IGST 12%,null,null,463579,null,null,463579,null,Y,49,17/11/202316:40:19,Y,49,17/11/202316:40:19,A,49,17/11/202317:12:23,130,17/11/202316:06:40,2023-2024,O,130,17/11/202316:06:40,null,null,8278.2,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,22/11/202311:02:58,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,15900,null,null,null,null,null,null,26.28,null,null,null,null,417852.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109011416,30/11/202300:00:00,2,16/11/2023 00:00:00,30/11/2023 00:00:00,06/12/202300:00:00,1,417852.0,null,null,null,1,417852.0,IGST 12%,null,null,467994,null,null,467994,null,Y,6,04/12/202311:03:28,Y,6,04/12/202311:03:28,A,113,05/12/202311:21:43,113,02/12/202320:59:04,2023-2024,O,113,02/12/202320:59:04,null,null,8357.04,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/12/202314:14:50,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,19275,null,null,null,null,null,null,26.28,null,null,null,null,506547.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012229,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,506547.0,null,null,null,1,506547.0,IGST 12%,null,null,567333,null,null,567333,null,Y,6,18/12/202316:57:20,Y,6,18/12/202316:57:20,A,6,19/12/202312:03:42,130,18/12/202312:52:47,2023-2024,O,130,18/12/202312:52:47,null,null,10130.94,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,19/12/202313:54:28,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,20905,null,null,null,null,null,null,26.28,null,null,null,null,549383.4,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012653,31/12/202300:00:00,2,16/12/2023 00:00:00,31/12/2023 00:00:00,05/01/202400:00:00,1,549383.4,null,null,null,1,549383.4,IGST 12%,null,null,615309,null,null,615309,null,Y,6,02/01/202420:47:37,Y,6,02/01/202420:47:37,A,6,04/01/202411:20:22,130,02/01/202418:04:34,2023-2024,O,130,02/01/202418:04:34,null,null,10987.67,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,04/01/202412:56:31,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,19025,null,null,null,null,null,null,26.28,null,null,null,null,499977.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109013351,15/01/202400:00:00,1,01/01/2024 00:00:00,15/01/2024 00:00:00,20/01/202400:00:00,1,499977.0,null,null,null,1,499977.0,IGST 12%,null,null,559974,null,null,559974,null,Y,6,17/01/202417:48:09,Y,6,17/01/202417:48:09,A,6,19/01/202410:41:00,130,17/01/202414:19:43,2023-2024,O,130,17/01/202414:19:43,null,null,9999.54,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,19/01/202416:04:05,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,18560,null,null,null,null,null,null,26.28,null,null,null,null,487756.8,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109014145,31/01/202400:00:00,2,16/01/2024 00:00:00,31/01/2024 00:00:00,06/02/202400:00:00,1,487756.8,null,null,null,1,487756.8,IGST 12%,null,null,546288,null,null,546288,null,Y,6,03/02/202412:43:00,Y,6,03/02/202412:43:00,A,6,05/02/202414:32:47,130,02/02/202416:27:55,2023-2024,O,130,02/02/202416:27:55,null,null,9755.14,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/02/202415:56:09,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,18293,null,null,null,null,null,null,26.28,null,null,null,null,480740.04,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109015382,15/02/202400:00:00,1,01/02/2024 00:00:00,15/02/2024 00:00:00,21/02/202400:00:00,1,480740.04,null,null,null,1,480740.04,IGST 12%,null,null,538429,null,null,538429,null,Y,6,19/02/202411:55:53,Y,6,19/02/202411:55:53,A,6,19/02/202421:53:14,113,17/02/202418:35:22,2023-2024,O,113,17/02/202418:35:22,null,null,9614.8,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,26/02/202414:54:41,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,17990,null,null,null,null,null,null,26.28,null,null,null,null,472777.2,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109015757,29/02/202400:00:00,2,16/02/2024 00:00:00,29/02/2024 00:00:00,06/03/202400:00:00,1,472777.2,null,null,null,1,472777.2,IGST 12%,null,null,529511,null,null,529511,null,Y,6,04/03/202412:49:12,Y,6,04/03/202412:49:12,A,6,05/03/202409:58:34,130,04/03/202410:54:39,2023-2024,O,130,04/03/202410:54:39,null,null,9455.54,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/03/202411:34:36,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,5810,null,null,null,null,null,null,26.28,null,null,null,null,152686.8,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109016533,15/03/202400:00:00,1,01/03/2024 00:00:00,15/03/2024 00:00:00,21/03/202400:00:00,1,152686.8,null,null,null,1,152686.8,IGST 12%,null,null,171009,null,null,171009,null,Y,6,18/03/202422:02:06,Y,6,18/03/202422:02:06,A,46,26/03/202416:40:58,113,18/03/202420:09:32,2023-2024,O,113,18/03/202420:09:32,null,null,3053.74,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,28/03/202412:33:01,null,TP,S
Gail,1-1-1603-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,5920,null,null,null,null,null,null,26.28,null,null,null,null,155577.6,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109017515,31/03/202400:00:00,2,16/03/2024 00:00:00,31/03/2024 00:00:00,05/04/202400:00:00,1,155577.6,null,null,null,1,155577.6,IGST 12%,null,null,174247,null,null,174247,null,Y,6,02/04/202422:15:25,Y,6,02/04/202422:15:25,A,46,05/04/202411:50:08,130,02/04/202417:15:25,2023-2024,O,130,02/04/202417:15:25,null,null,3111.55,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,09/04/202416:37:25,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8100,null,null,null,null,null,null,25.63,null,null,null,null,207603.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109004835,15/07/202400:00:00,1,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/202400:00:00,1,207603.0,null,null,null,1,207603.0,IGST 12%,null,null,232515,null,null,232515,null,Y,6,17/07/202414:51:22,Y,6,17/07/202414:51:22,A,46,19/07/202415:38:51,219,17/07/202411:32:27,2024-2025,O,219,17/07/202411:32:27,null,null,4152.06,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,24/07/202415:06:05,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8640,null,null,null,null,null,null,25.63,null,null,null,null,221443.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109005721,31/07/202400:00:00,2,16/07/2024 00:00:00,31/07/2024 00:00:00,06/08/202400:00:00,1,221443.2,null,null,null,1,221443.2,IGST 12%,null,null,248016,null,null,248016,null,Y,6,02/08/202418:32:14,Y,6,02/08/202418:32:14,A,46,05/08/202411:08:57,219,02/08/202414:30:49,2024-2025,O,219,02/08/202414:30:49,null,null,4428.86,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/08/202411:49:59,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8100,null,null,null,null,null,null,25.63,null,null,null,null,207603.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109006913,15/08/202400:00:00,1,01/08/2024 00:00:00,15/08/2024 00:00:00,21/08/202400:00:00,1,207603.0,null,null,null,1,207603.0,IGST 12%,null,null,232515,null,null,232515,null,Y,6,20/08/202411:54:28,Y,6,20/08/202411:54:28,A,46,21/08/202413:51:21,113,19/08/202415:44:30,2024-2025,O,113,19/08/202415:44:30,null,null,4152.06,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,22/08/202410:36:10,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8640,null,null,null,null,null,null,25.63,null,null,null,null,221443.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109007615,31/08/202400:00:00,2,16/08/2024 00:00:00,31/08/2024 00:00:00,05/09/202400:00:00,1,221443.2,null,null,null,1,221443.2,IGST 12%,null,null,248016,null,null,248016,null,Y,6,03/09/202417:16:07,Y,6,03/09/202417:16:07,A,46,04/09/202411:45:46,219,03/09/202413:42:33,2024-2025,O,219,03/09/202413:42:33,null,null,4428.86,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,04/09/202412:54:46,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,16200,null,null,null,null,null,null,25.63,null,null,null,null,415206.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109008624,15/09/202400:00:00,1,01/09/2024 00:00:00,15/09/2024 00:00:00,20/09/202400:00:00,1,415206.0,null,null,null,1,415206.0,IGST 12%,null,null,465031,null,null,465031,null,Y,6,17/09/202414:01:59,Y,6,17/09/202414:01:59,A,46,19/09/202415:18:32,219,17/09/202411:15:53,2024-2025,O,219,17/09/202411:15:53,null,null,8304.12,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,20/09/202414:43:29,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,16200,null,null,null,null,null,null,25.63,null,null,null,null,415206.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109009480,30/09/202400:00:00,2,16/09/2024 00:00:00,30/09/2024 00:00:00,07/10/202400:00:00,1,415206.0,null,null,null,1,415206.0,IGST 12%,null,null,465031,null,null,465031,null,Y,6,03/10/202417:32:06,Y,6,03/10/202417:32:06,A,46,04/10/202411:06:56,219,03/10/202411:27:00,2024-2025,O,219,03/10/202411:27:00,null,null,8304.12,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,08/10/202416:04:49,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,15300,null,null,null,null,null,null,25.63,null,null,null,null,392139.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109010239,15/10/202400:00:00,1,01/10/2024 00:00:00,15/10/2024 00:00:00,21/10/202400:00:00,1,392139.0,null,null,null,1,392139.0,IGST 12%,null,null,439196,null,null,439196,null,Y,6,17/10/202415:44:17,Y,6,17/10/202415:44:17,A,46,18/10/202409:57:07,219,17/10/202411:03:40,2024-2025,O,219,17/10/202411:03:40,null,null,7842.78,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,22/10/202416:41:00,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8160,null,null,null,null,null,null,25.63,null,null,null,null,209140.8,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109011721,31/10/202400:00:00,2,16/10/2024 00:00:00,31/10/2024 00:00:00,06/11/202400:00:00,1,209140.8,null,null,null,1,209140.8,IGST 12%,null,null,234238,null,null,234238,null,Y,219,05/11/202411:12:42,Y,219,05/11/202411:12:42,null,null,null,219,05/11/202411:06:56,2024-2025,O,219,05/11/202411:06:56,null,null,4182.82,2,TDS 2%,01/04/202300:00:00,TDS,null,null,null,null,TP,null
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,15300,null,null,null,null,null,null,25.63,null,null,null,null,392139.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109016257,15/12/202400:00:00,1,01/12/2024 00:00:00,15/12/2024 00:00:00,20/12/202400:00:00,1,392139.0,null,null,null,1,392139.0,IGST 12%,null,null,439196,null,null,439196,null,Y,6,17/12/202414:23:31,Y,6,17/12/202414:23:31,A,46,18/12/202416:34:36,219,17/12/202412:29:56,2024-2025,O,219,17/12/202412:29:56,null,null,7842.78,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,18/12/202417:07:14,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,16320,null,null,null,null,null,null,25.63,null,null,null,null,418281.6,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109017268,31/12/202400:00:00,2,16/12/2024 00:00:00,31/12/2024 00:00:00,22/04/202500:00:00,1,418281.6,null,null,null,1,418281.6,IGST 12%,null,null,468475,null,null,468475,null,null,null,null,null,null,null,null,null,null,219,21/04/202517:04:05,2024-2025,O,219,21/04/202517:04:05,null,null,null,2,TDS 2%,01/04/202300:00:00,TDS,null,null,null,null,TP,null
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,15300,null,null,null,null,null,null,25.63,null,null,null,null,392139.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018752,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,392139.0,null,null,null,1,392139.0,IGST 12%,null,null,439196,null,null,439196,null,Y,6,17/01/202518:08:57,Y,6,17/01/202518:08:57,A,46,20/01/202514:06:13,23,17/01/202513:00:38,2024-2025,O,23,17/01/202513:00:38,null,null,7842.78,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,20/01/202517:32:43,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8160,null,null,null,null,null,null,25.63,null,null,null,null,209140.8,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109020628,31/01/202500:00:00,2,16/01/2025 00:00:00,31/01/2025 00:00:00,06/02/202500:00:00,1,209140.8,null,null,null,1,209140.8,IGST 12%,null,null,234238,null,null,234238,null,Y,6,04/02/202515:27:17,Y,6,04/02/202515:27:17,A,46,05/02/202510:46:20,219,04/02/202510:22:24,2024-2025,O,219,04/02/202510:22:24,null,null,4182.82,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,05/02/202514:24:34,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,7650,null,null,null,null,null,null,25.63,null,null,null,null,196069.5,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021622,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,196069.5,null,null,null,1,196069.5,IGST 12%,null,null,219598,null,null,219598,null,Y,6,17/02/202516:19:09,Y,6,17/02/202516:19:09,A,46,18/02/202511:37:35,88,17/02/202515:03:28,2024-2025,O,88,17/02/202515:03:28,null,null,3921.39,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,25/02/202517:34:00,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,6630,null,null,null,null,null,null,25.63,null,null,null,null,169926.9,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109022848,28/02/202500:00:00,2,16/02/2025 00:00:00,28/02/2025 00:00:00,06/03/202500:00:00,1,169926.9,null,null,null,1,169926.9,IGST 12%,null,null,190318,null,null,190318,null,Y,6,04/03/202518:57:14,Y,6,04/03/202518:57:14,A,46,05/03/202512:03:23,219,04/03/202514:30:56,2024-2025,O,219,04/03/202514:30:56,null,null,3398.54,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,05/03/202512:37:05,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,7650,null,null,null,null,null,null,25.63,null,null,null,null,196069.5,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109024025,15/03/202500:00:00,1,01/03/2025 00:00:00,15/03/2025 00:00:00,20/03/202500:00:00,1,196069.5,null,null,null,1,196069.5,IGST 12%,null,null,219598,null,null,219598,null,Y,6,18/03/202515:26:13,Y,6,18/03/202515:26:13,A,46,19/03/202510:46:53,219,18/03/202512:22:15,2024-2025,O,219,18/03/202512:22:15,null,null,3921.39,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,25/03/202518:23:00,null,TP,S
Gail,1-1-1603-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8440,null,null,null,null,null,null,25.63,null,null,null,null,216317.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109025260,31/03/202500:00:00,2,16/03/2025 00:00:00,31/03/2025 00:00:00,05/04/202500:00:00,1,216317.2,null,null,null,1,216317.2,IGST 12%,null,null,242275,null,null,242275,null,Y,6,02/04/202513:42:08,Y,6,02/04/202513:42:08,A,46,02/04/202514:59:01,219,02/04/202511:11:46,2024-2025,O,219,02/04/202511:11:46,null,null,4326.34,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,03/04/202516:53:02,null,TP,S
Gail,1-1-1603-371S1-0-18-0-1,C,null,null,null,C,null,null,1,TC,4000,null,null,null,null,null,null,25.63,null,null,null,null,102520.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109010543,31/07/202500:00:00,2,16/07/2025 00:00:00,31/07/2025 00:00:00,06/08/202500:00:00,1,102520.0,null,null,null,1,102520.0,IGST 12%,null,null,114822,null,null,114822,null,Y,6,04/08/202518:40:49,Y,6,04/08/202518:40:49,A,46,05/08/202511:29:08,219,04/08/202512:23:34,2025-2026,O,219,04/08/202512:23:34,null,null,2050.4,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/08/202514:59:02,null,TP,S
Gail,1-1-1603-372S1-0-14-0-2,C,null,null,null,C,null,null,1,TC,11040,null,null,null,null,null,null,26.28,null,null,null,null,290131.2,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109004702,15/07/202300:00:00,1,01/07/2023 00:00:00,15/07/2023 00:00:00,20/07/202300:00:00,1,290131.2,null,null,null,1,290131.2,IGST 12%,null,null,324947,null,null,324947,null,Y,6,18/07/202321:22:47,Y,6,18/07/202321:22:47,A,6,19/07/202317:06:06,113,17/07/202320:30:09,2023-2024,O,113,17/07/202320:30:09,null,null,5802.62,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,21/07/202314:09:40,null,TP,S
Gail,1-1-1603-372S1-0-14-0-2,C,null,null,null,C,null,null,1,TC,12150,null,null,null,null,null,null,26.28,null,null,null,null,319302.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109005553,31/07/202300:00:00,2,16/07/2023 00:00:00,31/07/2023 00:00:00,05/08/202300:00:00,1,319302.0,null,null,null,1,319302.0,IGST 12%,null,null,357618,null,null,357618,null,Y,6,01/08/202323:22:05,Y,6,01/08/202323:22:05,A,6,03/08/202312:19:05,113,01/08/202321:35:50,2023-2024,O,113,01/08/202321:35:50,null,null,6386.04,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,03/08/202315:42:09,null,TP,S
Gail,1-1-1603-372S1-0-14-0-2,C,null,null,null,C,null,null,1,TC,12210,null,null,null,null,null,null,26.28,null,null,null,null,320878.8,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109006352,15/08/202300:00:00,1,01/08/2023 00:00:00,15/08/2023 00:00:00,21/08/202300:00:00,1,320878.8,null,null,null,1,320878.8,IGST 12%,null,null,359384,null,null,359384,null,Y,6,17/08/202313:32:08,Y,6,17/08/202313:32:08,A,6,17/08/202317:08:56,113,17/08/202309:36:02,2023-2024,O,113,17/08/202309:36:02,null,null,6417.58,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,18/08/202310:22:19,null,TP,S
