

<<ROLLBACK_START>>,<<FMS_METER_MST()>>,,,, 	(26-FEB-2025 10:16:02)
2,207,C,1,1001, 	(26-FEB-2025 10:16:54)
2,289,C,1,1001, 	(26-FEB-2025 10:16:54)
2,289,C,1,1003, 	(26-FEB-2025 10:16:54)
2,289,C,1,1006, 	(26-FEB-2025 10:16:54)
2,289,C,1,1004, 	(26-FEB-2025 10:16:54)
2,289,C,1,1005, 	(26-FEB-2025 10:16:54)
2,187,C,1,1004, 	(26-FEB-2025 10:16:54)
2,187,C,1,1001, 	(26-FEB-2025 10:16:54)
2,187,C,1,1006, 	(26-FEB-2025 10:16:54)
2,187,C,1,1003, 	(26-FEB-2025 10:16:54)
2,187,C,1,1005, 	(26-FEB-2025 10:16:54)
2,33,C,1,1001, 	(26-FEB-2025 10:16:54)
2,33,C,1,1004, 	(26-FEB-2025 10:16:54)
2,33,C,1,1006, 	(26-FEB-2025 10:16:54)
2,33,C,1,1003, 	(26-FEB-2025 10:16:54)
2,33,C,2,1001, 	(26-FEB-2025 10:16:54)
2,33,C,2,1003, 	(26-FEB-2025 10:16:54)
2,33,C,2,1006, 	(26-FEB-2025 10:16:54)
2,33,C,2,1004, 	(26-FEB-2025 10:16:54)
2,34,C,1,1006, 	(26-FEB-2025 10:16:54)
2,34,C,1,1001, 	(26-FEB-2025 10:16:54)
2,34,C,1,1003, 	(26-FEB-2025 10:16:54)
2,34,C,2,1004, 	(26-FEB-2025 10:16:54)
2,34,C,2,1001, 	(26-FEB-2025 10:16:54)
2,34,C,2,1005, 	(26-FEB-2025 10:16:54)
2,34,C,2,1006, 	(26-FEB-2025 10:16:54)
2,238,C,1,1006, 	(26-FEB-2025 10:16:54)
2,238,C,1,1001, 	(26-FEB-2025 10:16:54)
2,238,C,1,1005, 	(26-FEB-2025 10:16:54)
2,238,C,1,1003, 	(26-FEB-2025 10:16:54)
2,35,C,1,1005, 	(26-FEB-2025 10:16:54)
2,35,C,1,1004, 	(26-FEB-2025 10:16:54)
2,35,C,1,1006, 	(26-FEB-2025 10:16:54)
2,35,C,1,1003, 	(26-FEB-2025 10:16:54)
2,35,C,1,1001, 	(26-FEB-2025 10:16:54)
2,36,C,1,1005, 	(26-FEB-2025 10:16:54)
2,36,C,1,1001, 	(26-FEB-2025 10:16:54)
2,36,C,1,1003, 	(26-FEB-2025 10:16:54)
2,36,C,1,1004, 	(26-FEB-2025 10:16:54)
2,36,C,2,1003, 	(26-FEB-2025 10:16:54)
2,36,C,2,1001, 	(26-FEB-2025 10:16:54)
2,36,C,2,1005, 	(26-FEB-2025 10:16:54)
2,36,C,2,1004, 	(26-FEB-2025 10:16:54)
2,36,C,3,1005, 	(26-FEB-2025 10:16:54)
2,36,C,3,1001, 	(26-FEB-2025 10:16:54)
2,36,C,4,1001, 	(26-FEB-2025 10:16:54)
2,36,C,4,1005, 	(26-FEB-2025 10:16:54)
2,36,C,4,1004, 	(26-FEB-2025 10:16:54)
2,37,C,1,1004, 	(26-FEB-2025 10:16:54)
2,37,C,1,1001, 	(26-FEB-2025 10:16:54)
2,37,C,1,1005, 	(26-FEB-2025 10:16:54)
2,37,C,1,1003, 	(26-FEB-2025 10:16:54)
2,198,C,1,1001, 	(26-FEB-2025 10:16:54)
2,198,C,1,1003, 	(26-FEB-2025 10:16:54)
2,198,C,1,1005, 	(26-FEB-2025 10:16:54)
2,198,C,1,1006, 	(26-FEB-2025 10:16:54)
2,198,C,1,1004, 	(26-FEB-2025 10:16:54)
2,198,C,2,1005, 	(26-FEB-2025 10:16:54)
2,198,C,2,1001, 	(26-FEB-2025 10:16:54)
2,220,C,1,1006, 	(26-FEB-2025 10:16:54)
2,220,C,1,1001, 	(26-FEB-2025 10:16:54)
2,220,C,1,1003, 	(26-FEB-2025 10:16:54)
2,38,C,1,1005, 	(26-FEB-2025 10:16:54)
2,38,C,1,1003, 	(26-FEB-2025 10:16:54)
2,38,C,1,1004, 	(26-FEB-2025 10:16:54)
2,38,C,1,1006, 	(26-FEB-2025 10:16:54)
2,38,C,1,1001, 	(26-FEB-2025 10:16:54)
2,38,C,2,1006, 	(26-FEB-2025 10:16:54)
2,38,C,2,1005, 	(26-FEB-2025 10:16:54)
2,38,C,2,1003, 	(26-FEB-2025 10:16:54)
2,38,C,2,1001, 	(26-FEB-2025 10:16:54)
2,38,C,2,1004, 	(26-FEB-2025 10:16:54)
2,39,C,1,1005, 	(26-FEB-2025 10:16:54)
2,39,C,1,1001, 	(26-FEB-2025 10:16:54)
2,40,C,1,1001, 	(26-FEB-2025 10:16:54)
2,40,C,1,1004, 	(26-FEB-2025 10:16:54)
2,40,C,1,1005, 	(26-FEB-2025 10:16:54)
2,40,C,2,1005, 	(26-FEB-2025 10:16:54)
2,40,C,2,1001, 	(26-FEB-2025 10:16:54)
2,40,C,2,1004, 	(26-FEB-2025 10:16:54)
2,41,C,1,1005, 	(26-FEB-2025 10:16:54)
2,41,C,1,1004, 	(26-FEB-2025 10:16:54)
2,41,C,1,1001, 	(26-FEB-2025 10:16:54)
2,41,C,1,1003, 	(26-FEB-2025 10:16:54)
2,234,C,1,1003, 	(26-FEB-2025 10:16:54)
2,234,C,1,1001, 	(26-FEB-2025 10:16:54)
2,234,C,1,1006, 	(26-FEB-2025 10:16:54)
2,263,C,1,1006, 	(26-FEB-2025 10:16:54)
2,263,C,1,1003, 	(26-FEB-2025 10:16:54)
2,263,C,1,1001, 	(26-FEB-2025 10:16:54)
2,206,C,1,1003, 	(26-FEB-2025 10:16:54)
2,206,C,1,1006, 	(26-FEB-2025 10:16:54)
2,206,C,1,1001, 	(26-FEB-2025 10:16:54)
2,42,C,1,1001, 	(26-FEB-2025 10:16:54)
2,42,C,1,1005, 	(26-FEB-2025 10:16:54)
2,42,C,1,1004, 	(26-FEB-2025 10:16:54)
2,42,C,1,1003, 	(26-FEB-2025 10:16:54)
2,42,C,2,1005, 	(26-FEB-2025 10:16:54)
2,42,C,2,1006, 	(26-FEB-2025 10:16:54)
2,42,C,2,1001, 	(26-FEB-2025 10:16:54)
2,201,C,1,1003, 	(26-FEB-2025 10:16:54)
2,201,C,1,1006, 	(26-FEB-2025 10:16:54)
2,201,C,1,1001, 	(26-FEB-2025 10:16:54)
2,276,C,1,1003, 	(26-FEB-2025 10:16:54)
2,276,C,1,1006, 	(26-FEB-2025 10:16:54)
2,276,C,1,1001, 	(26-FEB-2025 10:16:54)
2,196,C,1,1004, 	(26-FEB-2025 10:16:54)
2,196,C,1,1003, 	(26-FEB-2025 10:16:54)
2,196,C,1,1005, 	(26-FEB-2025 10:16:54)
2,223,C,1,1006, 	(26-FEB-2025 10:16:54)
2,223,C,1,1003, 	(26-FEB-2025 10:16:54)
2,223,C,1,1001, 	(26-FEB-2025 10:16:54)
2,1,T,1,1001, 	(26-FEB-2025 10:16:54)
2,43,T,1,1001, 	(26-FEB-2025 10:16:54)
2,1,T,5,1001, 	(26-FEB-2025 10:16:54)
2,46,C,1,1004, 	(26-FEB-2025 10:16:54)
2,46,C,1,1005, 	(26-FEB-2025 10:16:54)
2,46,C,1,1001, 	(26-FEB-2025 10:16:54)
2,46,C,1,1003, 	(26-FEB-2025 10:16:54)
2,46,C,2,1004, 	(26-FEB-2025 10:16:54)
2,46,C,2,1005, 	(26-FEB-2025 10:16:54)
2,46,C,2,1003, 	(26-FEB-2025 10:16:54)
2,46,C,2,1001, 	(26-FEB-2025 10:16:54)
2,47,C,1,1005, 	(26-FEB-2025 10:16:54)
2,47,C,1,1001, 	(26-FEB-2025 10:16:54)
2,47,C,1,1006, 	(26-FEB-2025 10:16:54)
2,47,C,1,1004, 	(26-FEB-2025 10:16:54)
2,47,C,2,1001, 	(26-FEB-2025 10:16:54)
2,47,C,2,1005, 	(26-FEB-2025 10:16:54)
2,47,C,2,1004, 	(26-FEB-2025 10:16:54)
2,47,C,2,1006, 	(26-FEB-2025 10:16:54)
2,48,C,1,1004, 	(26-FEB-2025 10:16:54)
2,48,C,1,1006, 	(26-FEB-2025 10:16:54)
2,48,C,1,1001, 	(26-FEB-2025 10:16:54)
2,48,C,1,1005, 	(26-FEB-2025 10:16:54)
2,231,C,1,1003, 	(26-FEB-2025 10:16:54)
2,231,C,1,1005, 	(26-FEB-2025 10:16:54)
2,231,C,1,1004, 	(26-FEB-2025 10:16:54)
2,231,C,1,1006, 	(26-FEB-2025 10:16:54)
2,231,C,1,1001, 	(26-FEB-2025 10:16:54)
2,49,C,1,1005, 	(26-FEB-2025 10:16:54)
2,49,C,1,1006, 	(26-FEB-2025 10:16:54)
2,49,C,1,1001, 	(26-FEB-2025 10:16:54)
2,49,C,1,1004, 	(26-FEB-2025 10:16:54)
2,50,C,1,1006, 	(26-FEB-2025 10:16:54)
2,50,C,1,1001, 	(26-FEB-2025 10:16:54)
2,50,C,1,1005, 	(26-FEB-2025 10:16:54)
2,50,C,2,1006, 	(26-FEB-2025 10:16:54)
2,50,C,2,1005, 	(26-FEB-2025 10:16:54)
2,50,C,2,1001, 	(26-FEB-2025 10:16:54)
2,140,C,1,1005, 	(26-FEB-2025 10:16:54)
2,140,C,1,1003, 	(26-FEB-2025 10:16:54)
2,140,C,1,1001, 	(26-FEB-2025 10:16:54)
2,140,C,1,1006, 	(26-FEB-2025 10:16:54)
2,52,C,1,1001, 	(26-FEB-2025 10:16:54)
2,52,C,1,1003, 	(26-FEB-2025 10:16:54)
2,52,C,1,1005, 	(26-FEB-2025 10:16:54)
2,52,C,2,1001, 	(26-FEB-2025 10:16:54)
2,52,C,2,1005, 	(26-FEB-2025 10:16:54)
2,52,C,2,1003, 	(26-FEB-2025 10:16:54)
2,52,C,3,1003, 	(26-FEB-2025 10:16:54)
2,52,C,3,1001, 	(26-FEB-2025 10:16:54)
2,52,C,4,1003, 	(26-FEB-2025 10:16:54)
2,52,C,4,1001, 	(26-FEB-2025 10:16:54)
2,52,C,4,1005, 	(26-FEB-2025 10:16:54)
2,52,C,4,1006, 	(26-FEB-2025 10:16:54)
2,255,C,1,1003, 	(26-FEB-2025 10:16:54)
2,255,C,1,1006, 	(26-FEB-2025 10:16:54)
2,255,C,1,1001, 	(26-FEB-2025 10:16:54)
2,117,C,1,1005, 	(26-FEB-2025 10:16:54)
2,117,C,1,1001, 	(26-FEB-2025 10:16:54)
2,117,C,2,1001, 	(26-FEB-2025 10:16:54)
2,117,C,2,1004, 	(26-FEB-2025 10:16:54)
2,117,C,2,1005, 	(26-FEB-2025 10:16:54)
2,54,C,1,1001, 	(26-FEB-2025 10:16:54)
2,54,C,1,1006, 	(26-FEB-2025 10:16:54)
2,54,C,1,1005, 	(26-FEB-2025 10:16:54)
2,54,C,2,1005, 	(26-FEB-2025 10:16:54)
2,54,C,2,1001, 	(26-FEB-2025 10:16:54)
2,54,C,2,1006, 	(26-FEB-2025 10:16:54)
2,55,C,1,1006, 	(26-FEB-2025 10:16:54)
2,55,C,1,1001, 	(26-FEB-2025 10:16:54)
2,55,C,1,1005, 	(26-FEB-2025 10:16:54)
2,56,C,1,1004, 	(26-FEB-2025 10:16:54)
2,56,C,1,1005, 	(26-FEB-2025 10:16:54)
2,56,C,1,1006, 	(26-FEB-2025 10:16:54)
2,56,C,1,1001, 	(26-FEB-2025 10:16:54)
2,57,C,1,1005, 	(26-FEB-2025 10:16:54)
2,57,C,1,1003, 	(26-FEB-2025 10:16:54)
2,57,C,1,1001, 	(26-FEB-2025 10:16:54)
2,58,C,1,1006, 	(26-FEB-2025 10:16:54)
2,58,C,1,1004, 	(26-FEB-2025 10:16:54)
2,58,C,1,1005, 	(26-FEB-2025 10:16:54)
2,58,C,1,1001, 	(26-FEB-2025 10:16:54)
2,59,C,1,1006, 	(26-FEB-2025 10:16:54)
2,59,C,1,1001, 	(26-FEB-2025 10:16:54)
2,60,C,1,1006, 	(26-FEB-2025 10:16:54)
2,60,C,1,1003, 	(26-FEB-2025 10:16:54)
2,60,C,1,1001, 	(26-FEB-2025 10:16:54)
2,124,C,1,1005, 	(26-FEB-2025 10:16:54)
2,124,C,1,1001, 	(26-FEB-2025 10:16:54)
2,124,C,1,1004, 	(26-FEB-2025 10:16:54)
2,124,T,2,1001, 	(26-FEB-2025 10:16:54)
2,208,C,1,1001, 	(26-FEB-2025 10:16:54)
2,208,C,1,1006, 	(26-FEB-2025 10:16:54)
2,61,C,1,1001, 	(26-FEB-2025 10:16:54)
2,61,C,1,1005, 	(26-FEB-2025 10:16:54)
2,61,C,1,1006, 	(26-FEB-2025 10:16:54)
2,158,C,1,1006, 	(26-FEB-2025 10:16:54)
2,158,C,1,1001, 	(26-FEB-2025 10:16:54)
2,158,C,1,1002, 	(26-FEB-2025 10:16:54)
2,158,C,1,1003, 	(26-FEB-2025 10:16:54)
2,158,C,2,1006, 	(26-FEB-2025 10:16:54)
2,158,C,2,1001, 	(26-FEB-2025 10:16:54)
2,227,C,1,1006, 	(26-FEB-2025 10:16:54)
2,227,C,1,1001, 	(26-FEB-2025 10:16:54)
2,227,C,1,1005, 	(26-FEB-2025 10:16:54)
2,227,C,1,1004, 	(26-FEB-2025 10:16:54)
2,63,C,1,1006, 	(26-FEB-2025 10:16:54)
2,63,C,1,1001, 	(26-FEB-2025 10:16:54)
2,63,C,1,1005, 	(26-FEB-2025 10:16:54)
2,64,C,1,1003, 	(26-FEB-2025 10:16:54)
2,64,C,1,1006, 	(26-FEB-2025 10:16:54)
2,64,C,1,1001, 	(26-FEB-2025 10:16:54)
2,64,C,1,1004, 	(26-FEB-2025 10:16:54)
2,64,C,1,1005, 	(26-FEB-2025 10:16:54)
2,64,C,2,1004, 	(26-FEB-2025 10:16:54)
2,64,C,2,1001, 	(26-FEB-2025 10:16:54)
2,64,C,2,1005, 	(26-FEB-2025 10:16:54)
2,64,T,2,1001, 	(26-FEB-2025 10:16:54)
2,65,C,1,1001, 	(26-FEB-2025 10:16:54)
2,65,C,1,1005, 	(26-FEB-2025 10:16:54)
2,66,C,1,1006, 	(26-FEB-2025 10:16:54)
2,66,C,1,1005, 	(26-FEB-2025 10:16:54)
2,66,C,1,1001, 	(26-FEB-2025 10:16:54)
2,66,C,1,1004, 	(26-FEB-2025 10:16:54)
2,66,C,2,1006, 	(26-FEB-2025 10:16:54)
2,66,C,2,1004, 	(26-FEB-2025 10:16:54)
2,66,C,2,1005, 	(26-FEB-2025 10:16:54)
2,66,C,2,1001, 	(26-FEB-2025 10:16:54)
2,210,C,1,1005, 	(26-FEB-2025 10:16:54)
2,210,C,1,1006, 	(26-FEB-2025 10:16:54)
2,210,C,1,1004, 	(26-FEB-2025 10:16:54)
2,210,C,1,1001, 	(26-FEB-2025 10:16:54)
2,67,C,1,1004, 	(26-FEB-2025 10:16:54)
2,67,C,1,1001, 	(26-FEB-2025 10:16:54)
2,144,C,1,1004, 	(26-FEB-2025 10:16:54)
2,144,C,1,1005, 	(26-FEB-2025 10:16:54)
2,144,C,1,1003, 	(26-FEB-2025 10:16:54)
2,144,C,1,1006, 	(26-FEB-2025 10:16:54)
2,144,C,1,1001, 	(26-FEB-2025 10:16:54)
2,147,C,1,1005, 	(26-FEB-2025 10:16:54)
2,147,C,1,1006, 	(26-FEB-2025 10:16:54)
2,147,C,1,1004, 	(26-FEB-2025 10:16:54)
2,147,C,1,1001, 	(26-FEB-2025 10:16:54)
2,92,C,1,1004, 	(26-FEB-2025 10:16:54)
2,92,C,1,1001, 	(26-FEB-2025 10:16:54)
2,92,C,1,1005, 	(26-FEB-2025 10:16:54)
2,104,C,1,1004, 	(26-FEB-2025 10:16:54)
2,104,C,1,1006, 	(26-FEB-2025 10:16:54)
2,104,C,1,1001, 	(26-FEB-2025 10:16:54)
2,104,C,1,1005, 	(26-FEB-2025 10:16:54)
2,105,C,1,1001, 	(26-FEB-2025 10:16:54)
2,105,C,1,1005, 	(26-FEB-2025 10:16:54)
2,105,C,1,1006, 	(26-FEB-2025 10:16:54)
2,105,C,2,1006, 	(26-FEB-2025 10:16:54)
2,105,C,2,1001, 	(26-FEB-2025 10:16:54)
2,105,C,2,1005, 	(26-FEB-2025 10:16:54)
2,105,C,3,1006, 	(26-FEB-2025 10:16:54)
2,105,C,3,1005, 	(26-FEB-2025 10:16:54)
2,105,C,3,1001, 	(26-FEB-2025 10:16:54)
2,105,C,4,1005, 	(26-FEB-2025 10:16:54)
2,105,C,4,1001, 	(26-FEB-2025 10:16:54)
2,105,C,4,1006, 	(26-FEB-2025 10:16:54)
2,105,C,5,1005, 	(26-FEB-2025 10:16:54)
2,105,C,5,1001, 	(26-FEB-2025 10:16:54)
2,105,C,5,1003, 	(26-FEB-2025 10:16:54)
2,105,C,6,1001, 	(26-FEB-2025 10:16:54)
2,105,C,6,1005, 	(26-FEB-2025 10:16:54)
2,105,C,6,1003, 	(26-FEB-2025 10:16:54)
2,162,C,1,1006, 	(26-FEB-2025 10:16:54)
2,162,C,1,1001, 	(26-FEB-2025 10:16:54)
2,151,C,1,1004, 	(26-FEB-2025 10:16:54)
2,151,C,1,1006, 	(26-FEB-2025 10:16:54)
2,151,C,1,1001, 	(26-FEB-2025 10:16:54)
2,151,C,1,1003, 	(26-FEB-2025 10:16:54)
2,151,C,1,1005, 	(26-FEB-2025 10:16:54)
2,151,C,2,1001, 	(26-FEB-2025 10:16:54)
2,106,C,1,1001, 	(26-FEB-2025 10:16:54)
2,106,C,1,1003, 	(26-FEB-2025 10:16:54)
2,106,C,1,1006, 	(26-FEB-2025 10:16:54)
2,107,C,1,1004, 	(26-FEB-2025 10:16:54)
2,107,C,1,1001, 	(26-FEB-2025 10:16:54)
2,107,C,1,1006, 	(26-FEB-2025 10:16:54)
2,107,C,1,1005, 	(26-FEB-2025 10:16:54)
2,190,C,1,1005, 	(26-FEB-2025 10:16:54)
2,190,C,1,1001, 	(26-FEB-2025 10:16:54)
2,190,C,1,1003, 	(26-FEB-2025 10:16:54)
2,190,C,1,1004, 	(26-FEB-2025 10:16:54)
2,190,C,2,1005, 	(26-FEB-2025 10:16:54)
2,190,C,2,1004, 	(26-FEB-2025 10:16:54)
2,190,C,2,1001, 	(26-FEB-2025 10:16:54)
2,176,C,1,1006, 	(26-FEB-2025 10:16:54)
2,176,C,1,1001, 	(26-FEB-2025 10:16:54)
2,176,C,1,1004, 	(26-FEB-2025 10:16:54)
2,176,C,1,1005, 	(26-FEB-2025 10:16:54)
2,188,C,1,1001, 	(26-FEB-2025 10:16:54)
2,188,C,1,1006, 	(26-FEB-2025 10:16:54)
2,188,C,1,1003, 	(26-FEB-2025 10:16:54)
2,320,C,1,1001, 	(26-FEB-2025 10:16:54)
2,320,C,1,1006, 	(26-FEB-2025 10:16:54)
2,320,C,1,1003, 	(26-FEB-2025 10:16:54)
2,202,C,1,1001, 	(26-FEB-2025 10:16:54)
2,202,C,1,1006, 	(26-FEB-2025 10:16:54)
2,202,C,1,1003, 	(26-FEB-2025 10:16:54)
2,202,C,2,1006, 	(26-FEB-2025 10:16:54)
2,202,C,2,1003, 	(26-FEB-2025 10:16:54)
2,202,C,2,1001, 	(26-FEB-2025 10:16:54)
2,277,C,1,1001, 	(26-FEB-2025 10:16:54)
2,277,C,1,1003, 	(26-FEB-2025 10:16:54)
2,277,C,1,1006, 	(26-FEB-2025 10:16:54)
2,167,C,1,1001, 	(26-FEB-2025 10:16:54)
2,167,C,1,1006, 	(26-FEB-2025 10:16:54)
2,122,C,1,1006, 	(26-FEB-2025 10:16:54)
2,122,C,1,1003, 	(26-FEB-2025 10:16:54)
2,122,C,1,1001, 	(26-FEB-2025 10:16:54)
2,122,C,1,1004, 	(26-FEB-2025 10:16:54)
2,122,C,2,1006, 	(26-FEB-2025 10:16:54)
2,122,C,2,1003, 	(26-FEB-2025 10:16:54)
2,122,C,2,1004, 	(26-FEB-2025 10:16:54)
2,122,C,2,1001, 	(26-FEB-2025 10:16:54)
2,174,C,1,1006, 	(26-FEB-2025 10:16:54)
2,174,C,1,1001, 	(26-FEB-2025 10:16:54)
2,181,C,1,1006, 	(26-FEB-2025 10:16:54)
2,181,C,1,1005, 	(26-FEB-2025 10:16:54)
2,181,C,1,1001, 	(26-FEB-2025 10:16:54)
2,181,C,1,1004, 	(26-FEB-2025 10:16:54)
2,183,C,1,1004, 	(26-FEB-2025 10:16:54)
2,183,C,1,1006, 	(26-FEB-2025 10:16:54)
2,183,C,1,1005, 	(26-FEB-2025 10:16:54)
2,183,C,1,1001, 	(26-FEB-2025 10:16:54)
2,184,C,1,1006, 	(26-FEB-2025 10:16:54)
2,184,C,1,1001, 	(26-FEB-2025 10:16:54)
2,123,C,1,1001, 	(26-FEB-2025 10:16:54)
2,123,C,1,1006, 	(26-FEB-2025 10:16:54)
2,123,C,1,1005, 	(26-FEB-2025 10:16:54)
2,123,C,1,1004, 	(26-FEB-2025 10:16:54)
2,121,C,1,1005, 	(26-FEB-2025 10:16:54)
2,121,C,1,1006, 	(26-FEB-2025 10:16:54)
2,121,C,1,1001, 	(26-FEB-2025 10:16:54)
2,121,C,1,1004, 	(26-FEB-2025 10:16:54)
2,119,C,1,1006, 	(26-FEB-2025 10:16:54)
2,119,C,1,1001, 	(26-FEB-2025 10:16:54)
2,119,C,1,1003, 	(26-FEB-2025 10:16:54)
2,119,C,1,1005, 	(26-FEB-2025 10:16:54)
2,118,C,1,1004, 	(26-FEB-2025 10:16:54)
2,118,C,1,1001, 	(26-FEB-2025 10:16:54)
2,118,C,1,1006, 	(26-FEB-2025 10:16:54)
2,118,C,1,1005, 	(26-FEB-2025 10:16:54)
2,130,C,1,1003, 	(26-FEB-2025 10:16:54)
2,130,C,1,1004, 	(26-FEB-2025 10:16:54)
2,130,C,1,1006, 	(26-FEB-2025 10:16:54)
2,130,C,1,1001, 	(26-FEB-2025 10:16:54)
2,130,C,1,1005, 	(26-FEB-2025 10:16:54)
2,2,B,1,1005, 	(26-FEB-2025 10:16:54)
2,2,B,1,1004, 	(26-FEB-2025 10:16:54)
2,2,B,1,1001, 	(26-FEB-2025 10:16:54)
2,2,B,1,1002, 	(26-FEB-2025 10:16:54)
2,2,B,1,1003, 	(26-FEB-2025 10:16:54)
2,2,B,2,1001, 	(26-FEB-2025 10:16:54)
2,2,B,2,1004, 	(26-FEB-2025 10:16:54)
2,2,B,2,1005, 	(26-FEB-2025 10:16:54)
2,2,B,3,1005, 	(26-FEB-2025 10:16:54)
2,2,B,3,1004, 	(26-FEB-2025 10:16:54)
2,2,B,3,1001, 	(26-FEB-2025 10:16:54)
1,67,T,1,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
1,67,T,1,1002, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
1,67,T,1,1003, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
1,67,T,1,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
1,67,T,1,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
1,67,T,1,1006, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
1,67,T,1,1007, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,13,C,1,1003, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,24,C,1,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,29,C,7,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,31,C,1,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,36,C,4,1003, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,52,C,1,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,52,C,2,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,52,C,3,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,52,C,3,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,1,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,1,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,2,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,2,1002, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,2,1003, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,2,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,2,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,3,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,3,1003, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,3,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,3,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,4,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,4,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,4,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,5,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,5,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,6,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,6,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,6,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,7,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,7,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,7,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,8,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,8,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,8,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,9,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,9,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,9,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,10,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,10,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,10,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,11,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,11,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,11,1005, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,C,11,1006, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,T,1,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,T,2,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,T,3,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,154,T,4,1001, 	(26-FEB-2025 10:16:54)	 (Not Deleted)
2,207,C,1,1004, 	(26-FEB-2025 10:16:54)	 (Not Deleted)

TOTAL DATA DELETED : ,729,,,, 	(26-FEB-2025 10:16:54)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_PLANT_TAX()>>,,,, 	(26-FEB-2025 10:16:54)
 
