

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(17-MAY-2025 17:52:51)
240 , LORVTPL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
241 , LUMGLAP , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
86 , MANIKAR , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
87 , MARUTIS , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
243 , MAXGLTD , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
244 , LLPMILL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
245 , LTDMILG , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
246 , MILVITL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
88 , MINDLTD , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
89 , MMPINDL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
247 , MOINLIM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
248 , MOSPLTD , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
90 , NAGAFCL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
91 , NARMADA , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
166 , ESSAREX , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
92 , NEL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
250 , OWECORN , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
93 , PETNETLNG , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
94 , PRISM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
252 , QUCELTD , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
253 , RAMALIM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
 , RANDSIN , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
139 , SASANPO , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
95 , SENTOVI , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
96 , SHOLAGA , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
97 , SHREELI , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
258 , SIVPLTD , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
259 , SIYARAM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
260 , SIYALIM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
261 , SOLIMIC , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
262 , SPARVIT , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
98 , SRAVANT , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
142 , SGIPLTD , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
266 , TAURLES , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
267 , TTRPKPR , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
99 , THERLIM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
100 , THGBGPL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
145 , THYESTP , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
101 , TORRAUI , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
274 , VARGRAN , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
275 , VENIRAM , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
102 , VITOLAPL , R , 14/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
103 , IOCL , R , 16/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
169 , INGASTD , R , 28/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
104 , TASTELI , R , 30/12/2022 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
105 , HMEL , R , 04/01/2023 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
211 , DIL , R , 01/01/2023 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
162 , BOROREN , R , 05/01/2023 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
151 , KINGASP , R , 13/01/2023 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
163 , CEUPGAS , R , 13/01/2023 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
173 , KNPFCHL , R , 18/01/2023 00:00:00, 	(17-MAY-2025 17:52:51)	 (Not Inserted)
106 , RATNAGI , R , 19/01/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
180 , RAJRAIR , R , 19/01/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
 , TRILEGL , R , 03/02/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
190 , AGPCGIN , R , 09/02/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
176 , NESTLIN , R , 10/02/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
110 , SITMEFZ , R , 08/03/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
188 , VISHPRI , R , 14/03/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
 , NEETMAN , R , 16/03/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
185 , SOMANYL , R , 16/03/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
202 , BHOGATD , R , 03/04/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
186 , VEDALTD , R , 13/04/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
277 , VIGASLD , R , 18/04/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
167 , GOLDPFG , R , 20/04/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
165 , EICLLTD , R , 27/04/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
 , CAIRENH  , R , 17/05/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
168 , GSIGLIM , R , 18/05/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
168 , GSIGLIM , R , 18/05/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
120 , KSHITIJ , R , 26/05/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
122 , GAILGAS , R , 01/06/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
182 , SUDSOME , R , 12/06/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
174 , KUTCHCL , R , 20/06/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
251 , PIINDUS  , R , 30/06/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
278 , SEMTEXP , R , 01/04/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
108 , GRINDUS , R , 05/07/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
161 , ATCATMO , R , 16/08/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
 , POSCO MAHA , R , 29/08/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
181 , SANENER , R , 21/09/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
183 , SUMGLAS , R , 27/09/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
184 , SVTPLIN , R , 28/09/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
112 , SPSSETL1 , R , 02/10/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
170 , INPOWGL , R , 04/10/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
179 , PRPWCRP , R , 05/10/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
113 , SIETCO , R , 11/10/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
171 , INVPTRO , R , 24/10/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
172 , JINDAST , R , 15/12/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
123 , AVGL , R , 20/12/2023 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
 , MIZGURB , R , 04/01/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
121 , NGPL , R , 19/01/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
115 , SILS , R , 21/02/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
114 , STASCO , R , 14/02/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
119 , ROCKIND , R , 23/02/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
177 , NIRMARM , R , 11/03/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
175 , MEDCIGA , R , 03/04/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
118 , LANCOKO , R , 05/04/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
130 , CRMNDEL , R , 01/07/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
132 , VERBINL , R , 23/07/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
215 , EASTPDC , R , 06/08/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
205 , CELLOCP , R , 07/10/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
271 , TRIVRPL , R , 07/10/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
281 , SEIPLDY , R , 01/10/2024 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
237 , LLOYMEN , R , 13/01/2025 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
134 , GSINLIM , R , 13/01/2025 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
282 , JMB , R , 01/04/2006 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
 , BOXCO , R , 11/08/2014 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
232 , JBB , R , 01/04/2007 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
126 , SGSINDIA , R , 01/04/2007 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
264 , SSAPL , R , 01/04/2013 00:00:00, 	(17-MAY-2025 17:52:52)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,318,,, 	(17-MAY-2025 17:52:52)
 

TOTAL DATA INSERTED : ,0,,, 	(17-MAY-2025 17:52:52)
 

TOTAL SKIPPED DATA ,318,,, 	(17-MAY-2025 17:52:52)
 
<<END>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(17-MAY-2025 17:52:52)
 

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(17-MAY-2025 17:52:52)
 
COMPANY_CD,CD,ABBR,SEQ,ENTITY,TIMESTAMP
2, 1 , RIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 2 , MGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 3 , GSPCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 4 , Gail , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 4 , Gail , 2,R, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , BPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , EPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 217 , ESL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 5 , NTPC , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 6 , KRIBHCO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 7 , DFPCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 8 , AIGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 218 , ESEZ , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , KSFL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 242 , MAHAGENCO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 249 , NPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 9 , SIGIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 225 , VIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , VSIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 10 , GGCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 11 , TPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 280 , WMSL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 12 , MNGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 13 , IGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 14 , BPCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 14 , BPCL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 269 , TEL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 15 , HPCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 15 , HPCL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 16 , JSW , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 17 , BGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 18 , GSFC , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 228 , H-Energy , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 160 , SIMPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 19 , ATGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 20 , AMNS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 20 , AMNS , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 154 , SEMTPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 154 , SEMTPL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 21 , SGIPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 22 , VGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 23 , PGPGPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 24 , HCG , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 25 , GGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 26 , CFC , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 27 , IFFCO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 28 , HGL-RLNG , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 29 , PipeInfra , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 29 , PipeInfra , 2,R, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 30 , NFL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 31 , HSIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , VVF , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 32 , KFL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 197 , BIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 254 , RIPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 207 , CP , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 150 , HALHFGL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 187 , VIDUWIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 33 , AGP CGD , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 34 , MINDA , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 238 , LEIPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 35 , SCHOTT , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 36 , HIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 37 , HCGD-B , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 198 , BIPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 220 , EXXARO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 257 , STVPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 233 , JGPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 279 , WALLCERA , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 193 , ASTIS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 109 , PROTON , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 192 , ANTIQUE , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 149 , ACEGRAL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 38 , KAJARIA , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 222 , GASGROWS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 39 , SISECAM , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 40 , ATPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 41 , OPAL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 234 , JKPAPER , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 263 , STL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 273 , UEPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 206 , CELLO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 204 , CALDERYS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 42 , RCF , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 201 , BWRL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 235 , KRYO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 276 , VIRGO , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 196 , BLPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 223 , GIPSKARTON , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 270 , TGPL , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 116 , SELNG , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 256 , SITME , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , DT , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 268 , ThirdParty , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 152 , GUNSPL , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 1 , RIL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 43 , BP , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , AMNS-T , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 1 , RIL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 45 , GSPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 45 , GSPL , 2,R, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 46 , TGLPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 47 , TGBPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 48 , BGEPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 231 , IMCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 49 , VVF India , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 50 , GNFC , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 140 , MEGHHQX , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 51 , ONGC , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 52 , GLIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 272 , UGEL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 255 , SGI-AP , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , IGX , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 53 , RGPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 53 , RGPL , 2,R, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 224 , GTIPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , GSPL-C , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 117 , PEPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 54 , GFCL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2,  , DERL , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 55 , CPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 56 , IRM , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 57 , PPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 58 , YARALTD , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 59 , INPEROX , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 60 , RAFECHL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 124 , MGRPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 124 , MGRPL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 208 , CNTENKA , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 61 , EFSPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 61 , EFSPL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 158 , HINDURV , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 227 , HCGPUTE , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 63 , GOAGLSF , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 64 , IGSPL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 64 , IGSPL , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 65 , PEFORCV , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 66 , BHEL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 210 , COMFIND , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 67 , DCMSHRI , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 81 , HOECLTD , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 81 , HOECLTD , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 144 , HINAGIL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 147 , HPOIGAS , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 86 , MANIKAR , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 166 , ESSAREX , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 92 , NEL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 104 , TASTELI , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 105 , HMEL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 211 , DIL , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 162 , BOROREN , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 151 , KINGASP , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 106 , RATNAGI , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 107 , IDOINVA , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 107 , IDOINVA , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 190 , AGPCGIN , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 176 , NESTLIN , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 110 , SITMEFZ , 1,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 188 , VISHPRI , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 185 , SOMANYL , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 202 , BHOGATD , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 186 , VEDALTD , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 186 , VEDALTD , 2,T, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 277 , VIGASLD , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
2, 167 , GOLDPFG , 1,C, 	(17-MAY-2025 17:52:52)	 (Not Inserted)
