

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 14:34:24)
134 , GSINLIM,13/01/2025 00:00:00, 	(28-FEB-2025 14:34:26)
 , JMB,01/04/2005 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
 , BOXCO,11/08/2014 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 14:34:26)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
232 , JBB,01/04/2007 00:00:00, 	(28-FEB-2025 14:34:26)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 14:34:26)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 14:34:26)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 14:34:26)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)

TOTAL DATA IN EXCEL :,339,, 	(28-FEB-2025 14:34:26)
 

TOTAL DATA INSERTED : ,281,, 	(28-FEB-2025 14:34:26)
 

TOTAL SKIPPED DATA ,58,, 	(28-FEB-2025 14:34:26)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 14:34:26)
 
