

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(07-MAR-2025 16:32:33)
CAUSTIC SODA ETC.,, 	(07-MAR-2025 16:32:59)
HEAVY ACIDS,, 	(07-MAR-2025 16:32:59)
OTHER INORG.CHEM,, 	(07-MAR-2025 16:32:59)
PETRO-CHEM OTHERS,, 	(07-MAR-2025 16:32:59)
PETROCHEM -GAS BASED,, 	(07-MAR-2025 16:32:59)
DYES & DYE STUFFS,, 	(07-MAR-2025 16:32:59)
SYNTHETIC RUBBER,, 	(07-MAR-2025 16:32:59)
PESTI./AGRO CHEM,, 	(07-MAR-2025 16:32:59)
OTHER ORG.CHEMICAL,, 	(07-MAR-2025 16:32:59)
DRUGS&PHARMACEUTICAL,, 	(07-MAR-2025 16:32:59)
PAINTS ETC,, 	(07-MAR-2025 16:32:59)
INDU EXPLOSIVE,, 	(07-MAR-2025 16:32:59)
CALCINATION PLANTS,, 	(07-MAR-2025 16:32:59)
SOAPS ETC,, 	(07-MAR-2025 16:32:59)
MISC CHEM INDU,, 	(07-MAR-2025 16:32:59)
CEMENT/BUILD MAT,, 	(07-MAR-2025 16:32:59)
BITUMEN/BUILD.MAT,, 	(07-MAR-2025 16:32:59)
CIVIL MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(07-MAR-2025 16:32:59)
LDC,, 	(07-MAR-2025 16:32:59)

TOTAL DATA IN EXCEL : ,97, 	(07-MAR-2025 16:32:59)
 

TOTAL DATA INSERTED : ,96, 	(07-MAR-2025 16:32:59)
 

TOTAL SKIPPED DATA ,0, 	(07-MAR-2025 16:32:59)
 
<<END>>,<<FMS_SECTOR_DTL>>, 	(07-MAR-2025 16:32:59)
 
