

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(09-APR-2025 19:51:24)
<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(09-APR-2025 19:51:56)
 
COMPANY_CD,CD,ABBR,SEQ,ENTITY,TIMESTAMP
2 ,1 , RIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,2 , MGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,3 , GSPCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,4 , Gail , 1,C, 	(09-APR-2025 19:51:56)
2 ,4 , Gail , 2,R, 	(09-APR-2025 19:51:56)
2,  , BPL , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2,  , EPL , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,217 , ESL , 1,C, 	(09-APR-2025 19:51:56)
2 ,5 , NTPC , 1,C, 	(09-APR-2025 19:51:56)
2 ,6 , KRIBHCO , 1,C, 	(09-APR-2025 19:51:56)
2 ,7 , DFPCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,8 , AIGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,218 , ESEZ , 1,C, 	(09-APR-2025 19:51:56)
2,  , KSFL , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,242 , MAHAGENCO , 1,C, 	(09-APR-2025 19:51:56)
2 ,249 , NPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,9 , SIGIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,225 , VIL , 1,C, 	(09-APR-2025 19:51:56)
2,  , VSIL , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,10 , GGCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,11 , TPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,280 , WMSL , 1,C, 	(09-APR-2025 19:51:56)
2 ,12 , MNGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,13 , IGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,14 , BPCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,14 , BPCL , 2,T, 	(09-APR-2025 19:51:56)
2 ,269 , TEL , 1,C, 	(09-APR-2025 19:51:56)
2 ,15 , HPCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,15 , HPCL , 2,T, 	(09-APR-2025 19:51:56)
2 ,16 , JSW , 1,C, 	(09-APR-2025 19:51:56)
2 ,17 , BGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,18 , GSFC , 1,C, 	(09-APR-2025 19:51:56)
2 ,228 , H-Energy , 1,C, 	(09-APR-2025 19:51:56)
2 ,160 , SIMPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,19 , ATGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,20 , AMNS , 1,C, 	(09-APR-2025 19:51:56)
2 ,20 , AMNS , 2,T, 	(09-APR-2025 19:51:56)
2 ,154 , SEMTPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,154 , SEMTPL , 2,T, 	(09-APR-2025 19:51:56)
2 ,21 , SGIPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,22 , VGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,23 , PGPGPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,24 , HCG , 1,C, 	(09-APR-2025 19:51:56)
2 ,25 , GGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,26 , CFC , 1,C, 	(09-APR-2025 19:51:56)
2 ,27 , IFFCO , 1,C, 	(09-APR-2025 19:51:56)
2 ,28 , HGL-RLNG , 1,C, 	(09-APR-2025 19:51:56)
2 ,29 , PipeInfra , 1,C, 	(09-APR-2025 19:51:56)
2 ,29 , PipeInfra , 2,R, 	(09-APR-2025 19:51:56)
2 ,30 , NFL , 1,C, 	(09-APR-2025 19:51:56)
2 ,31 , HSIL , 1,C, 	(09-APR-2025 19:51:56)
2,  , VVF , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,32 , KFL , 1,C, 	(09-APR-2025 19:51:56)
2 ,197 , BIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,254 , RIPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,207 , CP , 1,C, 	(09-APR-2025 19:51:56)
2 ,150 , HALHFGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,187 , VIDUWIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,33 , AGP CGD , 1,C, 	(09-APR-2025 19:51:56)
2 ,34 , MINDA , 1,C, 	(09-APR-2025 19:51:56)
2 ,238 , LEIPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,35 , SCHOTT , 1,C, 	(09-APR-2025 19:51:56)
2 ,36 , HIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,37 , HCGD-B , 1,C, 	(09-APR-2025 19:51:56)
2 ,198 , BIPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,220 , EXXARO , 1,C, 	(09-APR-2025 19:51:56)
2 ,257 , STVPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,233 , JGPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,279 , WALLCERA , 1,C, 	(09-APR-2025 19:51:56)
2 ,193 , ASTIS , 1,C, 	(09-APR-2025 19:51:56)
2 ,109 , PROTON , 1,C, 	(09-APR-2025 19:51:56)
2 ,192 , ANTIQUE , 1,C, 	(09-APR-2025 19:51:56)
2 ,149 , ACEGRAL , 1,C, 	(09-APR-2025 19:51:56)
2 ,38 , KAJARIA , 1,C, 	(09-APR-2025 19:51:56)
2 ,222 , GASGROWS , 1,C, 	(09-APR-2025 19:51:56)
2 ,39 , SISECAM , 1,C, 	(09-APR-2025 19:51:56)
2 ,40 , ATPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,41 , OPAL , 1,C, 	(09-APR-2025 19:51:56)
2 ,234 , JKPAPER , 1,C, 	(09-APR-2025 19:51:56)
2 ,263 , STL , 1,C, 	(09-APR-2025 19:51:56)
2 ,273 , UEPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,206 , CELLO , 1,C, 	(09-APR-2025 19:51:56)
2 ,204 , CALDERYS , 1,C, 	(09-APR-2025 19:51:56)
2 ,42 , RCF , 1,C, 	(09-APR-2025 19:51:56)
2 ,201 , BWRL , 1,C, 	(09-APR-2025 19:51:56)
2 ,235 , KRYO , 1,C, 	(09-APR-2025 19:51:56)
2 ,276 , VIRGO , 1,C, 	(09-APR-2025 19:51:56)
2 ,196 , BLPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,223 , GIPSKARTON , 1,C, 	(09-APR-2025 19:51:56)
2 ,270 , TGPL , 1,T, 	(09-APR-2025 19:51:56)
2 ,116 , SELNG , 1,T, 	(09-APR-2025 19:51:56)
2 ,256 , SITME , 1,T, 	(09-APR-2025 19:51:56)
2,  , DT , 1,T, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,268 , ThirdParty , 1,T, 	(09-APR-2025 19:51:56)
2 ,152 , GUNSPL , 1,T, 	(09-APR-2025 19:51:56)
2 ,1 , RIL , 2,T, 	(09-APR-2025 19:51:56)
2 ,43 , BP , 1,T, 	(09-APR-2025 19:51:56)
2,  , AMNS-T , 1,T, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2, 1 , RIL , 2,T, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,45 , GSPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,45 , GSPL , 2,R, 	(09-APR-2025 19:51:56)
2 ,46 , TGLPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,47 , TGBPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,48 , BGEPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,231 , IMCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,49 , VVF India , 1,C, 	(09-APR-2025 19:51:56)
2 ,50 , GNFC , 1,C, 	(09-APR-2025 19:51:56)
2 ,140 , MEGHHQX , 1,C, 	(09-APR-2025 19:51:56)
2 ,51 , ONGC , 1,T, 	(09-APR-2025 19:51:56)
2 ,52 , GLIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,272 , UGEL , 1,C, 	(09-APR-2025 19:51:56)
2 ,255 , SGI-AP , 1,C, 	(09-APR-2025 19:51:56)
2,  , IGX , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,53 , RGPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,53 , RGPL , 2,R, 	(09-APR-2025 19:51:56)
2 ,224 , GTIPL , 1,C, 	(09-APR-2025 19:51:56)
2,  , GSPL-C , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,117 , PEPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,54 , GFCL , 1,C, 	(09-APR-2025 19:51:56)
2,  , DERL , 1,T, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,55 , CPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,56 , IRM , 1,C, 	(09-APR-2025 19:51:56)
2 ,57 , PPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,58 , YARALTD , 1,C, 	(09-APR-2025 19:51:56)
2 ,59 , INPEROX , 1,C, 	(09-APR-2025 19:51:56)
2 ,60 , RAFECHL , 1,C, 	(09-APR-2025 19:51:56)
2 ,124 , MGRPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,124 , MGRPL , 2,T, 	(09-APR-2025 19:51:56)
2 ,208 , CNTENKA , 1,C, 	(09-APR-2025 19:51:56)
2 ,61 , EFSPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,61 , EFSPL , 2,T, 	(09-APR-2025 19:51:56)
2 ,158 , HINDURV , 1,C, 	(09-APR-2025 19:51:56)
2 ,227 , HCGPUTE , 1,C, 	(09-APR-2025 19:51:56)
2 ,63 , GOAGLSF , 1,C, 	(09-APR-2025 19:51:56)
2 ,64 , IGSPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,64 , IGSPL , 2,T, 	(09-APR-2025 19:51:56)
2 ,65 , PEFORCV , 1,C, 	(09-APR-2025 19:51:56)
2 ,66 , BHEL , 1,C, 	(09-APR-2025 19:51:56)
2 ,210 , COMFIND , 1,C, 	(09-APR-2025 19:51:56)
2 ,67 , DCMSHRI , 1,C, 	(09-APR-2025 19:51:56)
2 ,81 , HOECLTD , 1,C, 	(09-APR-2025 19:51:56)
2 ,81 , HOECLTD , 2,T, 	(09-APR-2025 19:51:56)
2 ,144 , HINAGIL , 1,C, 	(09-APR-2025 19:51:56)
2 ,147 , HPOIGAS , 1,C, 	(09-APR-2025 19:51:56)
2 ,86 , MANIKAR , 1,C, 	(09-APR-2025 19:51:56)
2 ,166 , ESSAREX , 1,T, 	(09-APR-2025 19:51:56)
2 ,92 , NEL , 1,C, 	(09-APR-2025 19:51:56)
2 ,104 , TASTELI , 1,C, 	(09-APR-2025 19:51:56)
2 ,105 , HMEL , 1,C, 	(09-APR-2025 19:51:56)
2 ,211 , DIL , 1,T, 	(09-APR-2025 19:51:56)
2 ,162 , BOROREN , 1,C, 	(09-APR-2025 19:51:56)
2 ,151 , KINGASP , 1,C, 	(09-APR-2025 19:51:56)
2 ,106 , RATNAGI , 1,C, 	(09-APR-2025 19:51:56)
2 ,107 , IDOINVA , 1,C, 	(09-APR-2025 19:51:56)
2, 107 , IDOINVA , 1,C, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,190 , AGPCGIN , 1,C, 	(09-APR-2025 19:51:56)
2 ,176 , NESTLIN , 1,C, 	(09-APR-2025 19:51:56)
2 ,110 , SITMEFZ , 1,T, 	(09-APR-2025 19:51:56)
2 ,188 , VISHPRI , 1,C, 	(09-APR-2025 19:51:56)
2 ,185 , SOMANYL , 1,C, 	(09-APR-2025 19:51:56)
2 ,202 , BHOGATD , 1,C, 	(09-APR-2025 19:51:56)
2 ,186 , VEDALTD , 1,C, 	(09-APR-2025 19:51:56)
2 ,186 , VEDALTD , 2,T, 	(09-APR-2025 19:51:56)
2 ,277 , VIGASLD , 1,C, 	(09-APR-2025 19:51:56)
2 ,167 , GOLDPFG , 1,C, 	(09-APR-2025 19:51:56)
2 ,159 , CAIRENH , 1,T, 	(09-APR-2025 19:51:56)
2 ,168 , GSIGLIM , 1,R, 	(09-APR-2025 19:51:56)
2 ,122 , GAILGAS , 1,C, 	(09-APR-2025 19:51:56)
2 ,174 , KUTCHCL , 1,C, 	(09-APR-2025 19:51:56)
2 ,278 , SEMTEXP , 1,C, 	(09-APR-2025 19:51:56)
2 ,278 , SEMTEXP , 2,T, 	(09-APR-2025 19:51:56)
2 ,181 , SANENER , 1,C, 	(09-APR-2025 19:51:56)
2 ,181 , SANENER , 2,T, 	(09-APR-2025 19:51:56)
2 ,183 , SUMGLAS , 1,C, 	(09-APR-2025 19:51:56)
2 ,184 , SVTPLIN , 1,C, 	(09-APR-2025 19:51:56)
2 ,112 , SPSSETL1 , 1,T, 	(09-APR-2025 19:51:56)
2 ,113 , SIETCO , 1,T, 	(09-APR-2025 19:51:56)
2 ,123 , AVGL , 1,C, 	(09-APR-2025 19:51:56)
2 ,121 , NGPL , 1,C, 	(09-APR-2025 19:51:56)
2 ,115 , SILS , 1,T, 	(09-APR-2025 19:51:56)
2 ,114 , STASCO , 1,C, 	(09-APR-2025 19:51:56)
2 ,114 , STASCO , 2,T, 	(09-APR-2025 19:51:56)
2 ,119 , ROCKIND , 1,C, 	(09-APR-2025 19:51:56)
2 ,118 , LANCOKO , 1,C, 	(09-APR-2025 19:51:56)
2 ,130 , CRMNDEL , 1,C, 	(09-APR-2025 19:51:56)
2 ,281 , SEIPLDY , 1,C, 	(09-APR-2025 19:51:56)
2 ,134 , GSINLIM , 1,R, 	(09-APR-2025 19:51:56)
2,  , JMB , 1,H, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2,  , BOXCO , 1,H, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,265 , SLPL , 1,H, 	(09-APR-2025 19:51:56)
2, 265 , SLPL , 1,H, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,232 , JBB , 1,V, 	(09-APR-2025 19:51:56)
2 ,126 , SGSINDIA , 1,S, 	(09-APR-2025 19:51:56)
2, 232 , JBB , 1,S, 	(09-APR-2025 19:51:56)	 (Not Inserted)
2 ,264 , SSAPL , 1,S, 	(09-APR-2025 19:51:56)

TOTAL DATA IN EXCEL : ,195,,,, 	(09-APR-2025 19:51:56)
 

TOTAL DATA INSERTED : ,179,,,, 	(09-APR-2025 19:51:56)
 

TOTAL SKIPPED DATA ,16,,,, 	(09-APR-2025 19:51:56)
 
<<END>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(09-APR-2025 19:51:56)
 

<<START>>,<<FMS_SECTOR_MST>>, 	(09-APR-2025 19:51:56)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(09-APR-2025 19:51:56)
ELLECTRICAL/ ELECTRONICS,, 	(09-APR-2025 19:51:56)
HEAVY MACHINES,, 	(09-APR-2025 19:51:56)
LIGHT MACHINES,, 	(09-APR-2025 19:51:56)
AIRCRAFTS,, 	(09-APR-2025 19:51:56)
SHIPBUILD. & REPAIRS,, 	(09-APR-2025 19:51:56)
TRUCKS&PASS VEHICALS,, 	(09-APR-2025 19:51:56)
SCOOTERS ETC,, 	(09-APR-2025 19:51:56)
HIGH PRESSURE VESSEL,, 	(09-APR-2025 19:51:56)
MECH. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
STRUCTURAL WORKS,, 	(09-APR-2025 19:51:56)
IRON & STEEL PLANTS,, 	(09-APR-2025 19:51:56)
IRON & STEEL REWORKS,, 	(09-APR-2025 19:51:56)
ALUMINIUM,, 	(09-APR-2025 19:51:56)
FOUNDRIES/CASTINGS,, 	(09-APR-2025 19:51:56)
FERROUS ALLOYS,, 	(09-APR-2025 19:51:56)
METAL. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
CANDLE INDUSTRY,, 	(09-APR-2025 19:51:56)
MATCHES,, 	(09-APR-2025 19:51:56)
RUBBER TYRES & TUBES,, 	(09-APR-2025 19:51:56)
PAPER PRODUCTS,, 	(09-APR-2025 19:51:56)
INDU ABRASIVES,, 	(09-APR-2025 19:51:56)
GLASS/CERAMICS ETC,, 	(09-APR-2025 19:51:56)
PACKING MATERIALS,, 	(09-APR-2025 19:51:56)
PLASTIC INDUSTRIES,, 	(09-APR-2025 19:51:56)
LEATHER,, 	(09-APR-2025 19:51:56)
PROCESSOR,, 	(09-APR-2025 19:51:56)
TOBACCO PRODUCTS,, 	(09-APR-2025 19:51:56)
INDUS. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
COTTON MILLS HOSIERY,, 	(09-APR-2025 19:51:56)
JUTE MILLS,, 	(09-APR-2025 19:51:56)
SYN.FIBRE/RAYON MF,, 	(09-APR-2025 19:51:56)
TEXTI. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
PET.EXPLO&PROD,, 	(09-APR-2025 19:51:56)
IRON ORE,, 	(09-APR-2025 19:51:56)
COAL,, 	(09-APR-2025 19:51:56)
BAUXITE,, 	(09-APR-2025 19:51:56)
MANGANESE,, 	(09-APR-2025 19:51:56)
STONE QUARRYING,, 	(09-APR-2025 19:51:56)
MINING MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
POST & TELEGRAPHS,, 	(09-APR-2025 19:51:56)
STATE ELEC. BOARDS,, 	(09-APR-2025 19:51:56)
CATERING & HOTELS,, 	(09-APR-2025 19:51:56)
UNIVERSITIES ETC,, 	(09-APR-2025 19:51:56)
LAUNDRIES,, 	(09-APR-2025 19:51:56)
REFINERIES,, 	(09-APR-2025 19:51:56)
TPP-OIL,, 	(09-APR-2025 19:51:56)
HYDEL POWER PLANTS,, 	(09-APR-2025 19:51:56)
ATOMIC POWER PLANTS,, 	(09-APR-2025 19:51:56)
GAS TURBINES,, 	(09-APR-2025 19:51:56)
POWER MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
RAILWAYS,, 	(09-APR-2025 19:51:56)
OTHER ROAD TRANSPORT,, 	(09-APR-2025 19:51:56)
STATE ROAD TRANSPORT,, 	(09-APR-2025 19:51:56)
SHIP. COASTAL,, 	(09-APR-2025 19:51:56)
SHIP. INTERNATIONAL,, 	(09-APR-2025 19:51:56)
INLAND WATERWAYS,, 	(09-APR-2025 19:51:56)
OTHERS (PORT TRUST),, 	(09-APR-2025 19:51:56)
DOMESTIC DIST.,, 	(09-APR-2025 19:51:56)
INDUSTRIAL DIST.,, 	(09-APR-2025 19:51:56)
OWN CONSUMPTION,, 	(09-APR-2025 19:51:56)
PARALLEL MARKETERS,, 	(09-APR-2025 19:51:56)
TEA PLANTATION,, 	(09-APR-2025 19:51:56)
RUBBER/COFFEE ETC,, 	(09-APR-2025 19:51:56)
FORESTRY&TIMBER,, 	(09-APR-2025 19:51:56)
AGRI.CROPS/ORCHARD,, 	(09-APR-2025 19:51:56)
SUGAR MILLS,, 	(09-APR-2025 19:51:56)
FLOUR MILLS ETC,, 	(09-APR-2025 19:51:56)
VEG. OIL MILLS,, 	(09-APR-2025 19:51:56)
FOOD PROCESSING,, 	(09-APR-2025 19:51:56)
DAIRIES&MILK PROC,, 	(09-APR-2025 19:51:56)
FISHERIES,, 	(09-APR-2025 19:51:56)
AGRI. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
DOMESTIC AIRLINES,, 	(09-APR-2025 19:51:56)
FOREIGN AIRLINES,, 	(09-APR-2025 19:51:56)
DAIRIES&MILK PROC,, 	(09-APR-2025 19:51:56)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(09-APR-2025 19:51:56)
CAUSTIC SODA ETC.,, 	(09-APR-2025 19:51:56)
HEAVY ACIDS,, 	(09-APR-2025 19:51:56)
OTHER INORG.CHEM,, 	(09-APR-2025 19:51:56)
PETRO-CHEM OTHERS,, 	(09-APR-2025 19:51:56)
PETROCHEM -GAS BASED,, 	(09-APR-2025 19:51:56)
DYES & DYE STUFFS,, 	(09-APR-2025 19:51:56)
SYNTHETIC RUBBER,, 	(09-APR-2025 19:51:56)
PESTI./AGRO CHEM,, 	(09-APR-2025 19:51:56)
OTHER ORG.CHEMICAL,, 	(09-APR-2025 19:51:56)
DRUGS&PHARMACEUTICAL,, 	(09-APR-2025 19:51:56)
PAINTS ETC,, 	(09-APR-2025 19:51:56)
INDU EXPLOSIVE,, 	(09-APR-2025 19:51:56)
CALCINATION PLANTS,, 	(09-APR-2025 19:51:56)
SOAPS ETC,, 	(09-APR-2025 19:51:56)
MISC CHEM INDU,, 	(09-APR-2025 19:51:56)
CEMENT/BUILD MAT,, 	(09-APR-2025 19:51:56)
BITUMEN/BUILD.MAT,, 	(09-APR-2025 19:51:56)
CIVIL MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(09-APR-2025 19:51:56)
LDC,, 	(09-APR-2025 19:51:56)

TOTAL DATA IN EXCEL : ,97, 	(09-APR-2025 19:51:56)
 

TOTAL DATA INSERTED : ,96, 	(09-APR-2025 19:51:56)
 

TOTAL SKIPPED DATA ,1, 	(09-APR-2025 19:51:56)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(09-APR-2025 19:51:56)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(09-APR-2025 19:51:56)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(09-APR-2025 19:51:56)
ELLECTRICAL/ ELECTRONICS,, 	(09-APR-2025 19:51:56)
HEAVY MACHINES,, 	(09-APR-2025 19:51:56)
LIGHT MACHINES,, 	(09-APR-2025 19:51:56)
AIRCRAFTS,, 	(09-APR-2025 19:51:56)
SHIPBUILD. & REPAIRS,, 	(09-APR-2025 19:51:56)
TRUCKS&PASS VEHICALS,, 	(09-APR-2025 19:51:56)
SCOOTERS ETC,, 	(09-APR-2025 19:51:56)
HIGH PRESSURE VESSEL,, 	(09-APR-2025 19:51:56)
MECH. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
STRUCTURAL WORKS,, 	(09-APR-2025 19:51:56)
IRON & STEEL PLANTS,, 	(09-APR-2025 19:51:56)
IRON & STEEL REWORKS,, 	(09-APR-2025 19:51:56)
ALUMINIUM,, 	(09-APR-2025 19:51:56)
FOUNDRIES/CASTINGS,, 	(09-APR-2025 19:51:56)
FERROUS ALLOYS,, 	(09-APR-2025 19:51:56)
METAL. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
CANDLE INDUSTRY,, 	(09-APR-2025 19:51:56)
MATCHES,, 	(09-APR-2025 19:51:56)
RUBBER TYRES & TUBES,, 	(09-APR-2025 19:51:56)
PAPER PRODUCTS,, 	(09-APR-2025 19:51:56)
INDU ABRASIVES,, 	(09-APR-2025 19:51:56)
GLASS/CERAMICS ETC,, 	(09-APR-2025 19:51:56)
PACKING MATERIALS,, 	(09-APR-2025 19:51:56)
PLASTIC INDUSTRIES,, 	(09-APR-2025 19:51:56)
LEATHER,, 	(09-APR-2025 19:51:56)
PROCESSOR,, 	(09-APR-2025 19:51:56)
TOBACCO PRODUCTS,, 	(09-APR-2025 19:51:56)
INDUS. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
COTTON MILLS HOSIERY,, 	(09-APR-2025 19:51:56)
JUTE MILLS,, 	(09-APR-2025 19:51:56)
SYN.FIBRE/RAYON MF,, 	(09-APR-2025 19:51:56)
TEXTI. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
PET.EXPLO&PROD,, 	(09-APR-2025 19:51:56)
IRON ORE,, 	(09-APR-2025 19:51:56)
COAL,, 	(09-APR-2025 19:51:56)
BAUXITE,, 	(09-APR-2025 19:51:56)
MANGANESE,, 	(09-APR-2025 19:51:56)
STONE QUARRYING,, 	(09-APR-2025 19:51:56)
MINING MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
POST & TELEGRAPHS,, 	(09-APR-2025 19:51:56)
STATE ELEC. BOARDS,, 	(09-APR-2025 19:51:56)
CATERING & HOTELS,, 	(09-APR-2025 19:51:56)
UNIVERSITIES ETC,, 	(09-APR-2025 19:51:56)
LAUNDRIES,, 	(09-APR-2025 19:51:56)
REFINERIES,, 	(09-APR-2025 19:51:56)
TPP-OIL,, 	(09-APR-2025 19:51:56)
HYDEL POWER PLANTS,, 	(09-APR-2025 19:51:56)
ATOMIC POWER PLANTS,, 	(09-APR-2025 19:51:56)
GAS TURBINES,, 	(09-APR-2025 19:51:56)
POWER MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
RAILWAYS,, 	(09-APR-2025 19:51:56)
OTHER ROAD TRANSPORT,, 	(09-APR-2025 19:51:56)
STATE ROAD TRANSPORT,, 	(09-APR-2025 19:51:56)
SHIP. COASTAL,, 	(09-APR-2025 19:51:56)
SHIP. INTERNATIONAL,, 	(09-APR-2025 19:51:56)
INLAND WATERWAYS,, 	(09-APR-2025 19:51:56)
OTHERS (PORT TRUST),, 	(09-APR-2025 19:51:56)
DOMESTIC DIST.,, 	(09-APR-2025 19:51:56)
INDUSTRIAL DIST.,, 	(09-APR-2025 19:51:56)
OWN CONSUMPTION,, 	(09-APR-2025 19:51:56)
PARALLEL MARKETERS,, 	(09-APR-2025 19:51:56)
TEA PLANTATION,, 	(09-APR-2025 19:51:56)
RUBBER/COFFEE ETC,, 	(09-APR-2025 19:51:56)
FORESTRY&TIMBER,, 	(09-APR-2025 19:51:56)
AGRI.CROPS/ORCHARD,, 	(09-APR-2025 19:51:56)
SUGAR MILLS,, 	(09-APR-2025 19:51:56)
FLOUR MILLS ETC,, 	(09-APR-2025 19:51:56)
VEG. OIL MILLS,, 	(09-APR-2025 19:51:56)
FOOD PROCESSING,, 	(09-APR-2025 19:51:56)
DAIRIES&MILK PROC,, 	(09-APR-2025 19:51:56)
FISHERIES,, 	(09-APR-2025 19:51:56)
AGRI. MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
DOMESTIC AIRLINES,, 	(09-APR-2025 19:51:56)
FOREIGN AIRLINES,, 	(09-APR-2025 19:51:56)
FERTILISER-GAS BASED,, 	(09-APR-2025 19:51:56)
CAUSTIC SODA ETC.,, 	(09-APR-2025 19:51:56)
HEAVY ACIDS,, 	(09-APR-2025 19:51:56)
OTHER INORG.CHEM,, 	(09-APR-2025 19:51:56)
PETRO-CHEM OTHERS,, 	(09-APR-2025 19:51:56)
PETROCHEM -GAS BASED,, 	(09-APR-2025 19:51:56)
DYES & DYE STUFFS,, 	(09-APR-2025 19:51:56)
SYNTHETIC RUBBER,, 	(09-APR-2025 19:51:56)
PESTI./AGRO CHEM,, 	(09-APR-2025 19:51:56)
OTHER ORG.CHEMICAL,, 	(09-APR-2025 19:51:56)
DRUGS&PHARMACEUTICAL,, 	(09-APR-2025 19:51:56)
PAINTS ETC,, 	(09-APR-2025 19:51:56)
INDU EXPLOSIVE,, 	(09-APR-2025 19:51:56)
CALCINATION PLANTS,, 	(09-APR-2025 19:51:56)
SOAPS ETC,, 	(09-APR-2025 19:51:56)
MISC CHEM INDU,, 	(09-APR-2025 19:51:56)
CEMENT/BUILD MAT,, 	(09-APR-2025 19:51:56)
BITUMEN/BUILD.MAT,, 	(09-APR-2025 19:51:56)
CIVIL MISCELLANEOUS,, 	(09-APR-2025 19:51:56)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(09-APR-2025 19:51:56)
LDC,, 	(09-APR-2025 19:51:56)

TOTAL DATA IN EXCEL : ,97, 	(09-APR-2025 19:51:56)
 

TOTAL DATA INSERTED : ,96, 	(09-APR-2025 19:51:56)
 

TOTAL SKIPPED DATA ,0, 	(09-APR-2025 19:51:56)
 
<<END>>,<<FMS_SECTOR_DTL>>, 	(09-APR-2025 19:51:56)
 
