

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(27-APR-2025 11:07:39)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:40)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:40)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:41)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:41)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825019, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825020, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:42)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:42)	 (Not Inserted)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:42)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825024, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825022, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825021, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825023, 4,D, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:43)
2,, , ,, ,, 	(27-APR-2025 11:07:43)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825029, 4,D, 	(27-APR-2025 11:07:44)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:07:44)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:44)
2,1, 0, 0,825026, 4,D, 	(27-APR-2025 11:07:44)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,1, 0, 0,825025, 4,D, 	(27-APR-2025 11:07:44)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(27-APR-2025 11:07:44)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:07:44)	 (Not Inserted)
