

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(03-MAY-2025 16:10:25)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,51, 0, 0,825094, 1,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825086, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825102, 1,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825041, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825086, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825095, 2,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825124, 5,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825093, 1,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825041, 4,D, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825095, 2,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825086, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825124, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825041, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825086, 0,D, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825095, 2,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825122, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825124, 5,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825041, 4,D, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825095, 2,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825041, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825086, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825094, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825094, 1,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,51, 0, 0,825095, 2,I, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825085, 0,D, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825101, 2,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825119, 0,D, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,51, 0, 0,825094, 1,I, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825039, 4,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,43, 0, 0,825063, 4,I, 	(03-MAY-2025 16:10:26)
2,61, 0, 0,825146, 1,I, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,, , ,, ,, 	(03-MAY-2025 16:10:26)	 (Not Inserted)
2,154, 0, 0,825123, 5,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825040, 4,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,154, 0, 0,825121, 5,D, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,20, 0, 0,825100, 0,T, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
2,1, 0, 0,825084, 0,D, 	(03-MAY-2025 16:10:26)
