

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(09-APR-2025 19:16:45)
161 , ATCATMO , R , 16/08/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , POSCO MAHA , R , 29/08/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
181 , SANENER , R , 21/09/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
183 , SUMGLAS , R , 27/09/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
184 , SVTPLIN , R , 28/09/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
112 , SPSSETL1 , R , 02/10/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
170 , INPOWGL , R , 04/10/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
179 , PRPWCRP , R , 05/10/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
113 , SIETCO , R , 11/10/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
171 , INVPTRO , R , 24/10/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
172 , JINDAST , R , 15/12/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
123 , AVGL , R , 20/12/2023 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , MIZGURB , R , 04/01/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
121 , NGPL , R , 19/01/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
115 , SILS , R , 21/02/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
114 , STASCO , R , 14/02/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
119 , ROCKIND , R , 23/02/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
177 , NIRMARM , R , 11/03/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
175 , MEDCIGA , R , 03/04/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
118 , LANCOKO , R , 05/04/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
130 , CRMNDEL , R , 01/07/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
132 , VERBINL , R , 23/07/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
215 , EASTPDC , R , 06/08/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
205 , CELLOCP , R , 07/10/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
271 , TRIVRPL , R , 07/10/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
281 , SEIPLDY , R , 01/10/2024 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
237 , LLOYMEN , R , 13/01/2025 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
134 , GSINLIM , R , 13/01/2025 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , JMB , R , 01/04/2006 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , BOXCO , R , 11/08/2014 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
232 , JBB , R , 01/04/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
126 , SGSINDIA , R , 01/04/2007 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
264 , SSAPL , R , 01/04/2013 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,318,,, 	(09-APR-2025 19:16:46)
 

TOTAL DATA INSERTED : ,1,,, 	(09-APR-2025 19:16:46)
 

TOTAL SKIPPED DATA ,317,,, 	(09-APR-2025 19:16:46)
 
<<END>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(09-APR-2025 19:16:46)
 

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(09-APR-2025 19:16:46)
 
COMPANY_CD,CD,ABBR,SEQ,ENTITY,TIMESTAMP
2, 1 , RIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 2 , MGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 3 , GSPCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 4 , Gail , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 4 , Gail , 2,R, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , BPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , EPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 217 , ESL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 5 , NTPC , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 6 , KRIBHCO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 7 , DFPCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 8 , AIGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 218 , ESEZ , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , KSFL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 242 , MAHAGENCO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 249 , NPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 9 , SIGIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 225 , VIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , VSIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 10 , GGCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 11 , TPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 280 , WMSL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 12 , MNGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 13 , IGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 14 , BPCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 14 , BPCL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 269 , TEL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 15 , HPCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 15 , HPCL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 16 , JSW , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 17 , BGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 18 , GSFC , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 228 , H-Energy , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 160 , SIMPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 19 , ATGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 20 , AMNS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 20 , AMNS , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 154 , SEMTPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 154 , SEMTPL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 21 , SGIPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 22 , VGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 23 , PGPGPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 24 , HCG , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 25 , GGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 26 , CFC , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 27 , IFFCO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 28 , HGL-RLNG , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 29 , PipeInfra , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 29 , PipeInfra , 2,R, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 30 , NFL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 31 , HSIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , VVF , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 32 , KFL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 197 , BIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 254 , RIPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 207 , CP , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 150 , HALHFGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 187 , VIDUWIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 33 , AGP CGD , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 34 , MINDA , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 238 , LEIPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 35 , SCHOTT , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 36 , HIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 37 , HCGD-B , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 198 , BIPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 220 , EXXARO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 257 , STVPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 233 , JGPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 279 , WALLCERA , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 193 , ASTIS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 109 , PROTON , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 192 , ANTIQUE , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 149 , ACEGRAL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 38 , KAJARIA , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 222 , GASGROWS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 39 , SISECAM , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 40 , ATPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 41 , OPAL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 234 , JKPAPER , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 263 , STL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 273 , UEPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 206 , CELLO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 204 , CALDERYS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 42 , RCF , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 201 , BWRL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 235 , KRYO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 276 , VIRGO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 196 , BLPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 223 , GIPSKARTON , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 270 , TGPL , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 116 , SELNG , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 256 , SITME , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , DT , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 268 , ThirdParty , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 152 , GUNSPL , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 1 , RIL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 43 , BP , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , AMNS-T , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 1 , RIL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 45 , GSPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 45 , GSPL , 2,R, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 46 , TGLPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 47 , TGBPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 48 , BGEPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 231 , IMCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 49 , VVF India , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 50 , GNFC , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 140 , MEGHHQX , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 51 , ONGC , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 52 , GLIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 272 , UGEL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 255 , SGI-AP , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , IGX , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 53 , RGPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 53 , RGPL , 2,R, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 224 , GTIPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , GSPL-C , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 117 , PEPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 54 , GFCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , DERL , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 55 , CPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 56 , IRM , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 57 , PPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 58 , YARALTD , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 59 , INPEROX , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 60 , RAFECHL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 124 , MGRPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 124 , MGRPL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 208 , CNTENKA , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 61 , EFSPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 61 , EFSPL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 158 , HINDURV , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 227 , HCGPUTE , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 63 , GOAGLSF , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 64 , IGSPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 64 , IGSPL , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 65 , PEFORCV , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 66 , BHEL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 210 , COMFIND , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 67 , DCMSHRI , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 81 , HOECLTD , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 81 , HOECLTD , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 144 , HINAGIL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 147 , HPOIGAS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 86 , MANIKAR , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 166 , ESSAREX , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 92 , NEL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 104 , TASTELI , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 105 , HMEL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 211 , DIL , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 162 , BOROREN , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 151 , KINGASP , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 106 , RATNAGI , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 107 , IDOINVA , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 107 , IDOINVA , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 190 , AGPCGIN , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 176 , NESTLIN , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 110 , SITMEFZ , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 188 , VISHPRI , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 185 , SOMANYL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 202 , BHOGATD , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 186 , VEDALTD , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 186 , VEDALTD , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 277 , VIGASLD , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 167 , GOLDPFG , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 159 , CAIRENH , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 168 , GSIGLIM , 1,R, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 122 , GAILGAS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 174 , KUTCHCL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 278 , SEMTEXP , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 278 , SEMTEXP , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 181 , SANENER , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 181 , SANENER , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 183 , SUMGLAS , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 184 , SVTPLIN , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 112 , SPSSETL1 , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 113 , SIETCO , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 123 , AVGL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 121 , NGPL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 115 , SILS , 1,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 114 , STASCO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 114 , STASCO , 2,T, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 119 , ROCKIND , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 118 , LANCOKO , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 130 , CRMNDEL , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 281 , SEIPLDY , 1,C, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 134 , GSINLIM , 1,R, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , JMB , 1,H, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2,  , BOXCO , 1,H, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 265 , SLPL , 1,H, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 265 , SLPL , 1,H, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 232 , JBB , 1,V, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 126 , SGSINDIA , 1,S, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 232 , JBB , 1,S, 	(09-APR-2025 19:16:46)	 (Not Inserted)
2, 264 , SSAPL , 1,S, 	(09-APR-2025 19:16:46)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,195,,,, 	(09-APR-2025 19:16:46)
 

TOTAL DATA INSERTED : ,0,,,, 	(09-APR-2025 19:16:46)
 

TOTAL SKIPPED DATA ,195,,,, 	(09-APR-2025 19:16:46)
 
<<END>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(09-APR-2025 19:16:46)
 

<<START>>,<<FMS_SECTOR_MST>>, 	(09-APR-2025 19:16:46)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(09-APR-2025 19:16:46)
ELLECTRICAL/ ELECTRONICS,, 	(09-APR-2025 19:16:46)
HEAVY MACHINES,, 	(09-APR-2025 19:16:46)
LIGHT MACHINES,, 	(09-APR-2025 19:16:46)
AIRCRAFTS,, 	(09-APR-2025 19:16:46)
SHIPBUILD. & REPAIRS,, 	(09-APR-2025 19:16:46)
TRUCKS&PASS VEHICALS,, 	(09-APR-2025 19:16:46)
SCOOTERS ETC,, 	(09-APR-2025 19:16:46)
HIGH PRESSURE VESSEL,, 	(09-APR-2025 19:16:46)
MECH. MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
STRUCTURAL WORKS,, 	(09-APR-2025 19:16:46)
IRON & STEEL PLANTS,, 	(09-APR-2025 19:16:46)
IRON & STEEL REWORKS,, 	(09-APR-2025 19:16:46)
ALUMINIUM,, 	(09-APR-2025 19:16:46)
FOUNDRIES/CASTINGS,, 	(09-APR-2025 19:16:46)
FERROUS ALLOYS,, 	(09-APR-2025 19:16:46)
METAL. MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
CANDLE INDUSTRY,, 	(09-APR-2025 19:16:46)
MATCHES,, 	(09-APR-2025 19:16:46)
RUBBER TYRES & TUBES,, 	(09-APR-2025 19:16:46)
PAPER PRODUCTS,, 	(09-APR-2025 19:16:46)
INDU ABRASIVES,, 	(09-APR-2025 19:16:46)
GLASS/CERAMICS ETC,, 	(09-APR-2025 19:16:46)
PACKING MATERIALS,, 	(09-APR-2025 19:16:46)
PLASTIC INDUSTRIES,, 	(09-APR-2025 19:16:46)
LEATHER,, 	(09-APR-2025 19:16:46)
PROCESSOR,, 	(09-APR-2025 19:16:46)
TOBACCO PRODUCTS,, 	(09-APR-2025 19:16:46)
INDUS. MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
COTTON MILLS HOSIERY,, 	(09-APR-2025 19:16:46)
JUTE MILLS,, 	(09-APR-2025 19:16:46)
SYN.FIBRE/RAYON MF,, 	(09-APR-2025 19:16:46)
TEXTI. MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
PET.EXPLO&PROD,, 	(09-APR-2025 19:16:46)
IRON ORE,, 	(09-APR-2025 19:16:46)
COAL,, 	(09-APR-2025 19:16:46)
BAUXITE,, 	(09-APR-2025 19:16:46)
MANGANESE,, 	(09-APR-2025 19:16:46)
STONE QUARRYING,, 	(09-APR-2025 19:16:46)
MINING MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
POST & TELEGRAPHS,, 	(09-APR-2025 19:16:46)
STATE ELEC. BOARDS,, 	(09-APR-2025 19:16:46)
CATERING & HOTELS,, 	(09-APR-2025 19:16:46)
UNIVERSITIES ETC,, 	(09-APR-2025 19:16:46)
LAUNDRIES,, 	(09-APR-2025 19:16:46)
REFINERIES,, 	(09-APR-2025 19:16:46)
TPP-OIL,, 	(09-APR-2025 19:16:46)
HYDEL POWER PLANTS,, 	(09-APR-2025 19:16:46)
ATOMIC POWER PLANTS,, 	(09-APR-2025 19:16:46)
GAS TURBINES,, 	(09-APR-2025 19:16:46)
POWER MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
RAILWAYS,, 	(09-APR-2025 19:16:46)
OTHER ROAD TRANSPORT,, 	(09-APR-2025 19:16:46)
STATE ROAD TRANSPORT,, 	(09-APR-2025 19:16:46)
SHIP. COASTAL,, 	(09-APR-2025 19:16:46)
SHIP. INTERNATIONAL,, 	(09-APR-2025 19:16:46)
INLAND WATERWAYS,, 	(09-APR-2025 19:16:46)
OTHERS (PORT TRUST),, 	(09-APR-2025 19:16:46)
DOMESTIC DIST.,, 	(09-APR-2025 19:16:46)
INDUSTRIAL DIST.,, 	(09-APR-2025 19:16:46)
OWN CONSUMPTION,, 	(09-APR-2025 19:16:46)
PARALLEL MARKETERS,, 	(09-APR-2025 19:16:46)
TEA PLANTATION,, 	(09-APR-2025 19:16:46)
RUBBER/COFFEE ETC,, 	(09-APR-2025 19:16:46)
FORESTRY&TIMBER,, 	(09-APR-2025 19:16:46)
AGRI.CROPS/ORCHARD,, 	(09-APR-2025 19:16:46)
SUGAR MILLS,, 	(09-APR-2025 19:16:46)
FLOUR MILLS ETC,, 	(09-APR-2025 19:16:46)
VEG. OIL MILLS,, 	(09-APR-2025 19:16:46)
FOOD PROCESSING,, 	(09-APR-2025 19:16:46)
DAIRIES&MILK PROC,, 	(09-APR-2025 19:16:46)
FISHERIES,, 	(09-APR-2025 19:16:46)
AGRI. MISCELLANEOUS,, 	(09-APR-2025 19:16:46)
DOMESTIC AIRLINES,, 	(09-APR-2025 19:16:46)
FOREIGN AIRLINES,, 	(09-APR-2025 19:16:46)
DAIRIES&MILK PROC,, 	(09-APR-2025 19:16:46)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(09-APR-2025 19:16:46)
CAUSTIC SODA ETC.,, 	(09-APR-2025 19:16:46)
HEAVY ACIDS,, 	(09-APR-2025 19:16:46)
OTHER INORG.CHEM,, 	(09-APR-2025 19:16:46)
PETRO-CHEM OTHERS,, 	(09-APR-2025 19:16:46)
PETROCHEM -GAS BASED,, 	(09-APR-2025 19:16:46)
DYES & DYE STUFFS,, 	(09-APR-2025 19:16:46)
SYNTHETIC RUBBER,, 	(09-APR-2025 19:16:46)
PESTI./AGRO CHEM,, 	(09-APR-2025 19:16:46)
OTHER ORG.CHEMICAL,, 	(09-APR-2025 19:16:46)
DRUGS&PHARMACEUTICAL,, 	(09-APR-2025 19:16:46)
PAINTS ETC,, 	(09-APR-2025 19:16:46)
INDU EXPLOSIVE,, 	(09-APR-2025 19:16:46)
CALCINATION PLANTS,, 	(09-APR-2025 19:16:46)
