

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,51, 0, 0,822015, 1,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822007, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,823072, 1,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823038, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822007, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822016, 2,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,823082, 5,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822014, 1,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823038, 4,D, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822016, 2,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,822007, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823082, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823038, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822007, 0,D, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822016, 2,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,823080, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823082, 5,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823038, 4,D, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822016, 2,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,823038, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822007, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822015, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822015, 1,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,51, 0, 0,822016, 2,I, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822006, 0,D, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822018, 2,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,822028, 0,D, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,51, 0, 0,822015, 1,I, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823036, 4,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,43, 0, 0,822002, 4,I, 	(02-JUN-2025 10:11:11)
2,61, 0, 0,822030, 1,I, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,, , ,, ,, 	(02-JUN-2025 10:11:11)	 (Not Inserted)
2,154, 0, 0,823081, 5,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,823037, 4,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,154, 0, 0,823079, 5,D, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,20, 0, 0,822017, 0,T, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
2,1, 0, 0,822005, 0,D, 	(02-JUN-2025 10:11:11)
