

<<START>>,<<FMS_TRADER_CONT_PLANT>>,,,,,,, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823020,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823021,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823022,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823023,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823024,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823025,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823026,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823027,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823028,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823029,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823030,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823031,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823032,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823033,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823034,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823035,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823036,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823037,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823038,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823039,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823040,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823041,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823042,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823043,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823044,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823045,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823046,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823047,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823048,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823049,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823050,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823051,2,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823052,2,1,D, 	(04-JUN-2025 09:18:02)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823016,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823017,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823018,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823019,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823020,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823021,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823022,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823023,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823024,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823025,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823026,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823027,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823028,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823029,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823030,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823031,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823032,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823033,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823034,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823035,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823036,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823037,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823038,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823039,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823040,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823041,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823042,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823043,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823044,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823045,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823046,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823047,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823048,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823049,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823050,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823051,1,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823052,1,1,D, 	(04-JUN-2025 09:18:02)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823016,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823017,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823018,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823019,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823020,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823021,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823022,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823023,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823024,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823025,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823026,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823027,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823028,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823029,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823030,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823031,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823032,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823033,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823034,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823035,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823036,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823037,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823038,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823039,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823040,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823041,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823042,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823043,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823044,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823045,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823046,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823047,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823048,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823049,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823050,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823051,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823052,0,1,D, 	(04-JUN-2025 09:18:02)
2,1, 0, 0,823016,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823017,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823018,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823019,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823020,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823021,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823022,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823023,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823024,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823025,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823026,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823027,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823028,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823029,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823030,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823031,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823032,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823033,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823034,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823035,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823036,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823037,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823038,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823039,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823040,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823041,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823042,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823043,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823044,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823045,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823046,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823047,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823048,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823049,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823050,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823051,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,1, 0, 0,823052,0,1,D, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:02)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
2,null, , ,,,1,, 	(04-JUN-2025 09:18:03)	 (Not Inserted)
