

<<START>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(18-MAR-2025 14:33:31)
2,5 , NTPC , C , 13 , 01/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 14 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 14 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 15 , 01/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 16 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 16 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 17 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 17 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P5, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , R, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 2 , 20/12/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 3 , 01/10/2022 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 4 , 01/11/2023 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 6 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 6 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 6 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 8 , 01/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 8 , 01/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 9 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 9 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 10 , 01/10/2022 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 11 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 11 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 13 , 01/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 13 , 01/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 14 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 14 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,5 , NTPC , C , 15 , 01/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 16 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 16 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 17 , 01/02/2024 00:00:00 , P6, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 17 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P5, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,6 , KRIBHCO , C , 1 , 01/01/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 2 , 05/12/2007 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 3 , 05/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 3 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 4 , 01/01/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 4 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 5 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 6 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 7 , 01/01/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 8 , 01/01/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 9 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 9 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,6 , KRIBHCO , C , 10 , 05/12/2007 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 11 , 05/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 1 , 01/01/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 2 , 05/12/2007 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 3 , 05/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 3 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 4 , 01/01/2020 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 4 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 5 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 6 , 01/01/2020 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 7 , 01/01/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 8 , 01/01/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 9 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 9 , 05/12/2007 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,6 , KRIBHCO , C , 10 , 05/12/2007 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,6 , KRIBHCO , C , 11 , 05/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 1 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 2 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 3 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 4 , 20/04/2022 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 5 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 1 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 2 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 3 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 4 , 20/04/2022 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,7 , DFPCL , C , 5 , 03/12/2007 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,8 , AIGL , C , 1 , 22/07/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,8 , AIGL , C , 2 , 22/07/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,8 , AIGL , C , 1 , 22/07/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,8 , AIGL , C , 2 , 22/07/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,249 , NPL , C , 1 , 28/02/2008 00:00:00 , 0, 	(18-MAR-2025 14:33:34)
2,249 , NPL , C , 1 , 28/02/2008 00:00:00 , 0, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 1 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 1 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,9 , SIGIL , C , 2 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 2 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,9 , SIGIL , C , 3 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 3 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,9 , SIGIL , C , 1 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 1 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,9 , SIGIL , C , 2 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 2 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,9 , SIGIL , C , 3 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,9 , SIGIL , C , 3 , 01/04/2009 00:00:00 , B, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,11 , TPL , C , 1 , 01/09/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 2 , 20/12/2018 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 3 , 20/12/2018 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 4 , 01/09/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 5 , 04/08/2012 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 6 , 01/09/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 1 , 01/09/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 2 , 20/12/2018 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 3 , 20/12/2018 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 4 , 01/09/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 5 , 04/08/2012 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,11 , TPL , C , 6 , 01/09/2023 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,280 , WMSL , C , 1 , 31/05/2011 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,280 , WMSL , C , 2 , 31/05/2011 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,280 , WMSL , C , 1 , 31/05/2011 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,280 , WMSL , C , 2 , 31/05/2011 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,12 , MNGL , C , 1 , 20/06/2013 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,12 , MNGL , C , 2 , 20/06/2013 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,12 , MNGL , C , 1 , 20/06/2013 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,12 , MNGL , C , 2 , 20/06/2013 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 1 , 01/12/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 1 , 01/12/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 2 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 2 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 4 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 5 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 6 , 20/01/2021 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 7 , 01/05/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 7 , 01/05/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 7 , 01/05/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 1 , 01/12/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 1 , 01/12/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 2 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 2 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 3 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 4 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 5 , 12/09/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 6 , 20/01/2021 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 7 , 01/05/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,13 , IGL , C , 7 , 01/05/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,13 , IGL , C , 7 , 01/05/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 1 , 09/06/2022 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 2 , 28/02/2024 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 2 , 28/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 2 , 28/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 3 , 09/06/2022 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 5 , 15/07/2022 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 6 , 28/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 6 , 28/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 6 , 28/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 1 , 09/06/2022 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 2 , 28/02/2024 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 2 , 28/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 2 , 28/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 3 , 09/06/2022 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 5 , 15/07/2022 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 6 , 28/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 6 , 28/02/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,14 , BPCL , C , 6 , 28/02/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 1 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 2 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 3 , 06/08/2014 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 3 , 06/08/2014 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 4 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 5 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 1 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 2 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 3 , 06/08/2014 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 3 , 06/08/2014 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 4 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,269 , TEL , C , 5 , 06/08/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 4 , 01/06/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 5 , 01/06/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 6 , 17/11/2010 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 9 , 01/06/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P4, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P5, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 4 , 01/06/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 5 , 01/06/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 6 , 17/11/2010 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , P2, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 9 , 01/06/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P3, 	(18-MAR-2025 14:33:34)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(18-MAR-2025 14:33:34)	 (Not Inserted)
2,18 , GSFC , C , 1 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 2 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 3 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 4 , 11/08/2016 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 5 , 11/08/2016 00:00:00 , P1, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 6 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 7 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 8 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 9 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 10 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 11 , 11/08/2016 00:00:00 , R, 	(18-MAR-2025 14:33:34)
2,18 , GSFC , C , 12 , 11/08/2016 00:00:00 , B, 	(18-MAR-2025 14:33:34)
