

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(02-MAY-2025 13:08:51)
85 , PAN AFRICA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
86 , MARAN GAS OLYMPIAS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
87 , MALANJE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
88 , LNG ABALAMABIE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
89 , MARIB SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
90 , MARAN GAS CORONIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
91 , ADAM LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
92 , GASLOG SARATOGA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
93 , AL HAMRA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
94 , GASLOG SANTIAGO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
95 , MARAN GAS EFFESSOS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
96 , SEVILLA KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
97 , SCF MITRE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
98 , :LNG FINIMA II , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
99 , SONANGOL BENGUELA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
100 , BILBAO KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
101 , LNG OYO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
102 , GASLOG SHANGHAI , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
103 , MARAN GAS ACHILLES , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
104 , METHANE HEATHER SALLY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
105 , GHASHA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
106 , GOLAR CELSIUS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
107 , LNG RIVER ORASHI , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
108 , CASTILLO DE SANTISTEBAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
109 , LNG BENUE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
110 , PUTERI DELIMA SATU , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
111 , CLEAN ENERGY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
112 , MARAN GAS LINDOS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
113 , LNG BORNO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
114 , PALU LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
115 , LNG BONNY II , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
116 , LNG OGUN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
117 , LNG ABUJA II , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
118 , EXPRESS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
119 , SONANGOL SAMBIZANGA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
120 , GASLOG GENEVA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
121 , SYMPHONIC BREEZE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
122 , MACOMA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
123 , PSKOV , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
124 , METHANE NILE EAGLE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
125 , SERI CAMELLIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
126 , GRACILIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
127 , GRAND ELENA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
128 , SOHAR LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
129 , BERGE ARZEW , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
130 , SERI ALAM , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
131 , LNG TENEGA AMPET , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
132 , SERI BEGAWAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
133 , SALALAH LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
134 , SERI BIJASKSANA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
135 , BRITISH RUBY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
136 , GOLAR MAZO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
137 , GRAND MEREYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
138 , HYUNDAI AQUAPIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
139 , AL SAHLA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
140 , AL NUAMAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
141 , LNG PIONEER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
142 , AL WAJBAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
143 , AL BIDDA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
144 , AL GHASHAMIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
145 , CADIZ KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
146 , AL KHARSAAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
147 , SERI BALHAF , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
148 , MURWAB , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
149 , OYO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
150 , AL KARAANA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
151 , AL SADD , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
152 , AL KHATTIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
153 , TRINITY ARROW , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
154 , BW GDF SUEZ PARIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
155 , AL REKAYYAT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
156 , UMM BAB , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
157 , UMMAL AMAD , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
158 , LNG ENUGU , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
159 , GASLOG SALEM , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
160 , AL JASRA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
161 , AL KHAZNAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
162 , LNG IMO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
163 , ARCTIC AURORA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
164 , WILPRIDE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
165 , LNG ONDO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
166 , MARAN GAS ALEXANDRIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
167 , MARAN GAS TROY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
168 , MARAN GAS AGAMEMNON , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
169 , ASIA ENERGY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
170 , MARAN GAS MYSTRAS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
171 , MARAN GAS APOLLONIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
172 , GASLOG GIBRALTAR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
173 , BRITISH EMERALD , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
174 , GOLAR GLACIER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
175 , GRACE COSMOS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
176 , CLEAN HORIZON , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
177 , GASLOG GLASGOW , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
178 , CORCOVADO LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
179 , BW GDF SUEZ BRUSSELS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
180 , NEO ENERGY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
181 , EJNAN  , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
182 , GRANOSA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
183 , AL THAKHIRA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
184 , LNG BAYELSA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
185 , SIMAISMA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
186 , LNG CROSS RIVER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
187 , LNG MARAN GAS ASCLEPIUS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
188 , GRAND ANIVA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
189 , BRITISH MERCHANT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
190 , GASELYS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
191 , GALEA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
192 , LNG FINIMA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
193 , EXCEL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
194 , DUMMY VESSEL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
195 , MITHANE SHIRLEY ELISABETH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
196 , BORNO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
197 , MAESK METHANE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
198 , AL MARROUNA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
199 , AL HAMLA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
200 , AL GATTARA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
201 , FUWAIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
202 , AL AREESH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
203 , AL UTOURIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
204 , LNG SOKOTO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
205 , MAERSK MARIB , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
206 , AL GHARIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
207 , AL KHOR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
208 , AL ZUBARAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
209 , AL SAFLIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
210 , AL BAHIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
211 , AL RUWAIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
212 , ENERGY NAVIGATOR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
213 , ARCTIC LADY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
214 , AL HUWAILA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
215 , DUHAIL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
216 , LNG ADAMAWA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
217 , MAERSK ARWA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
218 , AL KHARAITIYAT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
219 , AL GHARRAFA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
220 , AL DEEBEL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
221 , MESAIMEER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
222 , AL ORAIQ , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
223 , AL KHUWAIR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
224 , LNG SOLARIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
225 , LNG KHATTIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
226 , TRINITY GLORY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
227 , GDF SUEZ CAPE ANN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
228 , IBERICA KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
229 , METHANE LYDON VOLNEY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
230 , METHANE RITA ANDREA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
231 , CATALUNYA SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
232 , TEMBEK , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
233 , MAERSK MAGELLAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
234 , GEMMATA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
235 , GALEOMMA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
236 , GALLINA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
237 , LNG RIVER NIGER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
238 , NIZWA LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
239 , MUSCAT LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
240 , CASTILLO DE VILLALBA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
241 , MAERSK QATAR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
242 , SERI BALQIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
243 , EXCALLIBUR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
244 , SERI ANGKASA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
245 , GRANDIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
246 , IBRA LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
247 , GOLAR FROST , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
248 , CLEAN POWER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
249 , ARWA SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
250 , ZEKREET , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
251 , MILAHA RAS LAFFAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
252 , ONAIZA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
253 , AL AAMRIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
254 , AL DAAYEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
255 , AL THUMAMA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
256 , FRAIHA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
257 , LNG RIVERS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
258 , GDF SUEZ POINT FORTIN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
259 , AL SHAMAL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
260 , AL SHEEHANIYA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
261 , LNG AKWA IBOM , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
262 , MADRID SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
263 , CLEAN OCEAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
264 , SEISHU MARU , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
265 , VALENCIA KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
266 , GOLAR SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
267 , LNG KANO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
268 , HONGKONG ENERGY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
269 , MARVEL HAWK , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
270 , ITL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
271 , LENA RIVER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
272 , ENERGY INTEGRITY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
273 , LNG ENTERPRISE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
274 , WEN CHENG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
275 , TANGGUH PALUNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
276 , EXTREMADURA KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
277 , AMORE MIO I , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
278 , BW ENN SNOW LOTUS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
279 , ENERGY ENDEAVOUR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
280 , WUDANG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
281 , KOOL BLIZZARD , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,281,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,281,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_SHIP_MST>>,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_CUSTOM_TAX_STRUCT_DTL>>,,, 	(02-MAY-2025 13:08:52)
 
COMPANY_CD,TAX_STRUCT_CD,TAX_STRUCT_DTL,EFF_DT,TIMESTAMP
2, , BCD 5%, ECS 2% , 09/07/2004 00:00:00, 	(02-MAY-2025 13:08:52)
2, , BCD 5%, ECS 2%, HECS 1% , 01/03/2007 00:00:00, 	(02-MAY-2025 13:08:52)
2, , BCD 2.5%, SWS 10% on BCD , 02/02/2018 00:00:00, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,3,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,3,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_CUSTOM_TAX_STRUCT_DTL>>,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_HOLIDAY_DTL>>, 	(02-MAY-2025 13:08:52)
 
HOLIDAY_DT,HOLIDAY_NM,TIMESTAMP,
16/02/2025 00:00:00 , SUNDAY, 	(02-MAY-2025 13:08:52)
14/01/2022 00:00:00 , MAKAR SANKRANTI/ PONGAL, 	(02-MAY-2025 13:08:52)
26/01/2022 00:00:00 , REPUBLIC DAY, 	(02-MAY-2025 13:08:52)
01/03/2022 00:00:00 , MAHASHIVRATRI, 	(02-MAY-2025 13:08:52)
18/03/2022 00:00:00 , HOLI, 	(02-MAY-2025 13:08:52)
15/04/2022 00:00:00 , GOOD FRIDAY, 	(02-MAY-2025 13:08:52)
03/05/2022 00:00:00 , ID-UL-FITR*/RAMADAN, 	(02-MAY-2025 13:08:52)
15/08/2022 00:00:00 , INDEPENDANCE DAY, 	(02-MAY-2025 13:08:52)
19/08/2022 00:00:00 , KRISHNA JAYANTHI/ JANMASHTAMI, 	(02-MAY-2025 13:08:52)
31/08/2022 00:00:00 , GANESH CHATURTHI, 	(02-MAY-2025 13:08:52)
05/10/2022 00:00:00 , DURGA PUJA (VIJAY DASHMI)/ DUSSEHRA, 	(02-MAY-2025 13:08:52)
24/10/2022 00:00:00 , NARAKA CHATURDASHI/ DIWALI, 	(02-MAY-2025 13:08:52)
26/10/2022 00:00:00 , DIWALI - BHAI DUJ, 	(02-MAY-2025 13:08:52)
10/08/2021 00:00:00 , GANESH CHATURTHI, 	(02-MAY-2025 13:08:52)
15/10/2021 00:00:00 , DURGA PUJA / DASERA, 	(02-MAY-2025 13:08:52)
10/09/2021 00:00:00 , GANESH CHATURTHI, 	(02-MAY-2025 13:08:52)
04/11/2021 00:00:00 , DIWALI, 	(02-MAY-2025 13:08:52)
05/11/2021 00:00:00 , BALIPADYAMI DEEPAVALI, 	(02-MAY-2025 13:08:52)
12/12/2020 00:00:00 , SECOND SATURDAY DAY, 	(02-MAY-2025 13:08:52)
25/12/2020 00:00:00 , CHIRSTMAS DAY, 	(02-MAY-2025 13:08:52)
26/12/2020 00:00:00 , FOURTH SATURDAY DAY, 	(02-MAY-2025 13:08:52)
09/01/2021 00:00:00 , SECOND SATURDAY DAY, 	(02-MAY-2025 13:08:52)
23/01/2021 00:00:00 , FOURTH SATURDAY DAY, 	(02-MAY-2025 13:08:52)
11/03/2021 00:00:00 , MAHASHIVRATRI, 	(02-MAY-2025 13:08:52)
29/03/2021 00:00:00 , HOLI 2ND DAY DHULETI, 	(02-MAY-2025 13:08:52)
01/04/2021 00:00:00 , BANK CLOSING, 	(02-MAY-2025 13:08:52)
14/04/2021 00:00:00 , AMBEDKAR JAYANTI, 	(02-MAY-2025 13:08:52)
21/04/2021 00:00:00 , RAM NAVMI, 	(02-MAY-2025 13:08:52)
14/05/2021 00:00:00 , PARSHURAM JAYANTI RAMZAN EID, 	(02-MAY-2025 13:08:52)
21/07/2021 00:00:00 , BAKRI EID, 	(02-MAY-2025 13:08:52)
19/08/2021 00:00:00 , MUHARRAM, 	(02-MAY-2025 13:08:52)
30/08/2021 00:00:00 , JANMASHTAMI, 	(02-MAY-2025 13:08:52)
02/10/2021 00:00:00 , MAHATMA GANDHI BIRTHDAY, 	(02-MAY-2025 13:08:52)
08/10/2021 00:00:00 , SECOND SATURDAY DAY, 	(02-MAY-2025 13:08:52)
19/10/2021 00:00:00 , EID, 	(02-MAY-2025 13:08:52)
22/10/2021 00:00:00 , FOURTH SATURDAY DAY, 	(02-MAY-2025 13:08:52)
23/10/2021 00:00:00 , FOURTH SATURDAY DAY, 	(02-MAY-2025 13:08:52)
12/11/2021 00:00:00 , SECOND SATURDAY DAY, 	(02-MAY-2025 13:08:52)
13/11/2021 00:00:00 , SECOND SATURDAY DAY, 	(02-MAY-2025 13:08:52)
27/11/2021 00:00:00 , FOURTH SATURDAY DAY, 	(02-MAY-2025 13:08:52)
25/12/2021 00:00:00 , FOURTH SATURDAY DAY, 	(02-MAY-2025 13:08:52)
01/04/2022 00:00:00 , BANK CLOSING, 	(02-MAY-2025 13:08:52)
14/04/2022 00:00:00 , MAHAVIR JAYANTI, 	(02-MAY-2025 13:08:52)
09/08/2022 00:00:00 , MUHARRAM, 	(02-MAY-2025 13:08:52)
11/08/2022 00:00:00 , RASKHABANDAN, 	(02-MAY-2025 13:08:52)
31/10/2022 00:00:00 , SARDAR VALLABHAI BIRTHDAY, 	(02-MAY-2025 13:08:52)
18/12/2022 00:00:00 , MAHA SHIVRATRI, 	(02-MAY-2025 13:08:52)
26/01/2023 00:00:00 , REPUBLIC HOLIDAY, 	(02-MAY-2025 13:08:52)
18/02/2023 00:00:00 , MAHASHIVRATRI, 	(02-MAY-2025 13:08:52)
08/03/2023 00:00:00 , HOLI , 	(02-MAY-2025 13:08:52)
30/03/2023 00:00:00 , SHREE RAM NAVMI, 	(02-MAY-2025 13:08:52)
01/04/2023 00:00:00 , BANK CLOSING DAY, 	(02-MAY-2025 13:08:52)
04/04/2023 00:00:00 , MAHAVIR JANMA KALYANK, 	(02-MAY-2025 13:08:52)
14/04/2023 00:00:00 , AMBEDAKAR JAYANTI, 	(02-MAY-2025 13:08:52)
29/06/2023 00:00:00 , BAKRI EID, 	(02-MAY-2025 13:08:52)
15/08/2023 00:00:00 , INDEPENANCE DAY, 	(02-MAY-2025 13:08:52)
07/09/2023 00:00:00 , JANMASTAMI, 	(02-MAY-2025 13:08:52)
19/09/2023 00:00:00 , SAMVATSARI, 	(02-MAY-2025 13:08:52)
28/09/2023 00:00:00 , EID , 	(02-MAY-2025 13:08:52)
02/10/2023 00:00:00 , GANDHI JAYANTI, 	(02-MAY-2025 13:08:52)
24/10/2023 00:00:00 , DUSSHERA, 	(02-MAY-2025 13:08:52)
31/10/2023 00:00:00 , SARDAR VALLABHAI PATE JAYANTI, 	(02-MAY-2025 13:08:52)
14/11/2023 00:00:00 , GUJARAT NEW YEAR, 	(02-MAY-2025 13:08:52)
25/12/2023 00:00:00 , CHIRSTMAS, 	(02-MAY-2025 13:08:52)
26/01/2024 00:00:00 , REPUBLIC DAY, 	(02-MAY-2025 13:08:52)
08/03/2024 00:00:00 , MAHASHIVRATRI, 	(02-MAY-2025 13:08:52)
25/03/2024 00:00:00 , HOLI, 	(02-MAY-2025 13:08:52)
29/03/2024 00:00:00 , GOOD FRIDAY, 	(02-MAY-2025 13:08:52)
01/04/2024 00:00:00 , BANK CLOSING DAY, 	(02-MAY-2025 13:08:52)
11/04/2024 00:00:00 , RAMJAN, 	(02-MAY-2025 13:08:52)
17/04/2024 00:00:00 , RAM NAVAMBI, 	(02-MAY-2025 13:08:52)
17/06/2024 00:00:00 , EID, 	(02-MAY-2025 13:08:52)
15/08/2024 00:00:00 , INDEPENDENCE DAY, 	(02-MAY-2025 13:08:52)
19/08/2024 00:00:00 , RAKSHA BANDHAN, 	(02-MAY-2025 13:08:52)
07/09/2024 00:00:00 , SAMVASTARI, 	(02-MAY-2025 13:08:52)
16/09/2024 00:00:00 , EID, 	(02-MAY-2025 13:08:52)
26/09/2024 00:00:00 , JANMASTAMI , 	(02-MAY-2025 13:08:52)
02/10/2024 00:00:00 , GANDHI JAYANTI, 	(02-MAY-2025 13:08:52)
31/10/2024 00:00:00 , DIWALI, 	(02-MAY-2025 13:08:52)
02/11/2024 00:00:00 , GUJ NEW YEAR, 	(02-MAY-2025 13:08:52)
25/12/2024 00:00:00 , CHRISTMAS, 	(02-MAY-2025 13:08:52)
14/01/2025 00:00:00 , MAKAR SANKRATI, 	(02-MAY-2025 13:08:52)
14/03/2025 00:00:00 , DHULETI, 	(02-MAY-2025 13:08:52)
31/03/2025 00:00:00 , RAMAJAN EID, 	(02-MAY-2025 13:08:52)
10/04/2025 00:00:00 , MAHAVIR JAYANTI, 	(02-MAY-2025 13:08:52)
14/04/2025 00:00:00 , DR BABA SAHEB AMBEDKAR JAYANTI, 	(02-MAY-2025 13:08:52)
18/04/2025 00:00:00 , GOOD FRIDAY, 	(02-MAY-2025 13:08:52)
15/08/2025 00:00:00 , INDEPENDENCE DAY, 	(02-MAY-2025 13:08:52)
16/08/2025 00:00:00 , JANMASHTAMI, 	(02-MAY-2025 13:08:52)
27/08/2025 00:00:00 , SAMVATSARI, 	(02-MAY-2025 13:08:52)

