

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(28-FEB-2025 17:24:17)
2,1 , RIL , C , 11 , 14/09/2008 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 13 , 14/09/2008 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 5 , 14/09/2008 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 59 , 01/01/2020 00:00:00 , P15, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 24 , 14/09/2008 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 4 , 14/09/2008 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 15 , 14/09/2008 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 8 , 14/09/2008 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 26 , 14/09/2008 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 1 , 14/09/2008 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 25 , 14/09/2008 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 55 , 31/01/2018 00:00:00 , P18, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 53 , 31/01/2018 00:00:00 , P8, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 10/02/2012 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P2, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 31/01/2018 00:00:00 , P7, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P7, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/04/2011 00:00:00 , P7, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 21/01/2018 00:00:00 , P7, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 14/09/2008 00:00:00 , P18, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/01/2013 00:00:00 , P8, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/09/2013 00:00:00 , P9, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/09/2013 00:00:00 , P9, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 3 , 26/09/2013 00:00:00 , P10, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 28/02/2017 00:00:00 , P11, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 28/02/2017 00:00:00 , P12, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/07/2017 00:00:00 , P13, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/07/2017 00:00:00 , P14, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/06/2021 00:00:00 , P16, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/06/2021 00:00:00 , P17, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/07/2021 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 3 , 01/07/2021 00:00:00 , P5, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 3 , 01/07/2021 00:00:00 , P5, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 3 , 01/07/2021 00:00:00 , P5, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 62 , 01/01/2020 00:00:00 , P9, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 62 , 01/01/2020 00:00:00 , P9, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 62 , 01/01/2020 00:00:00 , P9, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 62 , 01/01/2020 00:00:00 , P9, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 51 , 31/01/2018 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 51 , 01/01/2020 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 47 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 47 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 47 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 47 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 56 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 56 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,1 , RIL , C , 46 , 31/01/2018 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 46 , 01/01/2020 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,1 , RIL , C , 46 , 01/01/2020 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,2 , MGL , C , 4 , 16/07/2009 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 3 , 09/05/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 3 , 16/07/2009 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 2 , 16/07/2009 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 5 , 16/07/2009 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 7 , 01/08/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 6 , 17/08/2011 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 4 , 16/07/2009 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 3 , 09/05/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 3 , 16/07/2009 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 2 , 16/07/2009 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 5 , 16/07/2009 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 7 , 01/08/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,2 , MGL , C , 6 , 17/08/2011 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 16 , 01/04/2009 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 16 , 01/04/2009 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 20 , 01/04/2009 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 2 , 24/03/2005 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 3 , 24/03/2005 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 1 , 24/03/2005 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 12 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 15 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 10 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 8 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 8 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 11 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 11 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 13 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 13 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 14 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 9 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 2 , 21/04/2006 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 16 , 01/04/2009 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 16 , 01/04/2009 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 20 , 01/04/2009 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 2 , 24/03/2005 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 3 , 24/03/2005 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 3 , 21/04/2006 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 1 , 24/03/2005 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 12 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 15 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 10 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 8 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 8 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 11 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 11 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 13 , 24/03/2005 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 13 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 14 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,3 , GSPCL , C , 9 , 21/04/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 44 , 01/05/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 47 , 01/08/2024 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 1 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/06/2024 00:00:00 , P8, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/11/2022 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,4 , Gail , C , 33 , 08/03/2007 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 24 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,4 , Gail , C , 40 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 48 , 01/08/2024 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 7 , 08/03/2007 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 27 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 27 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 19 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 19 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 49 , 01/08/2024 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 3 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 34 , 01/07/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 34 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 35 , 01/07/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 35 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 28 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 6 , 28/05/2024 00:00:00 , P8, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 44 , 01/05/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 47 , 01/08/2024 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 1 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/06/2024 00:00:00 , P8, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/11/2022 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 2 , 01/05/2024 00:00:00 , P7, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,4 , Gail , C , 33 , 08/03/2007 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 24 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,4 , Gail , C , 40 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 48 , 01/08/2024 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 7 , 08/03/2007 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 27 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 27 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 19 , 08/03/2007 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 19 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 49 , 01/08/2024 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 3 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 34 , 01/07/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 34 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 35 , 01/07/2022 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 35 , 01/07/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 28 , 01/06/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , C , 6 , 28/05/2024 00:00:00 , P8, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 10 , 01/09/2023 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 7 , 21/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 7 , 01/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 3 , 21/09/2023 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 3 , 01/09/2023 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 11 , 01/09/2023 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 13 , 01/10/2024 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 27 , 01/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 12 , 01/08/2024 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 5 , 21/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 5 , 01/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 4 , 01/09/2023 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 6 , 21/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 6 , 01/09/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 2 , 01/09/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 8 , 01/09/2023 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2,4 , Gail , R , 9 , 01/09/2023 00:00:00 , C, 	(28-FEB-2025 17:24:19)
2, , BPL , C , 1 , 09/04/2010 00:00:00 , 0, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2, , BPL , C , 2 , 09/04/2010 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2, , BPL , C , 3 , 09/04/2010 00:00:00 , C, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2, , BPL , C , 1 , 09/04/2010 00:00:00 , 0, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2, , BPL , C , 2 , 09/04/2010 00:00:00 , B, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2, , BPL , C , 3 , 09/04/2010 00:00:00 , C, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 6 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 4 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 7 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 8 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 5 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 6 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 4 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 7 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 8 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,217 , ESL , C , 5 , 26/08/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 20 , 01/02/2024 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 20 , 24/07/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 6 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 29 , 01/10/2022 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 29 , 01/02/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 1 , 01/08/2023 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 5 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 22 , 01/11/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 30 , 01/10/2022 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 3 , 18/11/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 3 , 21/04/2010 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 2 , 18/11/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 1 , 18/11/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 7 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 21 , 01/02/2024 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 21 , 01/10/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 24 , 01/02/2024 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 27 , 01/10/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 27 , 01/02/2024 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , P6, 	(28-FEB-2025 17:24:19)	 (Not Inserted)
2,5 , NTPC , C , 3 , 01/11/2023 00:00:00 , B, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 28 , 01/10/2022 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 28 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 4 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 4 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 2 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 2 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 19 , 01/02/2024 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 19 , 31/01/2024 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 20 , 01/02/2024 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 20 , 24/07/2023 00:00:00 , P4, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 6 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 29 , 01/10/2022 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 29 , 01/02/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 1 , 01/08/2023 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 5 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 22 , 01/11/2023 00:00:00 , R, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 30 , 01/10/2022 00:00:00 , P5, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 3 , 18/11/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 3 , 21/04/2010 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 2 , 18/11/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 1 , 18/11/2006 00:00:00 , 0, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 7 , 30/01/2024 00:00:00 , P6, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P1, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 21 , 01/02/2024 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 21 , 01/10/2022 00:00:00 , P2, 	(28-FEB-2025 17:24:19)
2,5 , NTPC , C , 24 , 01/02/2024 00:00:00 , P3, 	(28-FEB-2025 17:24:19)
