

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(25-APR-2025 09:53:04)
2,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 1 , 06/01/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 1 , 06/01/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 1 , 28/02/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 2 , 01/03/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 3 , 01/06/2023 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 4 , 01/03/2024 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 5 , 01/06/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 1 , 28/02/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 2 , 01/03/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 3 , 01/06/2023 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 4 , 01/03/2024 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,122 , GAILGAS , C , 5 , 01/06/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,174 , KUTCHCL , C , 1 , 22/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,174 , KUTCHCL , C , 2 , 15/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,174 , KUTCHCL , C , 3 , 15/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,174 , KUTCHCL , C , 1 , 22/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,174 , KUTCHCL , C , 2 , 15/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,174 , KUTCHCL , C , 3 , 15/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,183 , SUMGLAS , C , 2 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,183 , SUMGLAS , C , 3 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,183 , SUMGLAS , C , 2 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,183 , SUMGLAS , C , 3 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,184 , SVTPLIN , C , 1 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,184 , SVTPLIN , C , 1 , 01/10/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,123 , AVGL , C , 1 , 20/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,123 , AVGL , C , 1 , 20/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,121 , NGPL , C , 1 , 20/01/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,121 , NGPL , C , 1 , 20/01/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,119 , ROCKIND , C , 1 , 07/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,119 , ROCKIND , C , 2 , 07/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,119 , ROCKIND , C , 3 , 07/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,119 , ROCKIND , C , 1 , 07/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,119 , ROCKIND , C , 2 , 07/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,119 , ROCKIND , C , 3 , 07/03/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,118 , LANCOKO , C , 1 , 05/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,118 , LANCOKO , C , 2 , 05/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,118 , LANCOKO , C , 3 , 05/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,118 , LANCOKO , C , 1 , 05/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,118 , LANCOKO , C , 2 , 05/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,118 , LANCOKO , C , 3 , 05/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 1 , 01/07/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 2 , 01/07/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 3 , 01/07/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 3 , 01/07/2024 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 1 , 01/07/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 2 , 01/07/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 3 , 01/07/2024 00:00:00 , P1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,130 , CRMNDEL , C , 3 , 01/07/2024 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,134 , GSINLIM , R , 1 , 13/01/2025 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,134 , GSINLIM , R , 2 , 13/01/2025 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,134 , GSINLIM , R , 3 , 16/01/2025 00:00:00 , C, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,282 , JMB , H , 1 , 01/04/2006 00:00:00 , R, 	(25-APR-2025 09:53:58)
2,265 , SLPL , H , 1 , 21/01/2016 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,265 , SLPL , H , 1 , 21/01/2016 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,232 , JBB , V , 1 , 01/04/2007 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,126 , SGSINDIA , S , 1 , 01/04/2007 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,264 , SSAPL , S , 1 , 01/04/2013 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 1 , 15/11/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 1 , 15/11/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 2 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 2 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 3 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 3 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 4 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 4 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 5 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 5 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 6 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 6 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 7 , 02/02/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 7 , 02/02/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 8 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 8 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 9 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 9 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 10 , 21/10/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 10 , 21/10/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 11 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 11 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 12 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 12 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 13 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 13 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 14 , 14/09/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 14 , 14/09/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 15 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 15 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 16 , 31/10/2023 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 16 , 31/10/2023 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 17 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 17 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 18 , 01/01/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 18 , 01/01/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 19 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 19 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 20 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 20 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 21 , 14/06/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 21 , 14/06/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 22 , 01/06/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 22 , 01/06/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 23 , 01/08/2023 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 23 , 01/08/2023 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 24 , 01/03/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 24 , 01/03/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 25 , 31/01/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 25 , 31/01/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 26 , 10/05/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 26 , 10/05/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 1 , 15/11/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 1 , 15/11/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 2 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 2 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 3 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 3 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 4 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 4 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 5 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 5 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 6 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 6 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 7 , 02/02/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 7 , 02/02/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 8 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 8 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 9 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 9 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 10 , 21/10/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 10 , 21/10/2022 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 11 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 11 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 12 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 12 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 13 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 13 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 14 , 14/09/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 14 , 14/09/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 15 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 15 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 16 , 31/10/2023 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 16 , 31/10/2023 00:00:00 , P2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 17 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 17 , 26/12/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 18 , 01/01/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 18 , 01/01/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 19 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 19 , 01/01/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 20 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 20 , 01/12/2020 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 21 , 14/06/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 21 , 14/06/2022 00:00:00 , R, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 22 , 01/06/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 22 , 01/06/2024 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 23 , 01/08/2023 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 23 , 01/08/2023 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 24 , 01/03/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 24 , 01/03/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 25 , 31/01/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 25 , 31/01/2017 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 26 , 10/05/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,2 , SEIPL , B , 26 , 10/05/2021 00:00:00 , B, 	(25-APR-2025 09:53:58)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,1254,,,,,, 	(25-APR-2025 09:53:58)
 

TOTAL DATA INSERTED : ,1,,,,,, 	(25-APR-2025 09:53:58)
 

TOTAL SKIPPED DATA ,1795,,,,,, 	(25-APR-2025 09:53:58)
 
<<END>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(25-APR-2025 09:53:58)
 

<<START>>,<<FMS_METER_MST>>,,,,, 	(25-APR-2025 09:53:58)
 
COMPANY_CD,CD,ABBR,PLANT_SEQ,METER_TYPE,METER_SEQ,TIMESTAMP
2,29 , PipeInfra , 1 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,45 , GSPL , 1 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,45 , GSPL , 1 , R , 2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,45 , GSPL , 2 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,45 , GSPL , 4 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 6 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 6 , R , 2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2, , PARK-ANK , 1 , R , 2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 1 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 1 , R , 2, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 2 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 3 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 4 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 6 , R , 3, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 7 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 8 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,4 , Gail , 9 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,53 , RGPL , 1 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 3, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 4, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 3 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 4 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 5 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,29 , PipeInfra , 6 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2,134 , GSINLIM , 1 , R , 1, 	(25-APR-2025 09:53:58)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,26,,,,, 	(25-APR-2025 09:53:58)
 

TOTAL DATA INSERTED : ,0,,,,, 	(25-APR-2025 09:53:58)
 

TOTAL SKIPPED DATA ,26,,,,, 	(25-APR-2025 09:53:58)
 
<<END>>,<<FMS_METER_MST>>,,,,, 	(25-APR-2025 09:53:58)
 

<<START>>,<<FMS_COUNTERPARTY_PLANT_TAX>>,,,,, 	(25-APR-2025 09:53:58)
 
COMPANY_CD,CD,ABBR,ENTITY,PLANT_SEQ_NO,STAT_CD,TIMESTAMP
2 , 1 , RIL , C , 1 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 1 , 1003, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 2 , 1003, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 2 , 1004, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 2 , 1005, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 2 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 3 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 3 , 1005, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 3 , 1004, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 3 , 1003, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 4 , 1003, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 4 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 5 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 5 , 1003, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 6 , 1004, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 6 , 1005, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 6 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
2 , 1 , RIL , C , 7 , 1001, 	(25-APR-2025 09:53:58)	 (Not Inserted)
