
<<START>>,<<FMS_DAILY_ALLOCATION_DTL>>,,,, 	(25-JUN-2025 17:52:20)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,S,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,L,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
RIL,O,, 	(25-JUN-2025 17:52:21)
