
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(25-JUL-2025 11:31:49)
9019,90353353/P,15/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9019,91083939/P,11/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9008,91080370/P,11/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9008,91080370/P,11/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9008,90341028/P,19/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9008,91080370/P,12/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9010,91081043/P,04/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9010,91081043/P,04/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9010,90344254/P,18/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9010,91081043/P,11/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9012,91081397/P,19/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9012,91081397/P,19/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9012,90345026/P,26/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9012,91081397/P,22/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9012,90345026/P,30/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9023,91085070/P,20/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9023,91085070/P,20/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9023,90357438/P,27/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9023,91085070/P,21/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9023,90357438/P,28/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9020,91084229/P,22/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9020,91084229/P,22/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9020,90354628/P,29/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9020,91084229/P,23/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9020,90354628/P,01/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
10001,91089422/P,19/03/2010 00:00:00,2900000MMBTU@4.935$-14311500$,2009-2010,N, 	(25-JUL-2025 11:31:52)
10001,91089422/P,19/03/2010 00:00:00,2900000MMBTU@4.935$-14311500$,2009-2010,N, 	(25-JUL-2025 11:31:52)
10001,91089422/P,25/03/2010 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9009,91080757/P,26/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9009,91080757/P,26/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9009,90342604/P,02/06/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9009,91080757/P,28/05/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9018,91083430/P,25/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9018,91083430/P,25/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9018,90352046/P,02/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9018,91083430/P,27/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
10003,91091446/P,30/05/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10003,91091446/P,30/05/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10003,90380506/P,07/06/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10003,91091446/P,02/06/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10003,90380506/P,09/06/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10007,91094776/P,04/10/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10007,91094776/P,04/10/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10007,90393470/P,11/10/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10007,91094776/P,06/10/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11003,91098912/P,16/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11003,91098912/P,16/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11003,90407134/P,21/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11003,91098912/P,18/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11003,90407134/P,24/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11001,90407674/P,18/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11001,90407674/P,18/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11001,91098688/P,25/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11001,90407674/P,19/02/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11001,91098688/P,04/03/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11004,91100076/P,24/03/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11004,91100076/P,24/03/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11004,90410318/P,24/03/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11004,91100076/P,21/03/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11004,90410318/P,28/03/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10006,91094427/P,24/09/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10006,91094427/P,24/09/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10006,90392117/P,30/09/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10006,91094427/P,27/09/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10006,90392117/P,05/10/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10016,91097438/P,29/12/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10016,91097438/P,29/12/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10016,90402140/P,03/01/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10016,91097438/P,31/12/2010 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
10016,90402140/P,06/01/2011 00:00:00,null,2010-2011,N, 	(25-JUL-2025 11:31:52)
11007,91103535/P,20/07/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11007,91103535/P,20/07/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11007,90423196/P,25/07/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11007,91103535/P,22/07/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11007,90423196/P,29/07/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11005,91101935/P,31/05/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11005,91101935/P,31/05/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11005,90418195/P,06/06/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11005,91101935/P,03/06/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
11005,90418195/P,10/06/2011 00:00:00,null,2011-2012,N, 	(25-JUL-2025 11:31:52)
14001,ITZIXM0001,28/05/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14001,ITZIXM0001,28/05/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14001,90538444,18/06/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14001,ITZIXM0001,13/06/2014 00:00:00,Rounded off value as per EDI system,2014-2015,N, 	(25-JUL-2025 11:31:52)
14001,90538444,01/07/2014 00:00:00,roundedup value,2014-2015,N, 	(25-JUL-2025 11:31:52)
14006,ITC8AD0001,27/11/2014 00:00:00,The Expected delivery qty as per CN is 2.7tbtu +/-3%,2014-2015,N, 	(25-JUL-2025 11:31:52)
14006,ITC8AD0001,27/11/2014 00:00:00,The Expected delivery qty as per CN is 2.7tbtu +/-3%,2014-2015,N, 	(25-JUL-2025 11:31:52)
14006,90558473/P,17/12/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14006,ITC8AD0001,12/12/2014 00:00:00,Tallied as per EDI System,2014-2015,N, 	(25-JUL-2025 11:31:52)
14006,90558473/P,24/12/2014 00:00:00,Tallied a sper Excel calculation,2014-2015,N, 	(25-JUL-2025 11:31:52)
14003,ITZ9RZ0001,07/09/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14003,ITZ9RZ0001,07/09/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14003,90548991/P,22/09/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14003,ITZ9RZ0001,12/09/2014 00:00:00,FMS logic changed now it has facility to pick date wise exchange rate so correct exchange rate is used i.e. 61.00 w.e.f from 05th Sep 14,2014-2015,N, 	(25-JUL-2025 11:31:52)
14003,90548991/P,13/09/2014 00:00:00,Exchange rate logic modified by FMS team now exact ex rt date is pickedup. Difference is to tally with excel calculated value.,2014-2015,N, 	(25-JUL-2025 11:31:52)
14004,ITZZ8W0001,22/09/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14004,ITZZ8W0001,22/09/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14004,90549512/P,29/09/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14004,ITZZ8W0001,23/09/2014 00:00:00,Adjusted based on the duty paid as per EDI system,2014-2015,N, 	(25-JUL-2025 11:31:52)
14004,90549512/P,09/10/2014 00:00:00,Adjusted as per excel calculation. This was additional custom duty so the custom duty payment date is considered on basis of the no. of days interest which we will be paying to customs so it is 9 oct 2014 instead of 08 oct 2014,2014-2015,N, 	(25-JUL-2025 11:31:52)
14007,ITCAZ90001,25/11/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14007,ITCAZ90001,25/11/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14007,90557757,10/12/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14007,ITCAZ90001,28/11/2014 00:00:00,PD bond value as per amount debited in continuity bond,2014-2015,N, 	(25-JUL-2025 11:31:52)
14007,90557757,24/12/2014 00:00:00,Value tallied as per excel calculation,2014-2015,N, 	(25-JUL-2025 11:31:52)
14008,ITCA0J0001-1,21/12/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14008,ITCA0J0001-1,21/12/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14008,90561001- A/P,12/01/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14008,ITCA0J0001-2,02/01/2015 00:00:00,To tally with the Custom duty paid by EDI system,2014-2015,N, 	(25-JUL-2025 11:31:52)
14008,90561001- B/P,08/01/2015 00:00:00,Roundedup value. Final custom payment date considered as HLPL Q&Q date.,2014-2015,N, 	(25-JUL-2025 11:31:52)
14002,ITZ8HM0001,07/08/2014 00:00:00,The provisional invoice is based on the BL quantity and not based on Cargo statement or CN quantity. Hence there is difference in invoice value.,2014-2015,N, 	(25-JUL-2025 11:31:52)
14002,ITZ8HM0001,07/08/2014 00:00:00,The provisional invoice is based on the BL quantity and not based on Cargo statement or CN quantity. Hence there is difference in invoice value.,2014-2015,N, 	(25-JUL-2025 11:31:52)
14002,90545149/P,15/08/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14002,ITZ8HM0001,12/08/2014 00:00:00,To tally with the actual paid custom duty as per EDI system.,2014-2015,N, 	(25-JUL-2025 11:31:52)
14002,90545149/P,03/09/2014 00:00:00,ROUNDED OFF TO MATCH WITH EXCEL CALCULATED VALUE,2014-2015,N, 	(25-JUL-2025 11:31:52)
14009,ITDAAX0001,17/02/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14009,ITDAAX0001,17/02/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14009,90565524/P,02/03/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14009,ITDAAX0001,20/02/2015 00:00:00,As per EDI system, it has been roundedup.,2014-2015,N, 	(25-JUL-2025 11:31:52)
14009,90565524/P,26/02/2015 00:00:00,Roundedup value,2014-2015,N, 	(25-JUL-2025 11:31:52)
14005,ITCMCA0001,27/10/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14005,ITCMCA0001,27/10/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14005,90553161/P,03/11/2014 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
14005,ITCMCA0001,31/10/2014 00:00:00,To adjust as per the actual duty paid as per EDI system,2014-2015,N, 	(25-JUL-2025 11:31:52)
14005,90553161/P,12/11/2014 00:00:00,Roundedup to tally with the actual additional custom duty paid.,2014-2015,N, 	(25-JUL-2025 11:31:52)
15001,ITFA6M0001,05/03/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
15001,ITFA6M0001,05/03/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
15001,90568363/P,25/03/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
15001,ITFA6M0001,16/03/2015 00:00:00,null,2014-2015,N, 	(25-JUL-2025 11:31:52)
15001,90568363/P,19/03/2015 00:00:00,Roundedup values, tallied with excel calculated value.,2014-2015,N, 	(25-JUL-2025 11:31:52)
17001,IT08XA0001,23/01/2017 00:00:00,null,2016-2017,N, 	(25-JUL-2025 11:31:52)
17001,IT08XA0001,23/01/2017 00:00:00,null,2016-2017,N, 	(25-JUL-2025 11:31:52)
17001,90642053/P,02/02/2017 00:00:00,null,2016-2017,N, 	(25-JUL-2025 11:31:52)
17001,IT08XA0001,27/01/2017 00:00:00,Custom dupty rounded up ansd tallied with actual bank transcation,2016-2017,N, 	(25-JUL-2025 11:31:52)
17001,90642053/P,06/02/2017 00:00:00,rounded off value to match the excel calculation value,2016-2017,N, 	(25-JUL-2025 11:31:52)
16001,ITV6RA0001,12/07/2016 00:00:00,Due date to be based on the final invoice and agreed payment terms with SITME,2016-2017,N, 	(25-JUL-2025 11:31:52)
16001,ITV6RA0001,12/07/2016 00:00:00,Due date to be based on the final invoice and agreed payment terms with SITME,2016-2017,N, 	(25-JUL-2025 11:31:52)
16001,90620646/P,25/07/2016 00:00:00,null,2016-2017,N, 	(25-JUL-2025 11:31:52)
16001,ITV6RA0001,19/07/2016 00:00:00,The value os rounded off to tally with the Custom duty challan paid.,2016-2017,N, 	(25-JUL-2025 11:31:52)
16001,90620646/P,29/07/2016 00:00:00,Rounded off and tallying with excel calculation,2016-2017,N, 	(25-JUL-2025 11:31:52)
19002,HZS-19-03,31/03/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19002,HZS-19-03,31/03/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19002,HZS-19-03,16/04/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19002,HZS-19-03,05/04/2019 00:00:00,rounded off,2018-2019,N, 	(25-JUL-2025 11:31:52)
19002,HZS-19-03,05/04/2019 00:00:00,No additonal custom duty to be paid as Bill of Lading quantity (provisional) and final unloaded qty remains same.,2018-2019,N, 	(25-JUL-2025 11:31:52)
19001,N201806/HZS1901,06/03/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19001,N201806/HZS1901,06/03/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19001,N201806/HZS1901,19/03/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19001,N201806/HZS1901,08/03/2019 00:00:00,null,2018-2019,N, 	(25-JUL-2025 11:31:52)
19001,N201806/HZS1901,11/03/2019 00:00:00,No additonal custom duty to be paid as Bill of Lading quantity (provisional) and final unloaded qty remains same.,2018-2019,N, 	(25-JUL-2025 11:31:52)
19009,na,16/08/2019 00:00:00,provisional invoice for part 1 discharge,2019-2020,N, 	(25-JUL-2025 11:31:52)
19009,na,16/08/2019 00:00:00,provisional invoice for part 1 discharge,2019-2020,N, 	(25-JUL-2025 11:31:52)
19009,925879,23/08/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19009,na,19/08/2019 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:52)
19009,925879,28/08/2019 00:00:00,ROUNDED OFF,2019-2020,N, 	(25-JUL-2025 11:31:52)
19010,na,16/08/2019 00:00:00,part 2 discharge of cargo dtd 21 aug 2019,2019-2020,N, 	(25-JUL-2025 11:31:52)
19010,na,16/08/2019 00:00:00,part 2 discharge of cargo dtd 21 aug 2019,2019-2020,N, 	(25-JUL-2025 11:31:52)
19010,926329,05/09/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19010,na,27/08/2019 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:52)
19010,926329,01/09/2019 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:52)
20001,NA,30/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20001,NA,30/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20001,932083,04/02/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20001,NA,31/01/2020 00:00:00,Rounded,2019-2020,N, 	(25-JUL-2025 11:31:52)
20001,932083,31/01/2020 00:00:00,rounded,2019-2020,N, 	(25-JUL-2025 11:31:52)
19014,NA,19/12/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19014,NA,19/12/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19014,930719,27/12/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19014,NA,23/12/2019 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:52)
19014,930719,26/12/2019 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:52)
20003,NA,14/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20003,NA,14/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20003,931647,22/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20003,NA,16/01/2020 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:52)
20003,931647,16/01/2020 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:52)
19005,NA,11/07/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19005,NA,11/07/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19005,924658,22/07/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19005,NA,05/07/2019 00:00:00,Rounded off,2019-2020,N, 	(25-JUL-2025 11:31:52)
19005,924658,17/07/2019 00:00:00,no difference,2019-2020,N, 	(25-JUL-2025 11:31:52)
19006,na,23/07/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19006,na,23/07/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19006,925179,06/08/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19006,na,31/07/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
19006,925179,26/08/2019 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:52)
20010,NA,06/03/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20010,NA,06/03/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20010,933746,12/03/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20010,NA,06/03/2020 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:52)
20010,933746,06/03/2020 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:52)
20002,NA,17/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20002,NA,17/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20002,931787,27/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:52)
20002,NA,21/01/2020 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:52)
20002,931787,21/01/2020 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:53)
19007,na,21/08/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19007,na,21/08/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19007,926155,03/09/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19007,na,27/08/2019 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19007,926155,31/08/2019 00:00:00,nil as BL qty and actual unloaded qty is same,2019-2020,N, 	(25-JUL-2025 11:31:53)
20005,NA,17/02/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
20005,NA,17/02/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
20005,933034,25/02/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
20005,NA,19/02/2020 00:00:00,rounded,2019-2020,N, 	(25-JUL-2025 11:31:53)
20005,933034,19/02/2020 00:00:00,rounded,2019-2020,N, 	(25-JUL-2025 11:31:53)
19012,na,17/10/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19012,na,17/10/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19012,928282,25/10/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19012,na,22/10/2019 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19012,928282,22/10/2019 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:53)
19015,NA,26/12/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19015,NA,26/12/2019 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19015,930930,06/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19015,NA,30/12/2019 00:00:00,ROUNDED OFF,2019-2020,N, 	(25-JUL-2025 11:31:53)
19015,930930,30/12/2019 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:53)
19016,NA,15/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19016,NA,15/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19016,931953,30/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19016,NA,21/01/2020 00:00:00,rounded,2019-2020,N, 	(25-JUL-2025 11:31:53)
19016,931953,21/01/2020 00:00:00,NIL,2019-2020,N, 	(25-JUL-2025 11:31:53)
19017,NA,28/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19017,NA,28/01/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19017,932858,20/02/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19017,NA,13/02/2020 00:00:00,rounded,2019-2020,N, 	(25-JUL-2025 11:31:53)
19017,932858,13/02/2020 00:00:00,provisional and actual unloaded quantity is same,2019-2020,N, 	(25-JUL-2025 11:31:53)
19018,NA,10/03/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19018,NA,10/03/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19018,933999,18/03/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19018,NA,13/03/2020 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19018,933999,13/03/2020 00:00:00,the expected quantity and actual unloaed quantity is same. ,2019-2020,N, 	(25-JUL-2025 11:31:53)
19020,NA,18/05/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19020,NA,18/05/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19020,937095,02/06/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19020,NA,27/05/2020 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19020,937095,27/05/2020 00:00:00,Prov & final qty is same so nil,2019-2020,N, 	(25-JUL-2025 11:31:53)
19019,NA,29/04/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19019,NA,29/04/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19019,936133,08/05/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19019,NA,04/05/2020 00:00:00,rounded off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19019,936133,04/05/2020 00:00:00,ROUNDED OFF,2019-2020,N, 	(25-JUL-2025 11:31:53)
19021,NA,09/06/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19021,NA,09/06/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19021,938042,23/06/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19021,NA,17/06/2020 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19021,938042,17/06/2020 00:00:00,nil,2019-2020,N, 	(25-JUL-2025 11:31:53)
19022,NA,22/06/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19022,NA,22/06/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19022,939019,14/07/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19022,NA,07/07/2020 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19022,939019,07/07/2020 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19024,NA,27/07/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19024,NA,27/07/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19024,939708,04/08/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19024,NA,30/07/2020 00:00:00,rounding off,2019-2020,N, 	(25-JUL-2025 11:31:53)
19025,NA,19/08/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19025,NA,19/08/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
19025,940710,27/08/2020 00:00:00,null,2019-2020,N, 	(25-JUL-2025 11:31:53)
